date,Aptos,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana,Acala
2020-06-24,,,4509462,,,14.0,,
2020-06-25,,,4544715,,,,,
2020-06-26,,,4577898,,,,,
2020-06-27,,,4610560,,,14.0,,
2020-06-28,,,4626269,,,14.0,,
2020-06-29,,,4694340,,,13.0,,
2020-06-30,,,4713167,,,16.0,,
2020-07-01,,,4735370,,,16.0,,
2020-07-02,,,4746541,,,16.0,,
2020-07-03,,,4768038,,,20.0,,
2020-07-04,,,4782473,,,20.0,,
2020-07-05,,,4774087,,,20.0,,
2020-07-06,,,4785827,,,20.0,,
2020-07-07,,,4834817,,,21.0,,
2020-07-08,,,4862068,,,24.0,,
2020-07-09,,,4866530,,,27.0,,
2020-07-10,,,4873583,,,27.0,,
2020-07-11,,,4895017,,,33.0,,
2020-07-12,,,4878661,,,35.0,,
2020-07-13,,,4887706,,,37.0,,
2020-07-14,,,4910358,,,37.0,,
2020-07-15,,,4947037,,,40.0,,
2020-07-16,,,4955196,,,45.0,,
2020-07-17,,,4960016,,,46.0,,
2020-07-18,,,4929711,,,47.0,,
2020-07-19,,,4929078,,,48.0,,
2020-07-20,,,4937545,,,49.0,,
2020-07-21,,,4929295,3.0,,48.0,,
2020-07-22,,,4925950,5.0,,50.0,,
2020-07-23,,,4917163,5.0,,67.0,,
2020-07-24,,,4912453,8.0,,80.0,,
2020-07-25,,,4921400,,,83.0,,
2020-07-26,,,4929285,,,88.0,,
2020-07-27,,,4947194,11.0,,106.0,,
2020-07-28,,,4982265,11.0,,110.0,,
2020-07-29,,,4935969,11.0,,115.0,,
2020-07-30,,,4930592,,,116.0,,
2020-07-31,,,4921270,15.0,,129.0,,
2020-08-01,,,4917152,,,174.0,,
2020-08-02,,,4920109,,,191.0,,
2020-08-03,,,4913144,,,286.0,,
2020-08-04,,,4952418,,,352.0,,
2020-08-05,,,4985240,17.0,,392.0,,
2020-08-06,,,5014672,17.0,,434.0,,
2020-08-07,,,5030504,,,472.0,,
2020-08-08,,,5046375,18.0,,504.0,,
2020-08-09,,,5048881,18.0,,534.0,,
2020-08-10,,,5034542,18.0,,572.0,,
2020-08-11,,,5031711,21.0,,607.0,,
2020-08-12,,,4992666,23.0,,634.0,,
2020-08-13,,,4974317,24.0,,656.0,,
2020-08-14,,,4942195,,,682.0,,
2020-08-15,,,4958566,,,714.0,,
2020-08-16,,,4975693,24.0,,734.0,,
2020-08-17,,,4989558,,,862.0,,
2020-08-18,,,4979280,25.0,,890.0,,
2020-08-19,,,4960223,27.0,,919.0,,
2020-08-20,,,4981545,28.0,,943.0,,
2020-08-21,,,5024728,34.0,,978.0,,
2020-08-22,,,5031548,36.0,,996.0,,
2020-08-23,,,5070876,35.0,,1021.0,,
2020-08-24,,,5093076,36.0,,1053.0,,
2020-08-25,,,5097841,38.0,,1089.0,,
2020-08-26,,,5097449,41.0,,1129.0,,
2020-08-27,,,5054753,43.0,,1175.0,,
2020-08-28,,,5042644,45.0,,1230.0,,
2020-08-29,,,5015733,50.0,,1280.0,,
2020-08-30,,,4971624,48.0,,1339.0,,
2020-08-31,,,4920650,49.0,,1373.0,,
2020-09-01,,,4877925,61.0,,1433.0,,
2020-09-02,,,4821950,69.0,,1478.0,,
2020-09-03,,,4748204,80.0,,1510.0,,
2020-09-04,,,4696292,133.0,,1534.0,,
2020-09-05,,,4608171,147.0,,1560.0,,
2020-09-06,,,4559647,154.0,,1593.0,,
2020-09-07,,,4520006,164.0,,1610.0,,
2020-09-08,,,4485479,170.0,,1637.0,,
2020-09-09,,,4448822,181.0,,1656.0,,
2020-09-10,,,4412826,466.0,,1684.0,,
2020-09-11,,,4418621,1770.0,,1727.0,,
2020-09-12,,,4407535,2067.0,,1763.0,,
2020-09-13,,,4375489,2325.0,,1810.0,,
2020-09-14,,,4322653,2657.0,,1877.0,,
2020-09-15,,,4279232,2967.0,,1918.0,,
2020-09-16,,,4237866,3239.0,,1896.0,,
2020-09-17,,,4241914,3310.0,,1838.0,,
2020-09-18,,,4233935,3345.0,,1862.0,,
2020-09-19,,,4208109,3362.0,,1898.0,,
2020-09-20,,,4197666,3363.0,,1902.0,,
2020-09-21,,,4188241,3373.0,,1923.0,,
2020-09-22,,,4152943,3383.0,,1951.0,,
2020-09-23,,1.0,4131453,3393.0,,1978.0,,
2020-09-24,,1.0,4151906,3405.0,,5049.0,,
2020-09-25,,2.0,4137873,3418.0,,99641.0,,
2020-09-26,,,4145823,3419.0,,99644.0,,
2020-09-27,,3.0,4146426,3422.0,,99633.0,,
2020-09-28,,3.0,4155205,3441.0,,99631.0,,
2020-09-29,,6.0,4195483,3455.0,,99632.0,,
2020-09-30,,11.0,4218540,3511.0,,99984.0,,
2020-10-01,,13.0,4255945,3557.0,,101925.0,,
2020-10-02,,14.0,4297056,3600.0,,102060.0,,
2020-10-03,,15.0,4322690,3629.0,,102134.0,,
2020-10-04,,15.0,4315769,3652.0,,102175.0,,
2020-10-05,,,4331115,3703.0,,102183.0,,
2020-10-06,,16.0,4329423,3734.0,,102213.0,,
2020-10-07,,16.0,4336516,3760.0,,102282.0,,
2020-10-08,,16.0,4341533,3788.0,,102286.0,,
2020-10-09,,,4386051,3828.0,,102328.0,,
2020-10-10,,,4431666,3766.0,,102346.0,,
2020-10-11,,17.0,4476795,3256.0,,102446.0,,
2020-10-12,,17.0,4503802,3190.0,,102525.0,,
2020-10-13,,21.0,4577886,3213.0,,102542.0,,
2020-10-14,,23.0,4646028,4995.0,,102513.0,,
2020-10-15,,23.0,4814390,5107.0,,102520.0,,
2020-10-16,,24.0,4953672,5174.0,,102531.0,,
2020-10-17,,24.0,5036561,5207.0,,102551.0,,
2020-10-18,,24.0,5055208,5230.0,,102606.0,,
2020-10-19,,24.0,5075744,5319.0,,102584.0,,
2020-10-20,,24.0,5052092,5488.0,,102926.0,,
2020-10-21,,25.0,5057034,5754.0,,103238.0,,
2020-10-22,,25.0,5113460,5874.0,,103368.0,,
2020-10-23,,27.0,5147418,5967.0,,103470.0,,
2020-10-24,,,5142547,6007.0,,103548.0,,
2020-10-25,,,5132764,6089.0,,6041.0,,
2020-10-26,,,5109943,6168.0,,6094.0,,
2020-10-27,,26.0,5108202,6278.0,,6214.0,,
2020-10-28,,25.0,5137298,7000.0,,6276.0,,
2020-10-29,,23.0,5148989,7376.0,,6346.0,,
2020-10-30,,23.0,5169168,7556.0,,6378.0,,
2020-10-31,,,5198065,7741.0,,4646.0,,
2020-11-01,,21.0,5215405,7902.0,,4664.0,,
2020-11-02,,21.0,5245759,7955.0,,4724.0,,
2020-11-03,,20.0,5268153,8140.0,,4787.0,,
2020-11-04,,20.0,5385706,8215.0,,4858.0,,
2020-11-05,,21.0,5436724,8483.0,,4894.0,,
2020-11-06,,20.0,5469725,8587.0,,4895.0,,
2020-11-07,,,5518192,8756.0,,4750.0,,
2020-11-08,,16.0,5542493,8998.0,,4853.0,,
2020-11-09,,16.0,5579489,9215.0,,5010.0,,
2020-11-10,,16.0,5606174,9465.0,,5048.0,,
2020-11-11,,18.0,5645765,9557.0,,5006.0,,
2020-11-12,,15.0,5646758,9593.0,,4975.0,,
2020-11-13,,15.0,5638587,7639.0,,5025.0,,
2020-11-14,,15.0,5528215,7395.0,,5069.0,,
2020-11-15,,,5442007,7247.0,,5075.0,,
2020-11-16,,15.0,5405632,7184.0,,5107.0,,
2020-11-17,,16.0,5427200,7231.0,,5098.0,,
2020-11-18,,16.0,5430922,7207.0,,5047.0,,
2020-11-19,,16.0,5445489,7125.0,,4887.0,,
2020-11-20,,17.0,5467312,7084.0,,4677.0,,
2020-11-21,,,5474645,7234.0,,4588.0,,
2020-11-22,,,5489293,7400.0,,4494.0,,
2020-11-23,,14.0,5510075,7705.0,,4436.0,,
2020-11-24,,,5555784,8015.0,,4388.0,,
2020-11-25,,,5626209,8085.0,,4382.0,,
2020-11-26,,15.0,5646021,8116.0,,4309.0,,
2020-11-27,,,5675365,7474.0,,4248.0,,
2020-11-28,,15.0,5711141,7179.0,,4234.0,,
2020-11-29,,15.0,5776594,7060.0,,4186.0,,
2020-11-30,,,5768044,7026.0,,4161.0,,
2020-12-01,,,5773798,6975.0,,4156.0,,
2020-12-02,,,5765625,7085.0,,4139.0,,
2020-12-03,,,5755595,7039.0,,4114.0,,
2020-12-04,,,5689737,7223.0,,4061.0,,
2020-12-05,,13.0,5666250,7146.0,,4027.0,,
2020-12-06,,17.0,5639291,7181.0,,4066.0,,
2020-12-07,,17.0,5609322,7140.0,,4096.0,,
2020-12-08,,18.0,5584923,6999.0,,3988.0,,
2020-12-09,,18.0,5550306,6876.0,,3872.0,,
2020-12-10,,18.0,5532036,6700.0,,3797.0,,
2020-12-11,,17.0,5522238,6647.0,,3771.0,,
2020-12-12,,,5548676,6539.0,,3751.0,,
2020-12-13,,16.0,5595939,6552.0,,3688.0,,
2020-12-14,,16.0,5610587,6612.0,,3657.0,,
2020-12-15,,,5634948,6727.0,,3702.0,,
2020-12-16,,19.0,5677313,6773.0,,3699.0,,
2020-12-17,,16.0,5741241,6715.0,,3709.0,,
2020-12-18,,15.0,5789025,6737.0,,3830.0,,
2020-12-19,,20.0,5840753,6747.0,,3919.0,,
2020-12-20,,19.0,5833682,6677.0,,4009.0,,
2020-12-21,,22.0,5802432,6631.0,,4055.0,,
2020-12-22,,26.0,5762453,6615.0,,4087.0,,
2020-12-23,,27.0,5760702,6576.0,,4100.0,,
2020-12-24,,29.0,5747301,6397.0,,4106.0,,
2020-12-25,,,5694931,6350.0,,4072.0,,
2020-12-26,,,5693894,6439.0,,4063.0,,
2020-12-27,,30.0,5662387,6508.0,,4108.0,,
2020-12-28,,31.0,5643801,6566.0,,4135.0,,
2020-12-29,,30.0,5581491,6580.0,,4109.0,,
2020-12-30,,35.0,5588603,6516.0,,4105.0,,
2020-12-31,,35.0,5591508,6431.0,,4132.0,,
2021-01-01,,38.0,5610094,6301.0,,4119.0,,
2021-01-02,,38.0,5607344,6213.0,,4105.0,,
2021-01-03,,39.0,5632076,6066.0,,4121.0,,
2021-01-04,,42.0,5648566,6034.0,,4109.0,,
2021-01-05,,41.0,5679419,5987.0,,4061.0,,
2021-01-06,,43.0,5735488,5999.0,,4069.0,,
2021-01-07,,44.0,5799926,5997.0,,4034.0,,
2021-01-08,,45.0,5854716,7557.0,,3989.0,,
2021-01-09,,45.0,5914607,7646.0,,4029.0,,
2021-01-10,,46.0,5966660,7779.0,,4014.0,,
2021-01-11,,47.0,5979894,7904.0,,4047.0,,
2021-01-12,,48.0,5946225,7968.0,,4103.0,,
2021-01-13,,49.0,5922998,8262.0,,4140.0,,
2021-01-14,,52.0,5931446,8490.0,,4165.0,,
2021-01-15,,53.0,5932368,8848.0,,4204.0,,
2021-01-16,,56.0,5901773,9305.0,,4248.0,,
2021-01-17,,60.0,5872056,9971.0,,4205.0,,
2021-01-18,,64.0,5848645,10530.0,,4199.0,,
2021-01-19,,69.0,5881742,11035.0,,4236.0,,
2021-01-20,,68.0,5923084,11240.0,,4437.0,,
2021-01-21,,66.0,5938435,11531.0,,5032.0,,
2021-01-22,,77.0,5941427,11764.0,,6966.0,,
2021-01-23,,94.0,5985632,12121.0,,7277.0,,
2021-01-24,,96.0,6016712,12573.0,,7446.0,,
2021-01-25,,106.0,6032259,12881.0,,7606.0,,
2021-01-26,,121.0,6049579,12855.0,,7786.0,,
2021-01-27,,163.0,6042531,13093.0,,7916.0,,
2021-01-28,,180.0,6050506,13462.0,,8042.0,,
2021-01-29,,190.0,6088145,13710.0,,8247.0,,
2021-01-30,,206.0,6121865,13723.0,,8392.0,,
2021-01-31,,223.0,6117360,13757.0,,8508.0,,
2021-02-01,,232.0,6160451,13917.0,,8544.0,,
2021-02-02,,247.0,6182353,13969.0,,8579.0,,
2021-02-03,,491.0,6220813,14244.0,,8698.0,,
2021-02-04,,670.0,6243734,14593.0,,8729.0,,
2021-02-05,,773.0,6247624,15045.0,,8755.0,,
2021-02-06,,862.0,6218036,15407.0,,8820.0,,
2021-02-07,,944.0,6210504,14885.0,,8928.0,,
2021-02-08,,1053.0,6175519,15564.0,,9157.0,,
2021-02-09,,2149.0,6156290,15923.0,,9332.0,,
2021-02-10,,3766.0,6157351,16401.0,,9473.0,,
2021-02-11,,3815.0,6184797,16727.0,,9646.0,,
2021-02-12,,4158.0,6200888,16996.0,,9761.0,,
2021-02-13,,4522.0,6204536,17274.0,,9806.0,,
2021-02-14,,4856.0,6172440,17296.0,,10030.0,,
2021-02-15,,5538.0,6114672,17301.0,,10271.0,,
2021-02-16,,6228.0,6113068,17192.0,,10467.0,,
2021-02-17,,8403.0,6097920,17047.0,,10589.0,,
2021-02-18,,10487.0,6089233,16975.0,,10794.0,,
2021-02-19,,11774.0,6094519,17097.0,,10894.0,,
2021-02-20,,13071.0,6129930,17070.0,,10855.0,,
2021-02-21,,14344.0,6149481,17145.0,,9867.0,,
2021-02-22,,15130.0,6130291,17284.0,,9541.0,,
2021-02-23,,15590.0,6121357,17184.0,,9791.0,,
2021-02-24,,16805.0,6131517,17273.0,,10133.0,,
2021-02-25,,20124.0,6106995,17640.0,,10611.0,,
2021-02-26,,21862.0,6138343,17823.0,,11124.0,,
2021-02-27,,23826.0,6167650,17879.0,,11775.0,,
2021-02-28,,24423.0,6166117,17968.0,,12276.0,,
2021-03-01,,25067.0,6155081,18399.0,,12950.0,,
2021-03-02,,25772.0,6171929,18720.0,,14726.0,,
2021-03-03,,26615.0,6169534,18986.0,,15421.0,,
2021-03-04,,27466.0,6177670,19393.0,,15964.0,,
2021-03-05,,27826.0,6143612,20824.0,,16331.0,,
2021-03-06,,28268.0,6132586,21715.0,,16790.0,,
2021-03-07,,28802.0,6111289,21601.0,,17396.0,,
2021-03-08,,29345.0,6093576,21456.0,,18095.0,,
2021-03-09,,30228.0,6086939,21328.0,,18629.0,,
2021-03-10,,30914.0,6100392,21939.0,,19454.0,,
2021-03-11,,31134.0,6109402,22136.0,,20180.0,,
2021-03-12,,30973.0,6128570,22277.0,,20937.0,,
2021-03-13,,31305.0,6122998,23246.0,,21546.0,,
2021-03-14,,31612.0,6127089,23364.0,,22113.0,,
2021-03-15,,31835.0,6135748,23181.0,,22541.0,,
2021-03-16,,32460.0,6153830,23081.0,,22962.0,,
2021-03-17,,32716.0,6187356,22822.0,,23340.0,,
2021-03-18,,32800.0,6201637,22636.0,,23847.0,,
2021-03-19,,32660.0,6202087,22500.0,,24187.0,,
2021-03-20,,32060.0,6207574,22307.0,,24791.0,,
2021-03-21,,31499.0,6180323,22174.0,,25889.0,,
2021-03-22,,31235.0,6162868,22050.0,,26332.0,,
2021-03-23,,30771.0,6184375,21853.0,,26684.0,,
2021-03-24,,30378.0,6203442,21724.0,,27652.0,,
2021-03-25,,30203.0,6241181,21523.0,,27841.0,,
2021-03-26,,29908.0,6260063,21237.0,,28159.0,,
2021-03-27,,30017.0,6266798,20908.0,,28707.0,,
2021-03-28,,37240.0,6252022,20509.0,,29395.0,,
2021-03-29,,36850.0,6236882,20314.0,,29858.0,,
2021-03-30,,36086.0,6227594,20160.0,,30327.0,,
2021-03-31,,35557.0,6222838,19915.0,,33069.0,,
2021-04-01,,34785.0,6210125,19772.0,,33349.0,,
2021-04-02,,33849.0,6246410,19499.0,,33650.0,,
2021-04-03,,32999.0,6242303,19137.0,,33886.0,,
2021-04-04,,32803.0,6265312,17559.0,,34031.0,,
2021-04-05,,32644.0,6279607,16456.0,,34581.0,,
2021-04-06,,32473.0,6325275,16790.0,,34905.0,,
2021-04-07,,32180.0,6352918,17910.0,,34744.0,,
2021-04-08,,31500.0,6364088,18321.0,,34947.0,,
2021-04-09,,31057.0,6358544,21454.0,,35018.0,,
2021-04-10,,30944.0,6372460,22288.0,,35288.0,,
2021-04-11,,30813.0,6384920,23269.0,,35554.0,,
2021-04-12,,30596.0,6423679,26670.0,,35744.0,,
2021-04-13,,30599.0,6441031,32872.0,,35932.0,,
2021-04-14,,30408.0,6481237,38744.0,,36845.0,,
2021-04-15,,29979.0,6480570,42149.0,,37780.0,,
2021-04-16,,29619.0,6547723,44091.0,,38195.0,,
2021-04-17,,29340.0,6613729,45522.0,,38278.0,,
2021-04-18,,28696.0,6653076,45942.0,,38624.0,,
2021-04-19,,28267.0,6733167,46720.0,,38827.0,,
2021-04-20,,28134.0,6838811,47983.0,,38836.0,,
2021-04-21,,27724.0,6945189,48707.0,,39510.0,,
2021-04-22,,27397.0,7007771,51910.0,,41681.0,,
2021-04-23,,27321.0,7082447,55586.0,,41908.0,,
2021-04-24,,27238.0,7169415,56920.0,,42731.0,,
2021-04-25,,26922.0,7285885,59216.0,,43832.0,,
2021-04-26,,25370.0,7387873,64607.0,,45602.0,,
2021-04-27,,17695.0,7475642,72615.0,,48448.0,,
2021-04-28,,18149.0,7559664,80738.0,,52891.0,,
2021-04-29,,19073.0,7648834,88336.0,,55604.0,,
2021-04-30,,23136.0,7690435,91713.0,,57520.0,,
2021-05-01,,27472.0,7765005,93901.0,,61025.0,,
2021-05-02,,29171.0,7780494,95170.0,,66286.0,,
2021-05-03,,30393.0,7829105,96523.0,,70155.0,,
2021-05-04,,30952.0,7901003,97773.0,,73277.0,,
2021-05-05,,31255.0,7972993,99054.0,,76161.0,,
2021-05-06,,31548.0,8028948,99888.0,,79004.0,,
2021-05-07,,32657.0,8097723,100031.0,,82961.0,,
2021-05-08,,33700.0,8149786,100700.0,,85209.0,,
2021-05-09,,34152.0,8243035,98434.0,,87586.0,,
2021-05-10,,34574.0,8256280,97988.0,,89532.0,,
2021-05-11,,35326.0,8281396,97661.0,,92162.0,,
2021-05-12,,36193.0,8264790,94522.0,,95693.0,,
2021-05-13,,38478.0,8306238,88794.0,,98333.0,,
2021-05-14,,42493.0,8327179,84264.0,,119972.0,,
2021-05-15,,43502.0,8386472,82843.0,,124206.0,,
2021-05-16,,44360.0,8370480,82061.0,,127919.0,,
2021-05-17,,45217.0,8370649,83123.0,,132617.0,,
2021-05-18,,45534.0,8364810,85824.0,,139964.0,,
2021-05-19,,45648.0,8314974,93169.0,,147072.0,,
2021-05-20,,45812.0,8293327,93986.0,,152761.0,,
2021-05-21,,45915.0,8257117,96347.0,,157292.0,,
2021-05-22,,45970.0,8199057,96166.0,,159760.0,,
2021-05-23,,45911.0,8132515,94421.0,,161795.0,,
2021-05-24,,46034.0,8042538,93561.0,,165250.0,,
2021-05-25,,46133.0,7942868,92101.0,,169962.0,,
2021-05-26,,46191.0,7864980,91497.0,,174576.0,,
2021-05-27,,46199.0,7843470,85260.0,,181514.0,,
2021-05-28,,46049.0,7779131,78611.0,,185023.0,,
2021-05-29,,45735.0,7754862,73893.0,,188556.0,,
2021-05-30,,43445.0,7770689,72055.0,,191626.0,,
2021-05-31,,40844.0,7715128,73364.0,,195028.0,,
2021-06-01,,44893.0,7684759,74130.0,,200816.0,,
2021-06-02,,44812.0,7666268,75005.0,,224466.0,,
2021-06-03,,44470.0,7660635,76644.0,,233291.0,,
2021-06-04,,44113.0,7642214,80641.0,,239370.0,,
2021-06-05,,43703.0,7630712,94218.0,,247166.0,,
2021-06-06,,42675.0,7636332,99498.0,,251829.0,,
2021-06-07,,41745.0,7638148,102093.0,,267545.0,,
2021-06-08,,41115.0,7551003,103683.0,,275337.0,,
2021-06-09,,40567.0,7532117,109798.0,,283779.0,,
2021-06-10,,40029.0,7504925,115499.0,,297013.0,,
2021-06-11,,39164.0,7478193,117780.0,,312218.0,,
2021-06-12,,36998.0,7428309,119509.0,,320387.0,,
2021-06-13,,34017.0,7415732,119121.0,,308946.0,,
2021-06-14,,34141.0,7381529,117934.0,,325367.0,,
2021-06-15,,33980.0,7359927,118193.0,,351063.0,,
2021-06-16,,33464.0,7332440,118673.0,,376040.0,,
2021-06-17,,33041.0,7308358,122122.0,,386139.0,,
2021-06-18,,32637.0,7279874,124629.0,,390913.0,,
2021-06-19,,32324.0,7206015,128278.0,,393683.0,,
2021-06-20,,32212.0,7149348,138286.0,,397611.0,,
2021-06-21,,32197.0,7133774,144875.0,,403452.0,,
2021-06-22,,31998.0,7143947,144766.0,,408331.0,,
2021-06-23,,31670.0,7151670,145045.0,,412378.0,,
2021-06-24,,31401.0,7164555,145859.0,,414448.0,,
2021-06-25,,31121.0,7156985,143617.0,,417223.0,,
2021-06-26,,30926.0,7137105,143442.0,,415796.0,,
2021-06-27,,30785.0,7141108,143847.0,,422342.0,,
2021-06-28,,30175.0,7098422,143900.0,,425539.0,,
2021-06-29,,29813.0,7060787,143946.0,,430146.0,,
2021-06-30,,29635.0,7042049,141481.0,,435301.0,,
2021-07-01,,25720.0,7059033,140366.0,,437884.0,,
2021-07-02,,24662.0,7035723,139458.0,,424277.0,,
2021-07-03,,24218.0,6964325,137769.0,,428689.0,,
2021-07-04,,23963.0,6899259,134015.0,,434193.0,,
2021-07-05,,23725.0,6829196,122627.0,,438212.0,,
2021-07-06,,23604.0,6754329,118632.0,,451360.0,,
2021-07-07,,23441.0,6710100,116693.0,,447951.0,,
2021-07-08,,23212.0,6695024,116115.0,,448236.0,,
2021-07-09,,22992.0,6671129,110243.0,,451937.0,,
2021-07-10,,22673.0,6636920,105963.0,,453949.0,,
2021-07-11,,22481.0,6622382,103337.0,,447188.0,,
2021-07-12,,22398.0,6586683,101646.0,,447842.0,,
2021-07-13,,22050.0,6504548,100923.0,,450596.0,,
2021-07-14,,20669.0,6464693,103791.0,,449106.0,,
2021-07-15,,19634.0,6432936,103608.0,,438037.0,,
2021-07-16,,18885.0,6394471,101940.0,,429333.0,,
2021-07-17,,18361.0,6375433,98388.0,,427742.0,,
2021-07-18,,17962.0,6349877,89720.0,,430718.0,,
2021-07-19,,17624.0,6346207,82858.0,,435823.0,,
2021-07-20,,17245.0,6345256,70960.0,,438341.0,,
2021-07-21,,17032.0,6348725,62074.0,,447011.0,,
2021-07-22,,16779.0,6327232,63263.0,,463870.0,,
2021-07-23,,16573.0,6308694,64505.0,,472763.0,,
2021-07-24,,16429.0,6297442,64924.0,,475921.0,,
2021-07-25,,16357.0,6254925,66454.0,,477888.0,,
2021-07-26,,16568.0,6219576,69055.0,,481408.0,,
2021-07-27,,16591.0,6207582,71157.0,,480171.0,,
2021-07-28,,16701.0,6207022,73875.0,,500804.0,,
2021-07-29,,16774.0,6189360,76828.0,,548452.0,,
2021-07-30,,16655.0,6184451,80683.0,,564958.0,,
2021-07-31,,16627.0,6157158,85019.0,,592079.0,,
2021-08-01,,16552.0,6136791,88548.0,,662148.0,,
2021-08-02,,16508.0,6169013,92557.0,,685344.0,,
2021-08-03,,16505.0,6155852,96401.0,,721754.0,,
2021-08-04,,16583.0,6136313,100112.0,,763761.0,,
2021-08-05,,16533.0,6114392,104390.0,,785551.0,,
2021-08-06,,16395.0,6116609,108950.0,,804916.0,,
2021-08-07,,16328.0,6104924,115300.0,,827629.0,,
2021-08-08,,16198.0,6088767,123401.0,,871153.0,,
2021-08-09,,16359.0,6080649,128943.0,,896217.0,,
2021-08-10,,17343.0,6067660,138424.0,,916898.0,,
2021-08-11,,17951.0,6059242,148873.0,,921078.0,,
2021-08-12,,18087.0,6046694,162838.0,,931594.0,,
2021-08-13,,18303.0,6030693,167172.0,,951377.0,,
2021-08-14,,18235.0,6001289,168097.0,,962951.0,,
2021-08-15,,18255.0,5976990,167221.0,,977285.0,,
2021-08-16,,19091.0,5971219,165894.0,,995316.0,,
2021-08-17,,19880.0,5965389,165918.0,,1012396.0,,
2021-08-18,,21014.0,5942267,168776.0,,1021890.0,,
2021-08-19,,26282.0,5934768,169420.0,,1035159.0,,
2021-08-20,,29461.0,5910788,170084.0,,1043663.0,,
2021-08-21,,36353.0,5893779,169220.0,,1049710.0,,
2021-08-22,,39555.0,5852496,169477.0,,1066016.0,,
2021-08-23,,44421.0,5787698,169166.0,,1083647.0,,
2021-08-24,,48621.0,5747679,168252.0,,1089766.0,,
2021-08-25,,55652.0,5686739,166545.0,,1095572.0,,
2021-08-26,,60922.0,5604817,166011.0,,1105688.0,,
2021-08-27,,66263.0,5524904,178881.0,,1111325.0,,
2021-08-28,,71099.0,5446958,189046.0,,1069655.0,,
2021-08-29,,74045.0,5374582,201092.0,,1066148.0,,
2021-08-30,,76363.0,5311639,212074.0,,1053839.0,,
2021-08-31,,78729.0,5267673,226885.0,,1005961.0,,
2021-09-01,,82100.0,5199827,240614.0,,998496.0,,
2021-09-02,,85438.0,5179846,250540.0,,987085.0,,
2021-09-03,,88027.0,5148069,263052.0,,979555.0,,
2021-09-04,,90119.0,5129356,285017.0,,983039.0,,
2021-09-05,,91718.0,5088324,305722.0,,985868.0,,
2021-09-06,,93493.0,5071936,326788.0,,987078.0,,
2021-09-07,,95016.0,5062210,339867.0,,958984.0,,
2021-09-08,,96818.0,5045130,363857.0,,960848.0,,
2021-09-09,,98382.0,5033589,379390.0,,965446.0,,
2021-09-10,,99823.0,5052331,394089.0,,980799.0,,
2021-09-11,,103511.0,5126757,395024.0,,1001519.0,,
2021-09-12,,110547.0,5143584,393820.0,,1016476.0,,
2021-09-13,,114207.0,5248270,398028.0,,1030781.0,,
2021-09-14,,120102.0,5265387,427106.0,,1069395.0,,
2021-09-15,,123576.0,5266517,462514.0,,1107132.0,,
2021-09-16,,127811.0,5266295,485010.0,,1113023.0,,
2021-09-17,,131835.0,5277974,503465.0,,1123566.0,,
2021-09-18,,134683.0,5236394,510188.0,,1126105.0,,
2021-09-19,,140879.0,5197269,516260.0,,1127915.0,,
2021-09-20,,143161.0,5154854,522197.0,,1125472.0,,
2021-09-21,,144497.0,5146379,523967.0,,1136799.0,,
2021-09-22,,145178.0,5141811,526594.0,,1152018.0,,
2021-09-23,,147966.0,5157494,528666.0,,1209715.0,,
2021-09-24,,149154.0,5171717,531484.0,,1263661.0,,
2021-09-25,,149655.0,5188942,537690.0,,1309455.0,,
2021-09-26,,150283.0,5202751,539018.0,,1402468.0,,
2021-09-27,,151425.0,5199796,536627.0,,1445957.0,,
2021-09-28,,152550.0,5195860,537870.0,,1506716.0,,
2021-09-29,,153625.0,5202494,532838.0,,1558819.0,,
2021-09-30,,156324.0,5190605,527795.0,,1637619.0,,
2021-10-01,,158573.0,5198202,514624.0,,1712376.0,,
2021-10-02,,160189.0,5194016,505193.0,,1808513.0,,
2021-10-03,,163207.0,5206839,491054.0,,1868301.0,,
2021-10-04,,165377.0,5209607,468892.0,,1881584.0,,
2021-10-05,,168848.0,5257337,448859.0,,1905004.0,,
2021-10-06,,171545.0,5306529,425553.0,,1916807.0,,
2021-10-07,,173409.0,5379646,409767.0,,1923342.0,,
2021-10-08,,176097.0,5452684,385980.0,,1938658.0,,
2021-10-09,,178529.0,5485158,369645.0,,1941206.0,,
2021-10-10,,182776.0,5467785,351069.0,,1954037.0,,
2021-10-11,,186876.0,5393747,339921.0,,1951825.0,,
2021-10-12,,187211.0,5362507,327329.0,,1950736.0,,
2021-10-13,,188751.0,5257274,321809.0,,1969109.0,,
2021-10-14,,187781.0,5233170,290403.0,,1970740.0,,
2021-10-15,,190098.0,5212797,254908.0,,1981375.0,,
2021-10-16,,190404.0,5212397,238501.0,,2012146.0,,
2021-10-17,,190839.0,5202596,222976.0,,2041679.0,,
2021-10-18,,191118.0,5192617,222166.0,,2064101.0,,
2021-10-19,,190942.0,5200852,222117.0,,2083199.0,,
2021-10-20,,193151.0,5255532,223152.0,,2104327.0,,
2021-10-21,,197004.0,5286603,225930.0,,2130993.0,,
2021-10-22,,203959.0,5302423,228500.0,,2161551.0,,
2021-10-23,,207430.0,5350772,232627.0,,2176006.0,,
2021-10-24,,235546.0,5398876,235852.0,,2202721.0,,
2021-10-25,,252802.0,5413787,239896.0,,2201958.0,,
2021-10-26,,267211.0,5465792,252869.0,,2214188.0,,
