date,binance-cex,okx,bitfinex,bybit,robinhood,bitget,gemini,htx,gate,mexc,deribit,kucoin,crypto-com,hashkey-exchange,bitkub,poloniex,bitstamp,bitmex,swissborg,bingx,osl-hk,korbit,indodax,phemex,nexo
2023-10-14,187423359,15248312,80780616,-8799755,,-11631208,,11261842,29290049,9771709,-9927085,293708078,25447134,,,,8590356,249045,-6079160,,,1353809,,111487,1862481
2023-10-15,-25208137,-27345094,10970602,-10339675,,-3588906,,-3985868,-5237844,4073443,981421,12069121,-13366462,,,,-4326663,-2411301,-2312326,,,202278,,-12934,10436033
2023-10-16,383378914,35516799,116833462,13480779,,16137573,,23549851,4069727,2403878,15358194,8827651,47318219,,,,20037308,7254764,16911785,,,2715531,,620246,1267912
2023-10-17,1171141234,232452259,187766188,89547609,,17178621,,80172486,19186568,22651363,72805796,10544788,81217258,,,,62928295,28224968,703830,,,11027510,,2315738,-4536927
2023-10-18,-416962620,-35236059,-9910480,-15840220,,-30280798,,-757116,-12242874,12089198,-12586755,-55792125,-53783050,,,,-18372744,-56833749,-1920349,,,-2949137,,-237988,-935779
2023-10-19,-488180286,51011868,36097802,-9081428,,-392817,,-20750146,-7679117,6498693,-12638290,-321221701,-12793977,,,,-214818753,-1302871,-155186827,,,-462055,,-68928,464819
2023-10-20,233047715,75322503,180929581,10641724,,-5434884,,85420263,3433561,778656,15910404,-7385218,5833418,,,,13854423,6399283,1858698,,,7203856,,655167,1945492
2023-10-21,1334126989,138949515,138413877,100222370,,8723952,,-34049795,1217578,13525389,54279241,15338701,70060098,,,,50572394,20953794,9181274,,,3812401,,1799094,5459493
2023-10-22,464609780,93227158,76080355,35446384,,16142724,,20275136,24168779,13278715,27203213,19792049,58719175,,,,14600097,5800858,3176779,,,4747778,,8123202,2147620
2023-10-23,566574700,31366627,11298860,2185344,,8633,,-1265494,32418988,-14400143,22528699,302775293,38248206,,,,10775075,-545905,1891806,,,1489526,,69266,-609615
2023-10-24,3485354394,425348602,821505529,178677189,,67369177,,142244058,73181162,25272308,199511211,97343492,242998338,,,,180937740,71840828,45489982,,,32570614,,10359855,15739397
2023-10-25,45631652,50482382,-68750383,16243426,,4152531,,,-8327111,-19205234,21845598,-25664222,-22223648,,,,-14131416,8166448,-409287,,,2228470,,244482,4221940
2023-10-26,-32713470,87818551,314139725,49887889,,9657547,,16559253,2940898,9342676,52229009,24926612,167451841,,,,42045764,11161178,6123232,,,30130793,,1518453,4942636
2023-10-27,-335939593,-85678377,-153104519,-26368445,,11536900,,16835119,-11000944,-16910170,-23960076,-662987,-7179504,,,,-13779923,-5470251,-2040183,,,-3482090,,-934298,-3731329
2023-10-28,-419792812,-58209796,-36564467,-83934790,,-4279256,,,-5644880,-5783786,2584296,3718083,-22770463,,,,-38641073,-2746145,-4296591,,,-4429249,,-317283,3432147
2023-10-29,1213138456,6685446,17523405,3795501,,-142162,,,21154494,350137,-767649,-9414891,35600918,,,,-11518698,2826086,-793784,,,808134,,182981,-893918
2023-10-30,419856836,94653858,84905944,33371223,,5651247,,18744019,11683573,9063358,23705370,45354378,45686073,,,,27967607,8550666,7572421,,,5977768,,1038013,1478935
2023-10-31,444833743,58864047,-4785341,105661728,,44738438,,31367907,18647737,11972682,67983115,22972464,-5067223,,,,20447468,2666533,3438461,,,-7372956,,-2457479,14135797
2023-11-01,-252503908,-30300131,27132788,-25158615,,-20934318,,23193562,-48052094,591655,-9090726,7764093,-41633359,,,,19241385,-1881775,119803,,,-4159773,,-208199,-13680008
2023-11-02,1337106918,52179867,74448150,9296693,-13033880,28078404,,59608559,-34010223,13049754,42558597,-3696293,80886618,,,,38028702,17133965,12837797,,,7263792,,137619,250329
2023-11-03,-1282059951,-75215483,183228170,10588050,1228075,-1195171,,-77828263,-5753762,-18164695,-31783718,-304504817,12282895,,,,-82688483,-21067052,-10508815,,,-6800785,,-52016,561715
2023-11-04,1047962698,142752046,29608801,31392841,56166594,16065247,,21319568,26051198,8723125,20101777,322078351,-2175371,,,,-5634525,8248754,8509799,,,3024582,,368824,13811724
2023-11-05,976531911,86425518,75983374,51775015,124000300,-2852681,,21744873,61417970,10314524,37936672,46766065,91972488,,,,31772724,7893062,8608204,,,10189048,,942821,7197887
2023-11-06,-104448897,4229994,-12238160,36345594,-38795775,-16846197,,-4350292,21073890,-1364319,-11082653,33107819,-17778152,,,,-409754,-984762,391650,,,3065161,,-86381,-2729926
2023-11-07,-456276042,-59946538,-67041176,-70582685,30893248,-9096867,,-10423960,-33490667,-3164380,-8218612,6912378,37227233,,,,3148340,-220968,189822893,,,3024594,,-311911,2958021
2023-11-08,972549156,169076165,396914510,75969297,13321052,18955529,,4467106,49045013,6659206,34012813,19764939,82591913,,,,16008474,10729621,859901,,,397607,,866982,-9758116
2023-11-09,-479334750,182671931,302103621,84185137,51513471,2913666,,151807529,37480146,24342994,28941697,30266852,46963907,,,,9864933,3402453,3113912,,,1754265,,239030,-1313275
2023-11-10,3180833555,273489611,110380540,60385313,457044534,-63541360,,69697353,18017659,31484600,137687908,25729745,118518670,,,,112218075,21004099,24909757,,,14928611,,2983023,22365636
2023-11-11,324666350,104932965,102701263,37014070,51582184,3165502,,88621967,263320,2568777,27273187,41126442,261244467,,,,9257982,2630630,5190752,,,2160854,,1180488,4006972
2023-11-12,325168011,43939988,210344042,-8215586,-57226037,20278276,,67873505,6007881,-2222886,-22621320,-11532485,31220046,,,,-19139579,-3378993,-13023567,,,-1954756,,-396690,-6963243
2023-11-13,-284386210,-87768548,-35777636,13526705,-14398507,8679425,,-12660583,-25606816,-4748454,-4805335,24107053,-54100628,,,,-2411408,-1411094,-1695949,,,-308883,,-160071,3169239
2023-11-14,-786465999,-83058757,-165102243,-42633715,-110615952,92132209,,-113512655,-22955474,6342557,-5742328,-26252605,-159924084,,,,-23882922,-13605638,-10365401,,,-5252460,,-1370632,-3166430
2023-11-15,431414105,-82953265,-10574367,26673751,-189716959,-44601260,,16575395,2947729,-6065027,-63002010,14950047,-62338194,,,,-46833033,-17445957,-13862985,,,-12409229,,-1884933,-3427541
2023-11-16,1128029300,226459066,353665744,104816771,414151119,56084706,,71632610,52280576,24651558,109733363,40729117,283514141,,,,116267495,7895893,38367886,,,22362989,,4786125,14339031
2023-11-17,-1551740102,-264112632,-364140792,-71641317,-378220501,-26341501,,-69427619,-64694391,-18591571,-95321977,-49344128,-159127960,,,,-102031833,-33227626,-28155039,,,-22021898,,-3779219,-7080368
2023-11-18,-209611484,20891066,120038461,-13025485,67417062,24793710,,-52222096,2112874,12174844,-11930671,156496,30845374,,,,-632126,3040836,-657835,,,3840006,,1064348,-4331903
2023-11-19,150712757,-9997843,-70661156,23833279,-6965677,-5224058,,-15799620,17672063,11870765,5136221,52264806,-6305763,,,,-2409235,-1196664,-1565545,,,-1381443,,-226552,8121233
2023-11-20,1209665175,134674199,69118098,60342542,136454763,5811040,,70748392,75038549,21975728,57407914,66931287,68383860,,,,48006044,11615794,13473129,,,9194318,,1318885,4355124
2023-11-21,186571722,49031628,-162705162,-17473689,74996932,16301001,,-29653934,-55618384,3003663,6211655,-33061986,-47153300,,,,29386188,-1756261,3002443,,,1346672,,7990262,4559260
2023-11-22,-2860891368,1748255,-149727622,-4934959,-366224978,-11432561,,-108342950,-41509993,12209492,-108518892,5496516,-233800037,,,,-89984087,-32345482,-36446966,,,-19940546,,-817204,-14973268
2023-11-23,641239272,214153856,253719005,122414306,374090562,20014603,,32633539,32531166,16484664,121919906,70470966,276024720,,,,-405740703,31845801,37369616,,,23654885,,3970744,7707894
2023-11-24,231219674,92588762,78151053,96359690,-2255201,-6441612,,35510422,37663215,27100856,4246453,28336266,-1679864,,,,832680043,-2546993,1278113,,,-360014,,1503598,1628626
2023-11-25,-51179758,-6104411,-186221711,6452806,54469829,19986422,,-38033431,-1863799,-3292776,1646307,-4497136,79477931,,,,-448752,3266497,3023568,,,3941330,,891771,5635095
2023-11-26,116135544,102179032,17035398,31182173,7766822,6516590,,-10146585,32705554,-788123,-3624836,13881826,27673652,,,,-5272412,-4059323,2151412,,,1023458,,152251,2745191
2023-11-27,-1875809390,-166176102,-203982363,-70873002,-55171363,-16649062,,-112287424,-75236502,-18433446,-24673124,-52925994,-44069837,,,,-4109732,-6077420,-5669461,,,-3823141,,-613944,-4527550
2023-11-28,5553183,40885448,-48002098,-4018433,-58196551,-12360074,,-41782465,4965234,10365429,-13109677,-76577411,-91242046,,,,-31358134,-5616318,-10764209,,,-4651157,,-675150,-4582063
2023-11-29,572815178,181908454,219740784,101498385,104892612,37258168,,50543607,20780268,15601754,-896723,66330874,99714593,,,,52405816,9308440,8185946,,,5866016,,1230186,5311470
2023-11-30,-412255352,-109571338,-48556155,-11439434,-49048999,-13847866,,-36122040,-17336395,-12293110,-18374910,-20888201,-6461484,,,,-7392249,478867,-3648363,,,-1763921,,-119447,4675795
2023-12-01,733045903,148727995,264187039,72826485,24500987,950617,,52738693,-7220635,-6091720,634774,28480656,-4299592,,,,-30564658,-7777931,3377475,,,316958,,-180527,-3715871
2023-12-02,233531609,28783618,115829970,7027201,161146521,4670294,,-29788414,5785194,4685528,68830476,-3790974,57199889,,,,37363730,20653749,5151006,,,9296211,,2113305,883827
2023-12-03,876469125,130492975,82028946,94719790,221256370,-28070331,,10285085,26061281,16003987,51304270,36605274,81177312,,,,48557359,14478855,14230514,,,10092922,,1755483,1061591
2023-12-04,2157984825,369888325,504718215,156781442,118579782,33259134,,71337856,38854630,14798989,39437175,37038944,57173292,,,,59709386,10181364,23554184,,,5764333,,1596334,5465413
2023-12-05,-851729280,-136175847,-84474312,-34850766,301965804,-10718032,,-17273808,945319,-15321795,99887337,-6017578,84352768,,,,73897853,34565282,-4999046,,,8824982,,3146302,8412368
2023-12-06,2591186128,236644313,659538382,255848517,383843440,35198572,,62359228,8035686,34341829,45058864,-106603809,140603878,,,,85286788,41766098,21461494,,,18929094,,-78362109,6587375
2023-12-07,115385399,-116153134,-271498196,-36625055,-88501230,-10423688,,-100183527,58478377,-23144028,-45605606,8026550,-64495836,,,,-6229059,-10468156,-18933488,,,-4408552,,74246590,-5338574
2023-12-08,1605736948,156232963,318506523,124348781,96291969,20783814,,31148250,60945925,28329958,46042432,79661164,43460324,,,,77541380,-10167503,18403232,,,4134902,,-138674,16610662
2023-12-09,1131277912,6998287,44109905,90517866,130359423,28141605,,38610884,17715630,13184326,24689462,38972440,114227834,,,,44641361,21370742,16380867,,,9956875,,476328,6971839
2023-12-10,-553685083,-55009139,-49243542,-13558110,-63358945,-18656909,,44949413,10070348,-4343982,-42861608,13279628,22724082,,,,-28239288,-6630397,-8567630,,,-5709655,,-2353653,-5172024
2023-12-11,-1505203423,-287844350,-313565314,-151738357,14032443,-25345232,,-92356059,-54004707,-19999763,2710718,-39991392,1310965,,,,7487041,210742,-1456128,,,1167074,,-420586,-658719
2023-12-12,720945880,-244540129,-81282054,7010602,-480179378,-1910084,,-69406920,12663169,13327994,-151672896,181413816,-287193326,,,,-156388565,-42144223,-30548140,,,-27804154,,-6316420,-8945548
2023-12-13,-319899089,-219036816,-221591245,-96043626,-89518110,-9299719,,-50412890,-2367694,-10134978,-6828612,-58276830,-30655784,,,,-18731697,-764829,-7645385,,,-555459,,-379264,-7768118
2023-12-14,2223677692,346224357,435943428,167617461,292463114,37410958,,107973456,64576674,32829855,84928060,76950541,158966250,,,,127951454,25334668,18595000,,,14122835,,3182105,17344387
2023-12-15,-483108850,-106473843,-58896245,51933475,120726442,12466504,,3122931,75582534,7539667,37966763,-116888966,51605326,,,,8237302,3829032,3019744,,,6760920,,576886,1002801
2023-12-16,-583155573,-151086104,-74929287,-38883572,-292408050,39288291,,-74848288,56107476,-5514360,-69953206,-12870688,-153185367,,,,-106897648,-20598604,-13283489,,,-14813795,,-13536370,-13543605
2023-12-17,-534658628,-46366091,-67419146,-26418334,94367702,43104814,,-6782353,-45882311,-7191226,17193609,-39734126,119735212,,,,-21538167,6678540,-2483087,,,4081344,,140823,1480735
2023-12-18,-2066648905,-262627040,-346459388,-126452349,-178226238,-3149524,,-85933513,-66216960,-8282888,-45840031,-91713044,-142346342,,,,-28894243,-16167554,-3239286,,,-8187332,,-1456391,-11461280
2023-12-19,2390851334,297822826,649309198,362388918,188986924,107569966,,127117707,52789546,28534800,65535287,69357996,105989226,,,,85642908,23491491,10820644,,,9292168,,966968,3857801
2023-12-20,742365828,-173563410,45643146,-76438922,-127497739,-4038544,,-15296595,-4612752,-456034,5032999,-27473901,-78058315,,,,-54838720,-4865321,-33057,,,-4969978,,-1753033,-651675
2023-12-21,1938687149,168777108,200370515,114901728,188812201,38908262,,53192554,36214322,-2612304,47314537,120725019,132812810,,,,92896778,24930657,25694313,,,11727344,,1376777,10321031
2023-12-22,680379030,21850641,172747931,34966241,76087137,-84754763,,-18774185,10120535,9290240,15938426,18648001,24613543,,,,-30193351,2332360,7711964,,,4031363,,-622835,12366468
2023-12-23,-171283452,-19774406,191729861,-10125230,157187457,13011901,,8512941,526128,-37663666,50902805,20700706,171111094,,,,6434391,1534468,6427838,,,5597936,,19894262,14295690
2023-12-24,751570962,51885081,100017414,68069744,-55963217,3633279,,23952677,13484767,-32441418,-22799064,18295543,-18521058,,,,-30856333,-4949115,-7686585,,,-2613818,,-586849,122079
2023-12-25,-434197098,-125466364,-142285015,-60700708,-155700032,-9577757,,4855673,18091874,-73521216,-46556530,-17925211,-98795412,,,,-29974737,-15495115,538744,,,-9255961,,15023155,-7047549
2023-12-26,-3062863866,-142575783,-42688736,-48542871,100502992,-11154448,,-46381599,-39456444,-21790928,22274180,6765131,59127041,,,,50427234,12720825,11402199,,,10459997,,617180,4116096
2023-12-27,3890544317,94327711,30886809,126925300,-182357248,10985876,,6045704,48074979,5774055,-57145755,27833294,-88547695,,,,-45351304,-22015626,-16578123,,,-13838753,,-2505602,-10637330
2023-12-28,2281942536,82060809,82475473,74557718,360772957,12939850,,54298943,-29130406,5837546,112236310,30866782,176733076,,,,107642597,19656357,35427561,,,17191320,,3110720,9113783
2023-12-29,-1231774550,-200901109,-102628605,-3913726,-175366723,-14231768,,-15502045,-25808267,-4505746,-51655445,-41850373,-97973139,,,,-44496161,-16822320,-30297271,,,-7705157,,-4008862,-7839766
2023-12-30,-1441625180,-322722930,-257965106,-96472614,-151346670,-21937347,,-32847203,-53412541,-5169454,-64717031,-14075214,71999342,,,,-71564625,-8550995,-7869210,,,-8407705,,-1334595,-12766059
2023-12-31,1183533027,2706532027,180296097,65744557,-7839578,16481236,,23907188,23885990,2006296,1735913,18481430,927100,,,,-17353487,693600,7580115,,,361335,,-933085,3992614
2024-01-01,-198023686,-384733292,-413575813,-30501802,13211845,1411712,,-36448185,55945030,-3395471,-30428811,-8839573,-8397317,,,,-6972854,2529218,-7068436,,,-1495908,,170781,-3807811
2024-01-02,2995029124,1127810498,766123469,244078814,328453352,52575306,,125325759,51433630,6316543,150065512,76090408,248583647,,,,165583170,43233422,24065573,,,18479831,,2984733,11724105
2024-01-03,398744773,-143529751,-133895114,5334453,83924759,43656190,,-26405880,-54109417,-28395068,-10826488,-148923026,-79878391,,,,30275274,12669991,-3697302,,,4303067,,1865859,13396359
2024-01-04,-3117543454,-469137569,-486411379,-300143623,-429154457,-17676225,,-98696188,-40280687,-27232016,-158028521,-101427718,-292243960,,,,-175859565,-42554503,-35164243,,,-27195186,,-7133926,-9219654
2024-01-05,1259052055,217027728,96251223,22298214,278663586,37163068,,-9027542,7860203,10699787,78431898,-2885615,88982739,,,,101984233,25263621,24205587,,,13063879,,2743368,15985287
2024-01-06,-547564753,-84795276,33758244,-39260916,341008619,-65781211,,-29552335,11936051,-2808421,-10595959,-17773816,-72246071,,,,-51282521,-4547017,-11427046,,,-1891793,,-58180,1418620
2024-01-07,440610354,42560527,26036513,-1380647,-60087739,1235150,,11901543,33256432,5832011,-11584828,8424849,-51562611,,,,-35842945,-2487497,-12380632,,,-2828704,,-497441,-10321681
2024-01-08,100986601,-95020382,-40525919,-39188251,-93006526,-29056606,,-27033956,-27572156,-1259218,-17600244,20687566,-72597485,,,,-10593993,-1759779,-10385411,,,-3651968,,-136291,-4231701
2024-01-09,1758559417,598034576,560957086,361454451,553575563,16322008,,78606123,44515609,38985250,189210986,49077015,259526064,,,,166926557,52560535,37815780,,,23927687,,6242199,15901026
2024-01-10,167656151,491948460,-33401350,66592789,-32655728,-28262370,,-13229167,3847027,15379127,-17061179,17651463,-70414786,,,,-30519905,-14835037,-2387016,,,-548782,,-4050203,1284226
2024-01-11,3001026128,383087647,179819371,363451118,436421182,525520,,75238562,128919258,42784548,119616798,105824181,116782922,,,,117071765,11639675,29670837,,,21238361,,2022279,7234418
2024-01-12,-835308419,-52192187,-136362890,-26719543,64360316,-17245744,,-22295969,-58241500,-4648191,-470871,-11672278,68200944,,,,64059045,-4728706,3022435,,,303897,,-670137,-1527159
2024-01-13,-2864081035,-505416008,-778125452,-306504250,-657975858,236898297,,-31044767,-78124971,-11772387,-244447685,-47142539,-266518022,,,,-228158108,-74310140,-43721328,,,-33704510,,-6867478,-24246001
2024-01-14,517999346,139425671,44732987,19486127,72961551,11876222,,23827602,14831317,-9560315,21523475,-76736654,44741938,,,,27464072,-8840250,9083268,,,3606558,,228341,3588760
2024-01-15,20096741,-88432078,-111749543,-12401785,-218689084,-2631524,,21711810,32286545,-3991960,-42655894,-13266635,-88305186,,,,-52331806,-12489268,-9377896,,,-4634816,,-1464361,-289587
2024-01-16,575858441,-15956461,46013933,62589779,122151425,14227550,,-55444120,-25073500,9410001,15814372,13441038,18427096,,,,25664321,7254062,7100172,,,3150618,,-609255,-261974
2024-01-17,-263593313,88447715,-9964611,17581889,172010576,-15170260,,-10592969,-34895315,9032407,29157185,659153,76614717,,,,70691727,11239571,13929756,,,6937973,,1451774,5377130
2024-01-18,-829178220,-41431494,-163623606,-113521389,-172097346,2924324,,-23213686,-19054352,382741,-107237175,-29515144,-68144218,,,,-52446957,-14092304,-3872579,,,-6925632,,-2502517,3234537
2024-01-19,-360202759,-364929210,-340387890,-71566584,-271067007,-15145625,,-75909825,-46999546,-812140,-128097301,-21973490,-182797179,,,,-58613683,-26447185,-31895222,,,-14775080,,-17709442,-17813931
2024-01-20,-297934,-28800691,211510138,-17070184,76121618,-15806468,,-26980327,-12387672,1472072,21259660,-4070189,24170457,,,,-29325592,3375769,4606848,,,3515156,,424146,5054864
2024-01-21,273640845,72450144,-62552516,13752458,-20933468,11069353,,9702797,32907478,-9158070,-8031414,5448459,42782476,,,,8600777,2713494,968261,,,-22273,,-1075146,-497378
2024-01-22,-1654391051,-335344586,-93790607,-110288053,-20650956,-22797187,,-37885741,-42595003,5233163,-6961394,-33459365,-36940799,,,,10779594,-2080932,1192915,,,-1384401,,-180940,-2796185
2024-01-23,-2495200968,-778036581,-392381069,-243681879,-506037067,-66951586,,-142885939,-146758305,-13775289,-136518754,-76348702,-241943704,,,,-148609162,-32138242,-42001384,,,-25173383,,22629448,-15504993
2024-01-24,1288938432,246625960,281125739,91079355,-82269955,30826307,,100995051,60232421,21756495,-19782087,31979098,-27067691,,,,282959,2462409,-6619143,,,-3345825,,14084841,-4938596
2024-01-25,-586155755,-58801899,-16210651,-5040926,5362923,-3212065,,16307774,-26161483,-700597,-4019763,6748875,-3060460,,,,18996085,2256253,2930070,,,-4530669,,101333,19022490
2024-01-26,1110511702,197514653,389211982,67042633,-36627839,6303320,,74472101,81382582,18155481,-48828221,16386372,16067098,,,,-20586880,-981049,480212,,,-1863332,,-267240,-12670486
2024-01-27,393516664,253042206,361771495,39248257,336699909,40577132,,11833112,24821183,-104400,67348752,25131804,165179035,,,,101908251,32941546,31472907,,,22131709,,4097256,7870588
2024-01-28,945727351,171392618,171731508,101400017,48299963,7965557,,22235120,22040314,8626026,7759273,18034954,-14515886,,,,-13964838,3309373,814987,,,2232098,,647857,6814510
2024-01-29,-375532329,-148966063,-114458146,-82232907,-36310052,-3204887,,46431771,32231097,5142829,-5915808,-6024045,-24552871,,,,13432989,3662566,-8682197,,,-2441549,,-247059,-1355928
2024-01-30,1144534269,371101629,275959123,89371200,259074352,21183674,,56305920,35403120,9164370,60214760,-17712079,131763240,,,,119188820,20613053,27942567,,,13715414,,2920992,7170199
2024-01-31,-2450011094,-133832179,-267679148,-30768482,-14027256,-22790785,,-47582936,-68663020,-6134161,-4067442,-316991884,-47708969,,,,-34811099,-137776694,-14585903,,,-8158720,,-413726,12272166
2024-02-01,-486197774,-246657800,-75161565,-25892879,-178319438,22836047,,-36087914,-45768193,2751181,-76152987,-29157714,-15409147,,,,-47343647,-89813481,-12774763,,,-7166593,,-2513784,-14443642
2024-02-02,1126711822,352563481,326520824,136574243,163059871,44521938,,54761074,69193369,3086679,41964120,32948495,29213126,,,,34679035,8381223,27323,,,4706927,,1158780,5449362
2024-02-03,239273644,-2547476,-28258421,-75828237,-4568668,458511,,19616139,-11843002,9640578,-19524161,6303941,14531583,,,,-15975713,-1243495,-550204,,,1663556,,279231,-4140211
2024-02-04,-289773841,-17658895,-38319939,-21832792,-55110333,-2503498,,18623627,7638826,-4431178,-20427900,-7269598,-39854794,,,,-25083691,-3589917,-119054,,,-714267,,-402702,804728
2024-02-05,251964405,58435511,64712400,-4035464,-60990439,25853667,,9417969,30434387,-94785,-18721488,-9272105,-39248934,,,,-13412118,-4290366,-10557896,,,-5870988,,-900663,-1505305
2024-02-06,-467424512,81377357,-71309803,32583324,26764817,-3634164,,-54991567,-29415019,3919542,-9608769,-17040589,6344423,,,,9607373,-194214,4181777,,,2196745,,127861,1400127
2024-02-07,-243110098,125265205,122104659,-2670454,160535018,15313701,,-22737596,23114520,10518440,43890457,10417089,26222922,,,,62937310,6705466,12985071,,,8123248,,1427072,2613031
2024-02-08,1995769094,279702588,496602983,140560572,308783462,30605181,,80607959,33378999,30311742,63279623,5331932,133711242,,,,50198193,18151001,33203749,,,13303876,,2339222,11920819
2024-02-09,2107771671,254017448,518835629,139950719,72573335,41619707,,-12651667,65827221,20929118,33515060,15490873,60924573,,,,48638564,11559428,-4734392,,,877466,,1527806,-5010493
2024-02-10,93402670,60889615,10779464,32018285,386532698,37994882,,-18246824,21256620,-12527315,81639894,-11395741,168847433,,,,71283769,22189633,17936432,,,17314114,,1568989,21591237
2024-02-11,1212922976,248264717,241552453,93983189,89565229,48191681,,46126260,37374724,2559661,20491010,16807276,21061431,,,,-5803641,8091931,4703965,,,3982553,,393250,-4911655
2024-02-12,-1045797906,-69475304,-97272734,-88750716,64316230,-47419518,,-24223940,-54210750,-11098552,26848654,-11191368,5645504,,,,38231890,11286329,7542934,,,5569092,,1854450,1359211
2024-02-13,2875981337,576542546,653307077,258013069,502625558,55323445,,33208688,61874967,29264371,107271976,54664877,176535189,,,,139975752,19806194,30731679,,,19563506,,3941180,21753881
2024-02-14,1307530770,236337500,483049463,107275605,-135199612,60056832,,39762417,52562016,16130151,-14237834,31247714,-51427974,,,,-52085948,-5081972,-17637022,,,-4344629,,-1032543,-3240652
2024-02-15,1775679561,158715812,280895580,159070010,635360007,134839752,,51407484,39797106,8707265,138367757,11715922,189204657,,,,41490320,32504845,34639282,,,28346075,,4629352,20673964
2024-02-16,256432105,-1357792,81372675,13263979,-26265444,142709658,,9455179,8277222,5342474,-121793,3860173,15108994,,,,24418921,-5302985,3399244,,,2255067,,687992,-9058162
2024-02-17,-696839916,-207127341,-214104712,-83547649,1906739,191079371,,-9410859,-27122237,-7129012,767513,-24028576,19535609,,,,-172866815,3158438,755749,,,933538,,-839129,14157330
2024-02-18,413182411,8639378,34038754,21217672,-106019438,21888327,,41416029,15977046,5582073,-25104456,21336066,-80209475,,,,-47831850,-5891192,-6285514,,,-5436651,,-1134765,1574004
2024-02-19,-53811502,243400356,129496079,86927017,227224440,256888497,,18142915,53437834,4587076,50941412,32826337,130277184,,,,71714669,7004815,18433134,,,9918507,,1710595,29425088
2024-02-20,-23088412,13148343,14511130,-130584679,71079540,-303474852,,18375999,-8380476,-4081442,27157655,1291782,23305480,,,,28259962,-4534571,2699510,,,2604900,,-1602679,7740733
2024-02-21,-958864386,-314473158,-133268870,-133369878,130866896,-109176455,,-32421311,-34285596,-13498315,72828891,-34997768,-9869824,,,,21066446,6240292,9174732,,,5081671,,12290,-6650455
2024-02-22,2343748764,207275973,64299874,67683210,-148091638,149535567,,22152759,43669018,10983258,-39022236,353346217,-68192762,,,,-46418702,1718795,-16598749,,,-8243276,,-906258,-22302761
2024-02-23,-1464577074,-190566918,-231567619,-59745196,-2217728,-50971558,,60660164,-72096548,-1094234,-5327809,-10085702,12494,,,,-3355782,-3221330,5809827,,,-1137539,,-1120537,7196671
2024-02-24,848565687,145524080,16434996,95370918,-175717081,-10926573,,-1305717,37915429,25379846,-33327432,5888074,-15829228,,,,-32175751,8217005,-5137203,,,-7339561,,21522359,-1197941
2024-02-25,372927556,184016940,201284518,36671130,173759871,4119537,,28335483,27443469,8925827,63414500,18276245,88056239,,,,18823341,8617072,18019004,,,8870205,,3132765,265146
2024-02-26,-298699452,50665461,-139806634,43439988,232133384,-6354143,,-10360361,-40575771,-2797534,53889325,-13913786,57130228,,,,60740646,3157097,22740805,,,8550113,,1592956,1484467
2024-02-27,3170628398,677704505,990317878,299482066,467581856,114480803,,125605903,114789522,32193372,136605833,21637835,221935584,,,,167613761,35777076,37083254,,,22772212,,6105072,25373595
2024-02-28,1981942302,472079105,424692137,197024329,421742772,10920396,,115105330,102631203,26954963,113458679,47058779,211290954,,,,83248600,26272312,49743152,,,24822175,,5480451,-2561289
2024-02-29,3896622052,638417510,965500470,384448017,1276261432,-35049562,,109101519,-41786974,30901496,226442381,33910835,371399012,,,,143254460,57431324,52900801,,,33893353,,11870530,35658447
2024-03-01,-750279721,-3749539,134839775,-23346997,-225046753,11716653,,58307057,27328979,28054519,-28108313,81370654,123461909,,,,-109495130,-1746280,13888465,,,-8585482,,-3157597,23796075
2024-03-02,2213020934,382661407,286804429,153254070,453037090,-11733077,,45756344,120886390,31913559,43323782,68461489,421840478,,,,-263269330,17495030,23614221,,,17442623,,3249358,9335390
2024-03-03,847071360,107359444,-149943794,31663852,22572768,-28114117,,29340132,129061504,29881618,-46326804,72460559,432444063,,,,-36605048,-3967434,-11621323,,,1230727,,-2288883,-10539174
2024-03-04,1858155878,330239462,482674552,149518938,387420157,28540122,,76415984,70684983,12803623,75782743,73238552,93373557,,,,117101458,24773701,29559052,,,17278690,,219425,5785782
2024-03-05,3900652372,789109706,855522377,421282336,1070816319,43485317,,151062200,93379416,-194353000,216569801,78641715,1209767189,,,,149284705,67599681,39519440,,,41714596,,11204456,28441743
2024-03-06,-4189541944,-398263164,-350502159,-263688817,-438810728,-96713862,,-133505885,-282778792,-22747065,-169164603,-71772249,-607169680,,,,-119576218,-57916325,-63632917,,,-31184748,,-10654023,-43734416
2024-03-07,4365555055,823371851,417873455,427575782,738572738,125030848,,88393257,179520861,39250303,180886618,85344285,107818131,,,,192448780,31440371,50617682,,,29444985,,6859446,16251477
2024-03-08,3783454716,314123368,273671584,144749282,55558835,9070651,,4428493,41798574,23658258,17851912,70058475,11906358,,,,-96997623,10626116,17457094,,,5482991,,431888,3831267
2024-03-09,1903004262,258017233,474447911,239146215,371956146,-64608333,,40575884,153049817,22727493,54345156,74063850,342152385,,,,-2418914,23696816,9848049,,,11728380,,3409895,1085668
2024-03-10,626655453,283603851,-59422326,119913885,41414931,49505114,,-4744527,22826449,24407601,13437924,5343128,-70783161,,,,-32706629,13569386,3318318,,,2673304,,-611993,-2479337
2024-03-11,1116438751,-77860054,141932582,18284046,-5666893,-9857167,,-8089036,103093317,-12476993,5094025,-37150414,-93117079,,,,-24309390,-14663687,18181391,,,-3233946,,913783,-13316536
