date,binance-cex,okx,bitfinex,bybit,robinhood,bitget,gemini,htx,gate,mexc,deribit,kucoin,crypto-com,hashkey-exchange,bitkub,poloniex,bitstamp,bitmex,swissborg,bingx,osl-hk,korbit,indodax,phemex,nexo
2023-05-06,784835428,290068407,198381222,14855844,,2762556,,65726149,-34675518,,81465813,-10040106,34658190,,,,,20722219,14281900,,,12119451,,1967073,8571506
2023-05-07,-1523719979,-183335514,-218176236,-91892952,,-22260005,,-102597607,-39579666,,-71646275,-31132865,-45772880,,,,,-24469552,-24334263,,,-11458675,,-1744401,-4725894
2023-05-08,-400460640,-52626955,-149891029,-37288186,,-739983,,-28914667,-23343921,,-22412777,-36788902,-42878584,,,,,-9409415,-9390519,,,-5198531,,-820685,-6530175
2023-05-09,-2390107410,-147317122,-187620620,-69381440,,39650154,,-45599984,-50976089,,-54512300,-79349654,-134460821,,,,,-43186189,-17950784,,,-11970219,,-1929562,-8614192
2023-05-10,-123928601,-34303094,14400116,1875581,,20488327,,10512239,17148870,,945103,10591933,-1535862,,,,,3450281,2810374,,,2110888,,347346,-1166616
2023-05-11,-576085228,-8826202,-8910885,6950865,,40664342,,-15272477,-3030088,,-11316389,-4527642,-41320753,,,,,-4682215,1762946,,,-2430820,,-392130,-4360069
2023-05-12,-649847107,-80866222,-184762786,-25373958,,21567865,,-48757687,-66636027,,-26726641,-47252653,-105467585,,,,,-12737008,-18519366,,,-5956353,,-1961753,-2465195
2023-05-13,-45136070,-12256754,-50697595,23607107,,-5958456,,16063164,66284238,,-12474024,48925733,-11421166,,,,,-3536903,571646,,,-409006,,-396206,30332997
2023-05-14,-4664325,-16409408,12383615,4988049,,-7714847,,5718036,24646016,,-6702280,-33449999,-47631593,,,,,-2270341,-5713794,,,-1467042,,-162267,-1354427
2023-05-15,218567864,1109442,13097345,1888173,,-5408887,,22756448,11510604,,-1443575,-4016994,-1542756,,,,,103401,-1959363,,,-607240,,-36282,-2430960
2023-05-16,194903441,53042520,79956449,13945414,,6018305,,5423763,14942602,,34194215,-1931197,26052267,,,,,11261895,9129077,,,5011873,,911781,-6085979
2023-05-17,112634490,-6274466,-4916575,-17347945,,-9051065,,13052892,-18224109,,-1719630,6520154,46460425,,,,,-2026254,-684940,,,2716831,,-186064,-1386063
2023-05-18,268851611,44643752,116875726,16364726,,2585771,,-7565436,-24805108,,5917275,33041193,43629804,,,,,5167080,2864402,,,979676,,450196,896725
2023-05-19,-177951511,-64693801,-94783217,-18176882,,9273804,,-45842697,-31448753,,-21323499,-40123607,-52383012,,,,,-11773696,-2977506,,,-1395643,,-923029,2162677
2023-05-20,849876903,-18323334,-1444432,8878214,,12703616,,20400355,31363657,,3102205,-6768886,33060180,,,,,-1982808,483957,,,-46531,,-37678,2034888
2023-05-21,622909282,61817125,88020911,15793546,,20715010,,35730665,37092799,,22304065,34676837,19570575,,,,,9293277,5336516,,,4122872,,823392,-705998
2023-05-22,-926880255,-104668010,-88287265,-27309871,,-23709320,,-9815235,-27704706,,-31277825,-31654640,-48052004,,,,,-13507079,-12290455,,,-6225357,,-1130355,-6185744
2023-05-23,220482327,-12404879,13399041,1517370,,-10882739,,53254061,9474327,,10303338,4052920,-15443222,,,,,9901290,7645162,,,3406935,,400037,2289719
2023-05-24,462226370,107818778,46999376,12484795,,-2429587,,42059535,5895653,,25815368,12889139,54529380,,,,,1645052,3214451,,,3373133,,685871,2494478
2023-05-25,-1422442562,-199076749,-143640035,-26588979,,-6533875,,-90256128,-38127025,,-56120685,-25640992,-134522665,,,,,-22288785,-17608232,,,21561053,,-1871311,-5819893
2023-05-26,-108241469,33380926,11798575,-6132958,,-8955309,,47964912,3706315,,18948948,5965127,35909291,,,,,4144094,-1196790,,,1781817,,351974,-2424260
2023-05-27,633089055,32768187,23774448,14872718,,-27677515,,40912599,-6745117,,12693274,10786890,59584392,,,,,5789295,6404214,,,3751012,,494233,5035906
2023-05-28,433227861,-8456933,63641869,-1732922,,17653669,,28769846,24648191,,15563760,11609924,46084796,,,,,11077551,6649222,,,4149831,,669916,-4306713
2023-05-29,1276741524,276964454,308033906,84978488,,41628690,,68120250,38980901,,88951375,48806038,110057212,,,,,26995306,15537514,,,14538703,,2477018,3542801
2023-05-30,-598852437,-136505298,-176880879,-20464435,,-25711929,,-56185386,-15949241,,-35139466,-21888343,11339351,,,,,-11953313,-12830928,,,-4239576,,-1155865,7871813
2023-05-31,229416589,206945694,39609240,-2478671,,7004063,,-817806,1028745,,6394098,-2181783,-15836888,,,,,77496,6112226,,,4608110,,19150383,-2798203
2023-06-01,-948254772,-76054466,-153722236,-36099167,,-5527972,,-58871141,-211213646,,-33645545,-24398274,-78258912,,,,,-16293231,-7945710,,,-8383522,,-48597445,-6411346
2023-06-02,-252898110,-42602801,36474573,39843102,,12998333,,-28113621,-79791265,,-15376216,-35691175,-76364107,,,,,-6667332,-4348215,,,-22648419,,50682968,-1453474
2023-06-03,752454369,63124026,-30941556,16419088,,3402873,,90416542,10587671,,29680798,37352847,44636975,,,,,8215273,10355067,,,7073519,,1082677,-4497710
2023-06-04,-231652423,-30014242,-4819137,-24351917,,-14645131,,-27210235,2214572,,-4106837,3209689,-19649264,,,,,-3427771,-3195323,,,-1208959,,-792390,-1205557
2023-06-05,79227434,-41525204,9582011,8155368,,13482015,,13763265,-14911899,,1587917,-11709814,-4590269,,,,,536994,990178,,,2583286,,4083,-818813
2023-06-06,-3523444419,-38196915,-358028510,-16881231,,-16870247,,-99599176,-68596534,,-84299845,-86330385,-87202878,,,,,-31825098,-25546759,,,-17411052,,-2921434,-4773956
2023-06-07,829996992,333330999,366639418,81605378,,21925071,,59880835,52130336,,93579625,68408866,84674739,,,,,30030862,23166819,,,17541588,,31448824,4656741
2023-06-08,-2338193242,-86917396,-203219898,-28241629,,-9051138,,-5480959,-37192680,6232989,-52940750,-57927845,-56040616,,,,,-21965188,-15085706,,,-12804418,,-12005323,-8005602
2023-06-09,-103834614,118899016,23003537,37796507,,24781080,,2735531,68727031,9388061,-2650702,5769385,-61440074,,,,,3634388,3218831,,,1705289,,1666094,-5035942
2023-06-10,-585245449,-26874371,-101561435,-8980361,,20068041,,-45744217,-4324770,-1556301,-2194619,-21002967,-59481232,,,,,-1064425,10603632,,,667558,,-90661,-413620
2023-06-11,-2515175607,20929618,-172557940,-76448523,,-39896518,,-122534800,-50804956,-33736665,-60127869,-87368331,-168152109,,,,,-16733630,-28491791,,,-13596140,,-1766938,-2814198
2023-06-12,-178395306,20116898,44481805,4434416,,3748885,,394303,7748866,-5666837,2150967,-22634425,-17954354,,,,,-3582715,-655654,,,1754386,,124015,1985491
2023-06-13,-660962887,15801850,-23893772,115885107,,-23328819,,4038188,73407721,-3888705,-18204412,1231770,102349697,,,,,-911870,-3170097,,,-1375838,,-207476,15596998
2023-06-14,915545488,-18578932,41830836,-1185505,,-94990462,,34948758,1683825,4593909,15487182,24530092,12922414,,,,,3232238,9319908,,,395950,,442889,-8468991
2023-06-15,-1239763178,-192016480,-202122314,-83104053,,-9960539,,-41422053,-42307940,-4656871,-59430707,-46987118,-100692176,,,,,-18892455,-22379622,,,-14776850,,-2014259,-7877024
2023-06-16,139911663,23783750,262801540,30507407,,-94990564,,-399895,10916712,3343997,21405100,52357393,-103624128,,,,,-3638806,19956978,,,2150702,,-750023,19780795
2023-06-17,595515465,107637596,292575673,7947642,,27636128,,52675751,23742312,-1154431,44348536,53840399,67222759,,,,,19922690,9446430,,,7553346,,1858452,-127126
2023-06-18,386732914,-23647038,-387121506,17439408,,3043112,,21508329,1822891,3244746,7565970,12559286,-15092950,,,,,3012607,669675,,,2033114,,317233,826790
2023-06-19,-99016476,-28682712,7060388,-11592835,,-8573304,,-37319772,-11294174,5651439,-1574501,-41397608,-244008,,,,,-1618289,103374,,,127108,,-43893,-891879
2023-06-20,469216241,8209105,170005953,1803881,,10213825,,16248366,-11151722,3828,37634887,-38718837,43807802,,,,,13112777,7200433,,,6050755,,1107241,7973682
2023-06-21,1380018207,113339615,307028189,81400399,,24768606,,84247345,29712933,28332834,72021585,51505555,99206215,,,,,34445409,21767339,,,12756582,,2085425,4054907
2023-06-22,1980210292,237943658,500186529,90569183,,31854450,,101508496,90514756,31506590,111380349,73706676,96755007,,,,,41399503,31008792,,,19125398,,2956918,12750488
2023-06-23,-604578060,-159571472,-42595652,-24252728,,-6034744,,4247245,-38655586,1225103,-15236461,-5175176,-29615185,,,,,276443,-14284103,,,-4571043,,-2915732,-5042793
2023-06-24,698431870,-13129404,175232982,31458201,,14936716,,56455235,6235269,31584086,20144039,26984713,-10259675,,,,,11996434,8425534,,,3552357,,1093766,4282575
2023-06-25,-350857614,-46420200,68416887,-2587497,,-9716049,,-8724587,-19629040,10131191,-3318023,-2004057,-16290374,,,,,-899496,-2087697,,,-1727483,,-1030365,-3090772
2023-06-26,208735840,3755424,-63524113,6718938,,12554292,,2241263,-20252117,14922007,4244950,-6450726,4895339,,,,,-8832291,2897164,,,1258467,,-3544,-1455497
2023-06-27,-413860362,-60929629,-9347175,-10780638,,-21697525,,-4739165,-33083438,-31704658,-8690501,-41814534,-32779701,,,,,2568138,-442927,,,-3737923,,-419395,-2893288
2023-06-28,96785389,171218485,48842070,-4610618,,4418404,,16549253,-6166996,8644437,11929802,-4850491,-4199227,,,,,3774518,-558471,,,3067984,,-687820,-998317
2023-06-29,-989579381,-132981516,-77340148,14179516,,17564611,,-22355419,-6027240,-26741677,-36732904,-62291452,-91352160,,,,,-10958034,-13247596,,,-8215647,,-1036434,-4823169
2023-06-30,583889874,37821218,234356724,-18520483,,-3714868,,7180323,2296103,9809317,28700864,15309477,36155438,,,,,7409541,9470829,,,5484709,,829291,4201866
2023-07-01,1264704261,89698542,-68313760,52948588,,-7955446,,4586459,33403279,6522479,27677846,38240150,28054936,,,,,1306767,11174899,,,3970396,,407924,-3234288
2023-07-02,246478002,-21810951,153466738,5016457,,5601416,,5886833,-524056,5855239,6174933,-980738,14118817,,,,,2911685,2979819,,,463218,,-1325253,-2590346
2023-07-03,121393362,47928973,-150263285,21949533,,4288770,,22840920,2587880,978414,7158302,-12711744,8751287,,,,,1004908,170203,,,2720200,,137178,-2978349
2023-07-04,416526531,33545535,175626577,62270071,,17373854,,-41274485,558465,4164500,10128636,10768471,6566148,,,,,12833036,17205176,,,2704180,,1184105,2309603
2023-07-05,-448239321,-82858975,-89974740,12949260,,-9624577,,-24269457,-23328973,-9567424,-21693610,-46887365,-43281436,,,,,-10774414,-4272911,,,-3921126,,-923427,1920616
2023-07-06,-605675150,-55710030,-141378939,-18645999,,-16035731,,-8270492,-57397213,-25074904,-17655612,-58201117,72409760,,,,,-8661898,-4928092,,,-5655278,,-1325107,414160
2023-07-07,1105046297,-47522118,-271647227,-3085214,,-6001065,,33885153,-18798025,-12711891,-42406713,-14650607,-48392813,,,,,-9751695,-15324779,,,-7178130,,-2124657,-1837185
2023-07-08,398346963,8588508,164213370,41790255,,-6896914,,-1514685,58686527,18264748,36069252,17300152,16966412,,,,,5483521,9946039,,,3432892,,754167,-11589595
2023-07-09,360251790,58941466,91862792,-4545133,,725144,,32100656,-3632982,8847137,-660747,851049,19591389,,,,,507105,-2049729,,,631070,,34195,2031690
2023-07-10,-259632069,-30870695,50644780,-20566859,,6619014,,10018689,41850483,14247747,-4684464,-26273362,-9592565,,,,,-5133683,-2068352,,,-1862704,,-89210,313226
2023-07-11,837071881,19300716,77188345,11804735,,-9282144,,-14113982,12210985,5311726,11726115,-9937421,-8765656,,,,,7249530,-1291220,,,3547298,,-746907,-446274
2023-07-12,415229453,25151905,68076867,35225963,,-110501,,-22175402,16309542,1732202,9970221,-13514753,2887498,,,,,3713921,1238599,,,1255127,,454979,1538092
2023-07-13,-539305750,-68416343,-68778961,38673177,,7987587,,116888933,-8971759,1146451,-11331125,-8907062,6809686,,,,,-4622450,-4156471,,,-2384993,,-533613,-8860842
2023-07-14,3454902142,231138992,223198170,165861235,,47242371,,-100564248,111955193,25889969,115199164,72281668,127604803,,,,,25651548,45827705,,,58559035,,2590633,-10889224
2023-07-15,-1863277536,-35133211,-293592593,-88953477,,-15046314,,20156033,-23764012,-701802,-82245074,-39789105,-163995316,,,,,-26968468,-18823421,,,-24944648,,-2418183,18225765
2023-07-16,344806153,38066809,32273520,4049888,,-3395061,,-4458278,-760159,-2453256,-704497,-5356665,2579943,,,,,42932,2546756,,,2542798,,-1948254,-546444
2023-07-17,-116068055,12240273,-79781328,3943920,,2526928,,-5514099,43664312,-5908080,-5023800,-20722386,71700953,,,,,-759213,-3249972,,,2149743,,-207159,-7062710
2023-07-18,-26658550,56882037,37497758,-25455664,,-298803,,-37959562,-22414975,13795429,-7047349,2778650,-23273163,,,,,-3231829,-2832769,,,-1619190,,-192665,-7119907
2023-07-19,-625545183,-81092397,102654339,25317876,,1728173,,20858959,12955389,5944024,-10997188,-20011237,-19009034,,,,,-2707326,-698025,,,5970645,,14822163,8587968
2023-07-20,66586972,-51995049,-59889367,-29385250,,-3186973,,-35034907,29464520,4491743,706351,37951041,-16649892,,,,,-6499908,-11470527,,,3087346,,-263161,-8165701
2023-07-21,-293580611,-35871572,59947967,6218914,,-12565427,,13163554,15987585,4602547,-5844046,-2298747,-4309527,,,,,-4045070,-16285211,,,-5535893,,2965815,-324010
2023-07-22,-46112351,51416466,46415405,-30432962,,-10879960,,29309330,34175415,7050432,1281228,601449,23187809,,,,,4250913,1069883,,,40464,,461384,9686871
2023-07-23,-254797661,-58118312,-139118534,-18895122,,-16568834,,-3906478,11331976,-7677076,-28264063,-18389771,-44669438,,,,,-4999421,-14051395,,,-9951231,,-590949,-2037005
2023-07-24,423276485,40075059,70852929,21940570,,22849214,,-81576243,44933393,6612474,21471463,8889250,27354283,,,,,2947355,1393893,,,6065331,,631675,21377
2023-07-25,-1254354116,-111694786,-291266304,-59005308,,-29205658,,7688404,-30880526,-11508821,-49691443,-42488466,-46348643,,,,,-17811248,-14788307,,,-14454593,,-2124409,-5852668
2023-07-26,61565628,66405984,13309674,7325046,,10941940,,10706606,22867040,6470430,6661076,7925744,25363595,,,,,5808126,-660178,,,2869329,,160000,-1315293
2023-07-27,480332084,-57077080,79204552,17961722,,821345,,-11566024,-20811545,-1804736,12162453,-8853462,-15714820,,,,,-5994769,1242983,,,1516809,,345149,3100897
2023-07-28,208832504,16855697,-1634042,-1956246,,-10593206,,37412530,-7417651,-1838084,-1408654,-9415013,21892225,,,,,-1232527,-8843836,,,293295,,-166247,10291612
2023-07-29,328817907,-2997290,-8082755,4349227,,13544724,,-24862117,-3051230,427091,4650093,24286884,-15279170,,,,,-1053167,-3657633,,,1494365,,248294,-3297726
2023-07-30,101782682,-12026149,13469872,11625876,,-2973051,,-35670159,-4778118,738972,3375015,1569836,75805736,,,,,-21528,-4047821,,,368167,,40849,-317991
2023-07-31,-38683997,-98853,22584634,-5618637,,14400824,,-28635005,7782864,907400,1736200,-13448745,-11496585,,,,,2577460,-4676023,,,57949,,186029,-4855494
2023-08-01,-472215326,-59620134,-39551732,-1139696,,-4395164,,4386632,42298096,-1566136,-19094600,-26222998,-11793371,,,,,-3915497,-4729935,,,-3636188,,-420573,-4826705
2023-08-02,1084052020,29039730,201427450,14050927,,-1140058,,-2677175,14601022,-32009936,31877574,-8236868,37765100,,,,,10881772,11643877,,,4414901,,1021927,-3473042
2023-08-03,-816099924,-119968704,-138041610,-15033829,,-10822574,,-764135,-83172159,-6426299,-13711839,-27914309,-92123548,,,,,-12816773,-9908868,,,-7955219,,-1376605,-3510148
2023-08-04,-173455236,59883828,40726827,-10504374,,-5644114,,-60330611,39451994,654035,-4228407,-290285,-1044544,,,,,-77326,-4034806,,,-2894375,,38791,7483609
2023-08-05,-396318077,-79601229,-23930920,-38020689,,2149958,,20745104,-23303149,1148589,-12159696,-1227172,-5368193,,,,,-2639929,-3115652,,,-5331288,,-352049,-3814531
2023-08-06,528648092,-40246446,-18379063,-51764625,,1707094,,-39486349,5529745,10011523,-65469,12723575,72018507,,,,,-1817151,-168614,,,243092,,-22079,-3507675
2023-08-07,-123905505,-63881626,-26427485,-30694501,,107503,,-64391243,-43767728,526075,4405985,-4214631,-39446092,,,,,-910971,-197990,,,-2350427,,-155092,1248592
2023-08-08,-361742928,30257890,17461436,44004240,,-346568,,236421467,-13051084,7715847,2496737,4958891,-12730889,,,,,4659441,3164735,,,1440607,,432064,-2531859
2023-08-09,572879126,93144893,159566922,100224354,,17566381,,118224127,27219343,-2167499,32390626,7800532,67362852,,,,,13602524,7178901,,,7724915,,1404671,6346957
2023-08-10,712725987,-37525869,-40368739,38365292,,-17834870,,-17607759,31746441,-5928981,-9513816,-11411554,-29317512,,,,,-5222407,-3832961,,,-1747513,,-393081,836136
2023-08-11,-333828833,-42192812,4068235,7452592,,-1790501,,-3094965,-18141210,3452195,-650976,10346919,12545639,,,,,-3021673,2547003,,,-2331626,,-328016,-1324939
2023-08-12,136652852,34283564,-104696854,40438761,,4577261,,-11168849,19101765,1309289,-463333,-12787185,55333089,,,,,-639459,2227734,,,-499901,,-61725,-2308434
2023-08-13,-68845864,-61937008,69451457,30838464,,9497660,,-2876221,6826193,329948,-91842,27216401,-49891048,,,,,213902,-2411129,,,-671563,,-32583,-5524576
2023-08-14,-251057843,-50533981,-7615035,-101226,,-2947674,,-15979847,-12733789,-7034267,-14068056,-10731474,-31342320,,,,,-4207369,-2472349,,,-2155605,,-373503,591432
2023-08-15,210662051,-34783494,52465184,-10679525,,-4899106,,3847253,-3830869,3006115,9263177,3508828,-5487212,,,,,-8584950,3577190,,,1831457,,323585,228461
2023-08-16,-647447211,-151213611,-144899791,-19869110,,-13401773,,-49453428,-64167227,-6994225,-16397902,-38028755,33796,,,,,-4166773,-5670065,,,-4571184,,-529757,141967
2023-08-17,-893891639,-83556601,-175531894,-62783220,,-20198973,,-65620003,49193852,-12275916,-46788554,-82032599,-108880171,,,,,-18045330,-4116114,,,-10055424,,-2013519,-1766921
2023-08-18,-2796189271,-109444584,-444606167,-122921841,,-56363336,,-104972429,-106587459,-17346040,-100414982,-74548251,-187728842,,,,,-31886435,-34159344,,,-27360115,,-7953518,-22322655
2023-08-19,-234406827,-88328216,-115878974,-20526255,,-4531544,,-31484374,43905502,7061310,-25748597,-52127916,-4050006,,,,,-11719965,-659848,,,-4262504,,-1205917,-2960429
2023-08-20,137425674,34739379,25030416,5151956,,9246657,,13938418,19312581,16046276,5311661,25470841,-5696823,,,,,2011768,-2568981,,,2441757,,-20747202,-678525
2023-08-21,8537366,19289158,-18293503,-11460298,,-3454785,,14829424,8388981,787613,1202085,-4952639,12704734,,,,,-479258,1908310,,,2869348,,-488798,476817
2023-08-22,-578584896,-8841190,-94026580,14516842,,4257924,,-6595265,-38515766,28714914,461202,-10908326,-24487217,,,,,-1300055,521668,,,-2713916,,-127067,787249
2023-08-23,-202646364,-77514560,-3846473,-8550225,,-1926290,,7858643,-5868883,-8330874,-12871430,-7677335,-18650313,,,,,-1624007,-9234468,,,-2634855,,9274111,-2230580
2023-08-24,599787752,256802309,142043709,23925164,,16683986,,46250108,37788653,14293949,31665394,22516671,85394217,,,,,11532692,8516036,,,8255124,,-997605,3377045
2023-08-25,-306826381,-117212978,-267642491,-78292599,,2646346,,-32611136,-16102340,-6547768,-18019066,2760601,-22645233,,,,,-8831052,-4201306,,,-5194199,,19563677,4490551
2023-08-26,-224870226,-50513803,33655292,-140275745,,-15537755,,8734277,-26627809,-1597083,-8919576,-2320957,-22330040,,,,,-2238189,58497061,,,-413950,,-241512,3139665
2023-08-27,30319144,-17122185,-86483947,3381495,,-5605498,,-6009688,14573341,4166368,-2646608,-7921050,-6097023,,,,,-132074,1497017,,,-671391,,-96436,-4785163
2023-08-28,34826374,20221971,114076227,-6693874,,-2060618,,1347015,2993819,131506,5268702,-20052283,11928909,,,,,1905231,-2230237,,,1285831,,208942,7162692
2023-08-29,116820302,28148002,-2441311,-31955360,,-411358,,-5310657,-36942929,-1663191,-9402261,-25334524,4478111,,,,,434163,-2653741,,,110407,,32506,-531953
2023-08-30,1962446010,264549926,416017923,207014489,,31988645,,75410717,69528163,23516073,104471278,43547499,143098881,,,,,39496688,21103951,,,16586473,,3501420,7283578
2023-08-31,-424959739,-103400914,-112778524,289233350,,-14568493,,-34832717,19401343,-258229,-26700878,-22215046,-61733633,,,,,-10966624,-3389483,,,-5344812,,-906443,-7307640
2023-09-01,-1383393533,-233642582,-287297559,-69788328,,-30208254,,-26213135,-100789248,-16184100,-73230755,-43675287,-105000551,,,,,-35134841,-18856915,,,-17130251,,-2794608,-4640741
