date,bitvenus,hibt,bitlo,coinsquare,hashkey-global,bitmart,levex,lbank,hotcoin,woo-x,cex.io,probit-global,nonkyc,p2pb2b,exmo,bitomato,nbx,tothemoon,btse,coinw,arkham-exchange,fastex,latoken,tradeogre,grovex
2025-06-03,-302467,-291655,,227902,465387,-170882,,271093,-671596,2518312,,387566,494034,53704,250004,8077,-262833,,5641,45720,200321,-96336,7532,-269537,
2025-06-04,-321044,-323410,,-424712,-890112,404027,,-305860,-13966142,-2254557,,-275571,-616062,-37821,43502,-6908,36635,,-8661,-113087,-129192,443800,-18441,-208112,
2025-06-05,977082,-1487317,,-540476,-999673,-464302,,25654,-9253,1879249,,-361809,-1235681,-22865,-398437,-7805,-159921,,-12281,387766,-108564,-933230,-11706,251226,
2025-06-06,-1040910,-61826,,-2027129,-1459610,-1294953,,-1429393,532827,-9122323,,-276298,-16599,-193368,-145648,-59678,120035,,-65827,764193,-691317,-198844,-67844,-569612,
2025-06-07,517506,127337,,984026,100528,967303,,1865255,-141553,3084247,,288252,754751,121496,-12804,47041,17844,,54425,135350,313735,-278460,21543,110633,
2025-06-08,-228936,-7999,,479035,95363,264708,,-255747,-529429,1040487,,65920,239075,72267,30144,22508,28192,,26863,-277207,231755,307830,16373,-24099,
2025-06-09,-929283,265588,,435640,-33077,-57126,,-87771,434488,-754094,,-5633,-53303,-2907,-12463,1257,252,,2380,307316,64188,-3975,2899,624847,
2025-06-10,2522717,-684915,,1582205,700650,940362,,1592298,-677786,1656658,,911743,33108,231319,136752,75289,134912,,86809,-620503,835069,1393052,37967,86313,
2025-06-11,176732,75652,,8579923,1095435,241273,,-3576772,298120,1543735,,477082,336198,52695,120091,-1728,-7699,,1180,289852,-280264,38092,16172,-408427,
2025-06-12,-1588867,-272551,,-876743,183483,-452570,,-146582,561907,-3833683,,-264103,-367792,-77091,-46115,-20962,-118621,,-29343,-4888,-311664,-522548,-28790,75349,
2025-06-13,-1430031,918856,,-2254979,-611515,-1091943,,357801,11396,-947537,,-1088635,-521037,-279067,-257649,-77380,-177505,,-96149,-35267,-1000917,851453,-43765,-511702,
2025-06-14,-410567,-1069598,,-15913316,-5204868,-517116,,-140308,1195647,148043,,226108,-275503,104778,-23973,28513,32130,,44044,71241,142680,-777088,-17393,-283255,
2025-06-15,1377595,1931493,,-573789,174401,-97082,,-142917,800815,-1315422,,-316894,-16450,-40708,-27777,-7354,31243,,-11661,-49460,-149536,47370,-4602,2472349,
2025-06-16,603161,-1186205,,795316,-81618,-303371,,24631,16148,779103,,-58204,-6426,9398,-7405,409,-50439,,-5881,-124700,141317,-35732,-2566,-165787,
2025-06-17,343886,227454,,41835,278799,1150425,,1076546,-641842,-1706176,,357086,295874,58905,14498,15886,249397,,34624,-258941,61768,555072,9907,49256,
2025-06-18,-2005973,-632526,,-508203,243859,-1416378,,-284305,-1069277,-743825,,425423,-190799,-111245,53807,-31333,-162697,,-46385,500722,-314426,3838257,-34560,77820,
2025-06-19,1243388,62809,,-360384,-40705,252354,,-1061386,285245,-1923354,,274107,-70305,8462,47353,3353,75652,,3920,181630,-904508,1255794,-7767,-245967,
2025-06-20,867084,640591,,-79548,276494,-95752,,1184971,215094,2936562,,162486,-316693,64184,-73814,-1847,-44542,,-1640,-470991,1088,1539947,-2987,145387,
2025-06-21,-1826245,6624,,-1150673,856140,92938,,-497614,425926,-2150094,,-507675,84340,-105391,-94231,-23768,-151255,,-29503,30799,-470336,-1616600,-6789,-603737,
2025-06-22,-448816,670552,,-884781,-3374104,-500059,,-604323,341385,-1948956,,-470616,-194833,-128280,-43834,-10197,-96288,,-36763,-68859,-575617,82537,-26340,260141,
2025-06-23,537536,-1899085,,-452254,-62381,-705294,,-74088,-448738,-804872,,-608774,-525005,-28552,43362,-32940,-53407,,-2241,-61285,-112189,73723,-21890,-966597,
2025-06-24,1830230,-94418,,2233829,-248564,793130,,790077,-514895,3761235,,806513,884139,241211,-21729,77073,104259,,79428,3152491,-929812,237600,,1197320,
2025-06-25,-2741365,-77291,,230234,354108,774301,,617623,-431393,1151984,,232111,73953,40501,24713,12891,119283,,15542,-230472,339730,-1360182,,-132662,
2025-06-26,910136,-13948,,-593725,1454516,519085,,16641,1093126,-664610,,673727,-104358,38507,121512,24563,-47957,,28583,-782378,-76006,-2998553,29218,-379880,
2025-06-27,-2186185,213554,,-578999,-15414,-78766,,-24985,412657,-3436753,,-345660,26509,-22373,-54518,-8613,-130164,,-5641,519046,-147849,-1994126,-2999,183378,
2025-06-28,734764,147425,,2049328,-63301,-290213,,-114448,-345572,1947029,,-83975,-166961,-15036,-6958,1508,-180344,,-2340,-25985,-1579937,196488,6761,-90897,
2025-06-29,-440519,2134285,,-689480,-17707,94006,,6436,-326125,-76362,,-47887,132969,24673,74013,6768,45343,,6001,145699,313714,248290,15131,67069,
2025-06-30,885385,-86386,,453840,-57384,30406,,-911299,838738,2323719,,20640,154772,57638,161154,21801,22892,,19402,209942,298111,28671,14525,85359,
2025-07-01,-1564631,-114499,,64828,-384426,-525208,,-112957,-298910,-2018061,,-378492,316871,-43100,-9077,-22896,-16690,,-18882,-96623,-41801,914534,-21038,-478243,
2025-07-02,1834284,118540,,-1257501,-906229,-1163967,,-53551,213960,1229465,,-220346,-558131,-96886,-18104,-29281,-151374,,-34924,93263,-456788,442095,-25825,574526,
2025-07-03,-44993,-766082,,787472,162120,1216534,,533633,-214512,2489530,,593946,264307,201459,214008,63017,169687,,74248,382697,2570166,-1391944,24599,654570,
2025-07-04,-1002158,1125416,,533942,214993,913338,,-2675029,69597,1363822,,42702,47273,18462,33292,5281,404240,,5840,430955,111023,410294,29409,-447349,
2025-07-05,1654646,-289837,,-1075650,-144931,-980104,,2240788,154663,-3387266,,69118,-340052,-94877,-179189,-28334,-70896,,-29103,-341979,-354253,-1084306,-29108,27992,
2025-07-06,1060855,121402,,56287,71745,202919,,38889,332716,279926,,-141206,61737,7714,-5737,3392,9975,,920,51798,377,-21113,6293,-304031,
2025-07-07,708127,-165621,,528918,-18658,617198,,292258,-235981,2136840,,-32601,212204,60978,24760,14881,25320,,19382,93153,281192,-143312,25857,445890,
2025-07-08,-2168724,-1200622,,-340899,-164002,-531222,,992114,-2114083,-1995256,,-303156,-266420,-41277,-27599,-13563,-38562,,-17081,100078,-198577,-1419915,-14660,61204,
2025-07-09,1114018,443721,,232983,309263,425994,,-10171,-698258,-96554,,-770,54619,42951,62115,10677,-12105,,11001,-325838,213818,117826,-2637,-136792,
2025-07-10,2056190,129478,,1060025,552605,668713,,107786,-165017,5943436,,283806,371258,139066,118007,41710,-57970,,45604,161445,2033702,-934706,13248,728052,
2025-07-11,-80743,635436,,4478907,463904,1528499,,-836269,222239,4068411,,452377,51823,243500,1740,74610,67337,,90089,-3276886,56596,713761,47093,1384426,
2025-07-12,371,-980056,,7455664,-118296,1230011,,-38308,753481,714632,,233820,274915,77223,-383779,28665,-35805,,37344,914443,-1000532,167230,5315,1416731,
2025-07-13,152571,-525924,,-520486,-175236,286124,,1918656,462990,-3766943,,-436586,14274,-9009,186788,741,9630,,-3180,-249464,-72560,-59232,-3980,1344731,
2025-07-14,174014,253362,,864596,-78228,720107,,-648107,-293974,1992079,,157517,316671,62413,-61077,24300,89009,,34283,177204,97604,44880,18527,-1526223,
2025-07-15,-1126872,317597,,-3232521,-72677,-338561,,-146059,1187980,-1915437,,423075,-17974,57933,-156460,17100,-410604,,14342,32994,-5914070,1544216,-18335,2752342,
2025-07-16,2697317,-315943,,471063,-327899,-1838952,,-92195,-796866,546616,,351161,-456447,-33160,-227501,-37308,-54593,,-40164,212567,242774,-259837,26269,74585,
2025-07-17,182155,-407956,,1635471,619617,2656259,,-450927,220800,3784334,,311247,-180339,161553,-259009,23142,103256,,20182,-184494,517723,-565951,58087,-192045,
2025-07-18,-1664917,-130784,,1471059,565996,568503,,-259964,-564695,3627518,,494869,190376,56596,265171,11547,129524,,15501,44025,155920,-174466,-6695,106077,
2025-07-19,414164,475698,,-319583,500662,-1919780,,-186508,-284832,-898010,,325556,-691421,-26644,59345,-27919,-290889,,-33623,-222176,24004,-1547539,2806,-194843,
2025-07-20,839376,-274527,,76575,-904967,508094,,274188,34311,34198,,-254561,-29442,2669,3793,-1464,61961,,-2561,-294038,126017,-76200,44483,273951,
2025-07-21,1633665,238843,,1148758,-287991,128295,,1743009,-69027,1162932,,82115,88818,65676,188854,2229,69191,-10842,4541,-32182,316031,410395,66933,-452304,
2025-07-22,-3032623,-429248,,2445293,14155,-9319,,2203550,436101,-1584930,,194071,-158925,61242,202585,-8675,469958,313908,-10941,196358,1696871,2446435,-30517,-362668,
2025-07-23,2817374,818660,,1318799,-307677,1131993,,-192303,437953,1491091,,668045,196657,73804,-323760,39176,-36443,927620,46604,81212,153689,-1122653,7870,1266063,
2025-07-24,-2706283,978037,,-1196868,-547638,-788464,,-1569163,-266080,-5055282,,-754040,-528410,-93001,-7487,-21068,-214786,-1483314,-24482,-1541493,-438464,-1943596,-73651,-1196853,
2025-07-25,1152140,667507,,-3617011,-44109,-566894,,-179105,-63660,-17248126,,99379,431078,-8274,-821971,-11788,981868,581327,-4240,140273,-163246,458436,-53985,-583042,
2025-07-26,-417078,-2041803,,952663,-581185,-796091,,540177,436606,-425275,,9377,-211946,18636,-75311,-5504,-812930,-518226,-15182,74772,194101,348758,45409,1185209,
2025-07-27,548504,274649,,-234538,318725,278538,,-305638,593874,-5032881,,-29128,-30168,30858,-58981,6352,5748,-3215,6421,-55864,53837,-10330,-5766,2436578,
2025-07-28,-472720,630502,,718252,-129691,400272,,460256,121202,3247630,,216450,143828,95536,230721,26146,40364,109793,31003,85718,302545,71522,17312,-1048186,
2025-07-29,386712,-224698,,-1445963,-275730,-306160,,-1166997,-121765,-2234828,,-267533,-293740,-100440,-204661,-19640,-51764,159252,-23483,35721,155801,41904,-46893,-376406,
2025-07-30,2320751,-253839,,-3436510,5457,113898,,60945,-39934,2017700,,-149195,-214410,-682,-65905,-12763,16228,17559,-7840,-214103,-169427,-480958,-26173,-811325,
2025-07-31,-3073050,268026,,-733394,-654847,154707,,2140486,-125007,-199206,,-563901,-252030,8009,141451,14284,1030819,-238747,-1120,130613,-4412,-178954,-25233,-8624,
2025-08-01,1133370,605304,,-1316284,-118784,-1726827,,-1365858,-1134040,-2958869,,-539024,-190811,-125052,-181218,-44295,-109585,242228,-40784,-22389,-315636,56048,-28663,-112727,
2025-08-02,362911,-644952,,-1329064,-270913,701840,,-594589,270149,-2862178,,445874,-417095,-166666,-11282,-36347,-225705,-314045,-42045,-15828,106700,1112605,-25292,-47040,
2025-08-03,-370006,-1212172,,-816836,-134937,-618409,,-425661,55148,-1212622,,-596637,114820,-102537,171356,-25223,-90899,-441354,-23402,-281580,-141120,-135437,-11053,-187980,
2025-08-04,430171,-428126,,974177,516026,914984,,431631,-654733,2135837,,282854,302125,129648,72389,34059,27575,64583,33583,162362,281652,-124356,19511,183832,
2025-08-05,-1459708,973829,,1266299,263730,-384972,,-423500,-141181,1736366,,293246,187976,104004,-108084,13203,29854,-782436,15022,-195908,400519,-900096,19871,146364,
2025-08-06,1667496,352301,,-1145852,-348468,-569280,,-235172,-53955,-3022654,,-199952,-605588,-87187,-61398,-14409,-44438,75735,-20902,-296040,3718037,-135785,-50345,-127305,
2025-08-07,-230333,-359237,,680793,449671,362770,,-423326,-187389,570197,,142012,-193434,157734,-92695,13336,417959,6543,23702,451387,1619126,548325,16907,59088,
2025-08-08,2570853,-380582,,1593167,398608,790170,,290494,-137056,1817004,,292779,-960914,200932,381217,44891,146170,8137,46745,393930,275596,193964,34048,288061,
2025-08-09,772559,1663466,,301800,-190340,-274462,,-588120,-228981,1244919,,479380,351595,-6586,45424,-15414,349328,-62482,-14342,-251182,830525,-265657,17424,7340,
2025-08-10,-169915,-545732,,609872,-171976,811473,,-143052,362683,314882,,-115473,265461,99329,66985,2397,4609,-34602,-3440,299536,1077774,103090,23182,22287,
2025-08-11,726316,253471,,219707,8072,-78419,,1482496,-169874,2095876,,-118521,-423557,100660,-66792,42918,29190,26105,53605,309431,-361914,-42792,-14673,-53335,
2025-08-12,-1814601,-325805,,-1293608,282795,788908,,-2429371,59677,495637,,-350059,14424,-30047,194759,-8193,-319131,-152605,-7120,-181328,119428,-995796,-2446,-27888,
2025-08-13,2112944,886460,,2922883,130384,735163,,-1097124,314027,4744512,,109183,-565145,200598,-465735,21885,129823,-83355,22742,368435,-218814,-184697,41289,158312,
2025-08-14,1093359,-1803739,,2566260,157817,-494485,,-1021419,417207,2256649,,499673,-44710,206498,308804,66605,122725,332774,77608,548744,160014,279476,29205,52149,
2025-08-15,-906415,-6130,,-1073392,186214,-1515219,,-776124,40591,-8723425,,-761862,-310055,-282213,-105457,-91971,-144664,-129647,-109051,-309798,-164187,-430956,-60526,-172025,
2025-08-16,-1161170,-140003,,-610957,-1075833,-996564,,1311657,-164758,930889,,-252749,-476908,-91449,159340,-19224,-28697,118491,-21322,-648067,-316470,-152025,-14543,-30992,
2025-08-17,489639,-101324,,-150502,4670,1359406,,-164474,-488666,-3235725,,-44039,41341,-34624,-49303,1596,-23827,-894,1840,196022,-481931,-2839,34739,24175,
2025-08-18,1446498,388686,,844871,104621,-60100,,64850,213805,163893,,181673,85998,11661,95476,-2454,54083,90468,-2900,-668361,7509,34105,17421,1141,
2025-08-19,-278151,3173669,,-930817,-236145,-169287,,-218838,268409,-2427923,,-318356,-314109,-99870,188981,-17996,-156778,-948918,-20282,22182,-312610,424569,-23162,-60823,
2025-08-20,-2947917,-39045,,-1985207,-594569,-1685912,,-377139,-173457,-2258997,,-621163,-441717,-212458,170905,-56537,-268510,-470477,-61347,61414,-442737,-225739,-21527,-180869,
2025-08-21,461472,-25566,,1728179,93226,-198582,,559825,283019,2616748,,275382,620787,147166,225484,20470,159575,310996,20802,-531726,495433,1231961,36133,95066,
2025-08-22,-1767161,-236686,,-1095046,-142831,-323825,,-680764,-286235,-1462756,,-299808,-335132,-100597,5545,-26875,25296,-184794,-32823,39801,-266479,2750595,-25295,-71490,
2025-08-23,3384537,18012,,3310541,1193078,1468319,,-289272,1066949,4849368,,1162869,1353332,381154,640748,72251,375186,118564,82168,129103,420935,-483028,64880,258866,
2025-08-24,-1533941,-188259,,533033,1196434,-450567,,617357,67434,-985833,,-322836,-115093,-60209,-64877,-24661,-47446,-44335,-27362,-37042,-459704,-2004495,-12257,-2945,
2025-08-25,-205221,-224215,,-550167,-1558740,-793754,,-444795,-314672,-1390438,,-518761,-257063,-150662,-72615,-32730,-90675,-42896,-57066,-74366,-396374,34907,-19978,-72543,
2025-08-26,-467803,-3338,,31190,-665275,-1708907,,-714126,-177928,-4722055,,-704770,-704034,-235590,-10587,-63181,-55042,787289,-54766,-198939,-228448,2119,-66831,-170854,
2025-08-27,564618,27439,,1614614,-73586,614398,,426200,-187533,3197910,,1075344,458247,162606,568069,30621,176143,-447685,35504,-266943,377843,-834110,28179,157390,
2025-08-28,-814816,-31186,,873434,-32740,799375,,-884357,143147,-959074,,-60269,-228756,-73098,128758,-4480,13988,-193014,-5080,70185,620322,185247,-6601,-29622,
2025-08-29,449431,32692,,1647301,-52289,537230,,-76900,19708,8378037,,172568,-15090,50700,-1868041,17863,-1063000,485959,20882,-580586,-227464,639022,25753,-2653,
2025-08-30,-1359913,-19354,,-1815878,-460187,-2107114,,1781278,-48061,-3233038,,-806800,-343173,-221539,663634,-69742,-95470,-159923,-81429,276435,-222869,1546817,-26746,-147811,
2025-08-31,655990,-14603,,-536123,82422,559825,,-85060,-142875,210101,,-77968,15752,65960,-103435,9459,33043,-10201,11042,11602,-34015,-113841,3610,9137,
2025-09-01,-11602,51637,,2279285,-59507,319354,,-61854,85976,576387,,-177037,17566,-21749,7828,-14620,-27903,-95267,-17142,-220844,-90312,39284,-11516,-40538,
2025-09-02,271918,215982,,-507715,563833,-383410,,-89435,-817668,-1975953,,33270,-270152,2183,11026,18698,-45404,607,22042,497962,-220745,-2009600,-19222,-19856,
2025-09-03,-882545,-95960,,-1227102,206968,177653,,-709061,-6541,-9072410,,313648,46763,89358,126808,35296,80276,-112489,41384,-452305,379189,610805,19370,85686,
2025-09-04,3011698,131811,,433728,-194419,498008,,-783500,36307,771309,1273211,41620,293423,74414,239831,9041,129534,239571,10381,117965,163512,-873692,10597,19601,
2025-09-05,-1807557,-54356,,-1917109,-336686,-179822,,1832519,77340,-1663712,-15126,213239,-143479,-57605,-84080,-1821,-254893,-142884,-17562,172324,-404370,857024,-34698,-56505,
2025-09-06,-1477500,4139178,,-9280281,182199,99341,,-54968,-133417,-2668890,3395063,-158545,-98531,-24866,5069,-12744,69233,-135284,641,5953,44434,-688100,12306,3832,
2025-09-07,-356983,-24882,,-500246,-68943,-66313,,1303310,122087,-487481,-340269,-193765,-76978,-39282,-36480,-9566,-17398,-41130,-8141,-301095,-85180,-82038,87295,-13534,
2025-09-08,-126902,10687,,702591,227679,100327,,92472,120683,382369,-128759,129642,135986,28259,-74040,18461,34670,-90928,18522,95879,194896,12002,12851,64968,
2025-09-09,1063958,972479,,5918325,-232594,190243,,39273,-79803,947122,-3838721,228116,-40118,51264,129350,12493,22482,-212705,14661,430463,162744,110632,-26235,66733,
2025-09-10,-1325353,-39514,,253424,193061,-339925,,-56438,129648,2915778,1242050,287102,-73727,-27396,108447,-18719,-62438,2236208,-14741,-547654,-56510,681130,-1093,144597,
2025-09-11,438123,-78548,,1063919,-1021084,1145229,,-428345,3852,2216884,-1795563,295540,176933,111690,-179931,46869,50804,-1881930,47624,2259,216439,1233127,7534,49886,
2025-09-12,3069011,-261085,-58000,227290,108562,-167477,,4090724,-373015,-3246397,275256,297125,230780,106125,103110,37786,117109,-268214,35544,504227,-267383,-727800,4802,84700,
2025-09-13,-1686924,30668,1156666,1830868,33423,633605,,32951,227536,3708351,-1701379,-97640,505034,128591,116672,3205,49444,-194003,15761,-144943,500472,901234,29420,100832,
2025-09-14,2132005,-142815,63424,136959,78833,-340111,,-259785,136892,376119,-707759,-121260,-36748,-25204,124388,-1628,5161,-15763,-6260,-230497,53746,-41948,15822,11554,
2025-09-15,-1828965,4003154,-662839,-779798,-161061,-76316,,-347124,-370088,-1223688,-161100,-302859,-136057,-86701,-92565,-13873,-79263,-42600,-12101,110748,-151243,248733,-31242,-74269,
2025-09-16,168497,-151971,-794640,-1580675,-205105,438264,,-511270,439449,-2147298,-826926,15780,-222631,-27569,-316183,-1308,60455,241838,-1260,19616,-334406,1074241,-37445,-16911477,
2025-09-17,-726544,-95656,402010,356590,-172658,998376,,-343760,118684,-4345039,1958079,-165968,53747,44918,21138,26465,-96055,487618,28802,-245699,81928,361043,11740,-313,
2025-09-18,1679266,-125780,645617,-4005529,-21011,-837085,,66396,371266,5744223,947075,404592,97836,31495,182481,-5986,-25682,-104182,-8720,-455365,303200,1842583,17289,117,
2025-09-19,12518,250020,-13496,325580,75379,342337,,-220608,-59863,-1362297,-137147,375290,-13957,25566,-185803,13654,-146037,231908,16041,2177,542163,538390,-5301,707,
2025-09-20,-904084,110271,-976766,-1256535,143832,-3989,,-268774,-207005,-5686812,-2472059,-117154,-142983,-102090,192277,-24416,-96612,-175242,-28403,-20177,-817130,-795201,14688,-682,
2025-09-21,134613,-39813,-44829,110667,-232249,-558624,,-488643,168177,1567797,57368,-4523,47275,4563,-26808,-698,62002,130881,-880,-45204,-24204,406085,4502,298,
2025-09-22,-1143513,11675,-248329,-351331,-556773,-310948,,-403449,169052,752678,394044,-148964,145749,-75416,-57224,-5929,-63815,-26838,-6981,-123786,-318098,344744,-11534,-398,
2025-09-23,95221,63831,-1784869,-2496695,-497546,-201907,,2290594,325921,-5891403,-1731194,-191707,-656060,-154248,-47886,-44910,889549,766610,-56785,-27594,-432817,333698,-97263,-255,
2025-09-24,-21449,295473,-194951,-692980,126128,271975,,-141381,414752,-17328005,3444416,523323,-50700,-30149,93480,-8072,-907545,-825987,-1880,-1192,730946,1437799,-757,-336,
2025-09-25,-623272,33192,385233,-23641,164817,-89914,,112464,-368182,6005229,-2751398,-138826,-123644,30025,-43460,20242,-262203,-403575,20842,955,-706219,-1460385,-5448,30,
2025-09-26,-297683,-21210,-1867564,-2623914,-1134813,-336601,,-1542227,-151188,-3520551,-499831,-299693,-690118,-259804,-58661,-69639,-279361,-14246,-81628,-52363,-818039,2635375,-40738,-260,
2025-09-27,1601813,29954,647824,1175686,1574892,658392,,248964,-112444,3217157,-848584,-34027,218125,62663,-163930,5676,-51635,160289,7060,5127,509019,-1048872,17011,359,
2025-09-28,-2169416,49423,-78134,-195493,6540,-328775,,-180948,-1312327,1490633,-288942,-230722,-15852,-3527,-33465,-340,-7790,-147292,-1300,-1976,-112555,2622073,-7565,-137,
2025-09-29,1434504,66715,893200,777845,180237,174877,,-464734,-42422,1234873,1350321,114743,272757,149480,56393,44308,49023,378577,52545,7141,-138381,350423,17574,-118,
2025-09-30,1568366,3544,362319,274379,121802,174260,,1679653,78451,-3926593,-1150446,396321,164271,103522,-62124,35130,262762,-458345,41004,869,155276,-560433,587,132,
2025-10-01,-1354748,-6489,-388233,-297364,-55520,-487842,,-2148633,-186114,-2994943,1251614,62393,-161498,118623,-79639,-2542,-389482,132679,-2840,-484,-3074507,-2235986,-8743,-339,
2025-10-02,-38567,-110651,1796153,1610468,610555,590131,,1791289,113877,-2976933,4632293,1728683,432134,268257,93674,72869,156178,-384530,93930,17835,514621,-295877,19803,-33700,
2025-10-03,750995,3744,396181,879048,241242,-86038,,-1084494,473733,-344489,-3160825,605116,241945,71803,30873,15365,106828,1184558,8280,9231,-195278,149788,6190,0,
2025-10-04,-240176,52701,532345,-31362,322602,563201,,-1925332,16778,543203,-3836479,-434269,314856,146145,87967,52919,-455765,-350227,61440,-1353,292532,-475951,13717,1,
2025-10-05,258326,40836,205066,-623547,-210650,238586,,1386914,-35000,-2402051,2909368,-1015270,86932,-6539,-32755,278,-1858,-293798,903,-7096,-85316,-156810,-7895,-1,
2025-10-06,-1391951,-41475,171173,-43490,439067,-34444001,,-91944,62613,-1144164,-460352,-76694,61528,16034,188454,19427,18939,-352374,27645,-48450,69028,-596383,-12101,0,
2025-10-07,225906,-58350,880777,831076,-138726,-647717,,-93227,449886,3020480,1766361,-252070,184461,94718,123384,225487,28607,-39735,19966,9298,357685,30969,20282,0,
2025-10-08,2176070,-1726,-1498971,-1750433,-680032,1063124,,562760,-273886,-2871607,-1760649,-786558,-402058,-214916,-38791,-47621,-21753,208287,-63619,-18628,-621878,-98069,-24747,0,
2025-10-09,1117816,42862,312821,821265,111115,-678124,,121040,-915569,1547730,-426606,-36944,162913,-22669,-259424,17255,-49549,783569,35782,64315,396863,26436,4444,0,
2025-10-10,-1914685,-31803,-832677,-919663,97885,33644,,-396155,10318,-1001550,-2635944,-415319,-321345,-150472,-43041,-22029,-21102,-474263,-32293,-5227,-283721,-510855,-24825,0,
2025-10-11,-4546262,95478,-4753286,-3357149,-1068519,-654577,,-1282882,-444800,-1738027,-35396,-819302,-1224648,-549253,-419664,-129241,-278873,6821,-180985,-132575,-1825359,699478,-135477,0,
2025-10-12,-745074,-304957,-822436,-2758458,-1185715,146453,,-388829,518356,-376893,-321272,-273032,-133618,-144304,138425,-54192,-658471,182560,-34676,-8111,-1123010,-697501,-16414,0,
2025-10-13,816304,-123452,2685853,2724254,424595,864543,,1092486,-167612,-2078410,3484018,480170,891544,329526,84363,72853,630327,30251,84583,25864,-1102921,-478725,59926,283,
2025-10-14,90077,-450721,717805,1332152,145007,282301,,150448,138663,-583186,-4930148,62443,140999,37642,713737,49,10234,451504,16,364623,912185,166841,20683,8,
2025-10-15,1478763,442432,-1093794,7719979,-238162,-1257924,,-222270,-100476,-36960,-414948,-696617,-230821,-143881,135156,-42071,394207,-11631,-48556,126627,-704253,79115,-30972,-12,
2025-10-16,-1111873,4861287,-971921,-2238457,1040157,556551,,-6298380,350434,3480068,-823057,-433026,-337624,-154244,-71522,-39221,329996,-273711,-41128,567722,2367512,-24387,-19497,-8,
2025-10-17,-879363,-336756,-702939,-8320210,-44587,154643,,1493519,99616,-1451403,6081331,-236165,-260176,-121992,8878,-30679,-297345,3191984,-40272,667023,-2172002,-229102,-20360,-8,
2025-10-18,-2199056,237934,-572920,-742593,-292900,-291358,,1341817,-97506,-55579,-5036756,-219885,-243598,-80127,-65571,-33548,-115965,-3079935,-39281,435415,643412,1005909,-27912,-4,
2025-10-19,-136577,-33255,341140,500699,6822,502006,,-167077,-100597,-200671,1336228,-96999,131676,33749,-29089,6037,-3915,327523,7171,11753,-1980000,-205287,15913,3,
2025-10-20,-271418,-50719,587709,327643,1002838,-350671,,-274066,405591,524298,203738,-58183,163013,93204,61745,24362,22815,-43291,28312,54038,884148,-394523,11776,3,
2025-10-21,1778702,42228,1533035,1050069,-603198,670109,,-337,62037,-332839,-2851203,5628,-53625,59696,-257198,31209,273389,345014,36647,-272976,1435496,-131471,6391,12,
2025-10-22,6583,-20392,-706121,-630034,-148673,-277142,,303559,-89573,1864653,1157218,-609033,-193471,-116082,1173323,-36301,1635515,-1510038,-42359,-1188786,-133714,-1202008,-10370,-7,
2025-10-23,336484,-35005,-418417,-712144,-112547,-6055,,-647720,9697,-935663,-888442,50537,-149088,-39331,-46472,-7548,288095,391336,-8578,314876,475172,-282540,-1295,-5,
2025-10-24,-918273,-10648,463386,1099446,185781,242553,,2560562,-49935,-1952835,977065,269285,67582,102301,-6259,38731,50915,196178,45133,132613,-699778,-122930,-7990,2,
2025-10-25,798784,-949,689717,301753,84414,-707475,,377801,25462,3339477,759030,466954,121017,57050,-20784,13599,8367,47478,15824,8474,915277,-1730722,7942,18,
2025-10-26,522969,-73,391984,39917,36771,449293,,-211347,152888,256076,-233517,-85439,157925,37898,10735,12997,163885,-72821,18003,3091,-136919,-286104,6506,8,
2025-10-27,1425389,-1847,1212628,1134044,352383,-3762,,-451428,63868,1632622,2345974,206646,709065,211634,193459,51836,258009,-31284,62456,97603,520237,62772,24073,4,
2025-10-28,829437,-33689,-351226,5559152,209760,-121085,,-2321234,-52363,-518894,-3091811,-589837,47235,-69892,-140309,-12005,195934,19412,-15856,77546,-225711,165061,-21651,-2,
2025-10-29,-1551764,-511,-719028,-757715,-157327,279558,,-145319,194842,1036457,-104270,-311046,-414172,-9978,-133436,-20726,-84532,475791,-26938,-922314,-299870,164853,-13976,-4,
2025-10-30,811747,-39696,-470669,-187221,-404298,-275610,,-115239,779,-5042155,-294790,-110479,-145280,-114258,82253,-40498,-76884,-768970,-44447,54274,899475,-420923,8675,-3,
2025-10-31,-1154023,541962,-1045707,-7144935,-225138,217948,,-276489,-25018,-2367522,-1164447,-679272,-416972,-112531,-133872,-31568,-28312,880884,-39557,-6871,-379416,1087645,-35244,-15,
2025-11-01,-367249,29994,390177,233968,-77098,-272689,,2126334,-652142,3719950,90876,1174222,92631,41529,91639,19472,-62225,309288,17434,320445,-1355893,31231,9039,8,
2025-11-02,1118418,2177,148330,-91525,-197690,183432,,13562,616244,-17362,165279,-187594,29841,28645,-36402,4393,16823,-451486,10585,175151,531168,615464,8275,-1,
2025-11-03,-749397,-46347,70180,40609,305668,287298,,-151298,708836,1176566,49972,-177819,274578,-16091,-12690,10472,505,114049,-5318,153532,-1083917,191025,-8102,-1,
2025-11-04,-555893,123176,-2178000,-2511231,58801,-1593012,,-387003,-411604,-1062845,-1355674,-433869,-787597,-162290,-107193,-69684,-205050,-101887,-63434,275120,-500808,-86373,-44309,-16,
2025-11-05,-687874,-64743,-1887548,-2895460,-481063,294738,,-1251760,152684,197913,-760268,-391930,-691433,-328075,-173760,-84825,-385515,-795768,-98873,-2329,2526283,-319200,-35956,-15,
