Datetime,Number of Contracts
2024-04-05T00:00:00Z,37701535
2024-04-04T00:00:00Z,37697562
2024-04-03T00:00:00Z,37699300
2024-04-02T00:00:00Z,37703022
2024-04-01T00:00:00Z,37701945
2024-03-31T00:00:00Z,37705068
2024-03-30T00:00:00Z,37714642
2024-03-29T00:00:00Z,37722171
2024-03-28T00:00:00Z,37723047
2024-03-27T00:00:00Z,37721826
2024-03-26T00:00:00Z,37722794
2024-03-25T00:00:00Z,37721574
2024-03-24T00:00:00Z,37742654
2024-03-23T00:00:00Z,37767607
2024-03-22T00:00:00Z,37779808
2024-03-21T00:00:00Z,37782907
2024-03-20T00:00:00Z,37789058
2024-03-19T00:00:00Z,37791646
2024-03-18T00:00:00Z,37795134
2024-03-17T00:00:00Z,37819457
2024-03-16T00:00:00Z,37856653
2024-03-15T00:00:00Z,37866966
2024-03-14T00:00:00Z,37880958
2024-03-13T00:00:00Z,37876944
2024-03-12T00:00:00Z,37874918
2024-03-11T00:00:00Z,37869845
2024-03-10T00:00:00Z,37865172
2024-03-09T00:00:00Z,37862739
2024-03-08T00:00:00Z,37858693
2024-03-07T00:00:00Z,37853475
2024-03-06T00:00:00Z,37846656
2024-03-05T00:00:00Z,37841114
2024-03-04T00:00:00Z,37835353
2024-03-03T00:00:00Z,37828436
2024-03-02T00:00:00Z,37825532
2024-03-01T00:00:00Z,37821115
2024-02-29T00:00:00Z,37814604
2024-02-28T00:00:00Z,37807669
2024-02-27T00:00:00Z,37802740
2024-02-26T00:00:00Z,37795243
2024-02-25T00:00:00Z,37790773
2024-02-24T00:00:00Z,37787347
2024-02-23T00:00:00Z,37785538
2024-02-22T00:00:00Z,37778822
2024-02-21T00:00:00Z,37773412
2024-02-20T00:00:00Z,37767023
2024-02-19T00:00:00Z,37761039
2024-02-18T00:00:00Z,37755256
2024-02-17T00:00:00Z,37750485
2024-02-16T00:00:00Z,37745543
2024-02-15T00:00:00Z,37738506
2024-02-14T00:00:00Z,37732519
2024-02-13T00:00:00Z,37727148
2024-02-12T00:00:00Z,37719624
2024-02-11T00:00:00Z,37715674
2024-02-10T00:00:00Z,37709465
2024-02-09T00:00:00Z,37701157
2024-02-08T00:00:00Z,37695365
2024-02-07T00:00:00Z,37688211
2024-02-06T00:00:00Z,37682101
2024-02-05T00:00:00Z,37675720
2024-02-04T00:00:00Z,37668010
2024-02-03T00:00:00Z,37659694
2024-02-02T00:00:00Z,37655177
2024-02-01T00:00:00Z,37647552
2024-01-31T00:00:00Z,37640376
2024-01-30T00:00:00Z,37632789
2024-01-29T00:00:00Z,37625739
2024-01-28T00:00:00Z,37615151
2024-01-27T00:00:00Z,37606361
2024-01-26T00:00:00Z,37599817
2024-01-25T00:00:00Z,37592112
2024-01-24T00:00:00Z,37582715
2024-01-23T00:00:00Z,37571433
2024-01-22T00:00:00Z,37557276
2024-01-21T00:00:00Z,37544912
2024-01-20T00:00:00Z,37531331
2024-01-19T00:00:00Z,37526530
2024-01-18T00:00:00Z,37518129
2024-01-17T00:00:00Z,37509874
2024-01-16T00:00:00Z,37501699
2024-01-15T00:00:00Z,37494394
2024-01-14T00:00:00Z,37485778
2024-01-13T00:00:00Z,37480294
2024-01-12T00:00:00Z,37473197
2024-01-11T00:00:00Z,37466035
2024-01-10T00:00:00Z,37456983
2024-01-09T00:00:00Z,37451039
2024-01-08T00:00:00Z,37444835
2024-01-07T00:00:00Z,37438010
2024-01-06T00:00:00Z,37434175
2024-01-05T00:00:00Z,37427941
2024-01-04T00:00:00Z,37420507
2024-01-03T00:00:00Z,37411278
2024-01-02T00:00:00Z,37404848
2024-01-01T00:00:00Z,37399369
2023-12-31T00:00:00Z,37392334
2023-12-30T00:00:00Z,37388206
2023-12-29T00:00:00Z,37384441
2023-12-28T00:00:00Z,37378065
2023-12-27T00:00:00Z,37369932
2023-12-26T00:00:00Z,37363854
2023-12-25T00:00:00Z,37356760
2023-12-24T00:00:00Z,37355911
2023-12-23T00:00:00Z,37350685
2023-12-22T00:00:00Z,37347531
2023-12-21T00:00:00Z,37342187
2023-12-20T00:00:00Z,37336225
2023-12-19T00:00:00Z,37331532
2023-12-18T00:00:00Z,37324378
2023-12-17T00:00:00Z,37320167
2023-12-16T00:00:00Z,37318530
2023-12-15T00:00:00Z,37314459
2023-12-14T00:00:00Z,37310243
2023-12-13T00:00:00Z,37302480
2023-12-12T00:00:00Z,37296381
2023-12-11T00:00:00Z,37289530
2023-12-10T00:00:00Z,37278051
2023-12-09T00:00:00Z,37272037
2023-12-08T00:00:00Z,37265472
2023-12-07T00:00:00Z,37257256
2023-12-06T00:00:00Z,37250147
2023-12-05T00:00:00Z,37245225
2023-12-04T00:00:00Z,37238533
2023-12-03T00:00:00Z,37232509
2023-12-02T00:00:00Z,37228597
2023-12-01T00:00:00Z,37225023
2023-11-30T00:00:00Z,37217202
2023-11-29T00:00:00Z,37210354
2023-11-28T00:00:00Z,37203604
2023-11-27T00:00:00Z,37196663
2023-11-26T00:00:00Z,37190630
2023-11-25T00:00:00Z,37188378
2023-11-24T00:00:00Z,37181324
2023-11-23T00:00:00Z,37173853
2023-11-22T00:00:00Z,37163120
2023-11-21T00:00:00Z,37154846
2023-11-20T00:00:00Z,37145820
2023-11-19T00:00:00Z,37138204
2023-11-18T00:00:00Z,37132774
2023-11-17T00:00:00Z,37127742
2023-11-16T00:00:00Z,37122049
2023-11-15T00:00:00Z,37114181
2023-11-14T00:00:00Z,37106865
2023-11-13T00:00:00Z,37100153
2023-11-12T00:00:00Z,37094614
2023-11-11T00:00:00Z,37090719
2023-11-10T00:00:00Z,37085057
2023-11-09T00:00:00Z,37077979
2023-11-08T00:00:00Z,37071934
2023-11-07T00:00:00Z,37066750
2023-11-06T00:00:00Z,37059376
2023-11-05T00:00:00Z,37053887
2023-11-04T00:00:00Z,37049107
2023-11-03T00:00:00Z,37043287
2023-11-02T00:00:00Z,37036044
2023-11-01T00:00:00Z,37028350
2023-10-31T00:00:00Z,37023273
2023-10-30T00:00:00Z,37012933
2023-10-29T00:00:00Z,37006292
2023-10-28T00:00:00Z,36995766
2023-10-27T00:00:00Z,36985293
2023-10-26T00:00:00Z,36978923
2023-10-25T00:00:00Z,36970980
2023-10-24T00:00:00Z,36964008
2023-10-23T00:00:00Z,36954314
2023-10-22T00:00:00Z,36946134
2023-10-21T00:00:00Z,36919542
2023-10-20T00:00:00Z,36897292
2023-10-19T00:00:00Z,36887771
2023-10-18T00:00:00Z,36866612
2023-10-17T00:00:00Z,36851033
2023-10-16T00:00:00Z,36825887
2023-10-15T00:00:00Z,36806510
2023-10-14T00:00:00Z,36730193
2023-10-13T00:00:00Z,36633097
2023-10-12T00:00:00Z,36585573
2023-10-11T00:00:00Z,36551184
2023-10-10T00:00:00Z,36533876
2023-10-09T00:00:00Z,36498782
2023-10-08T00:00:00Z,36466913
2023-10-07T00:00:00Z,36406112
2023-10-06T00:00:00Z,36359815
2023-10-05T00:00:00Z,36315426
2023-10-04T00:00:00Z,36269912
2023-10-03T00:00:00Z,36241291
2023-10-02T00:00:00Z,36217644
2023-10-01T00:00:00Z,36201836
2023-09-30T00:00:00Z,36147315
2023-09-29T00:00:00Z,36110655
2023-09-28T00:00:00Z,36079153
2023-09-27T00:00:00Z,36062140
2023-09-26T00:00:00Z,36043878
2023-09-25T00:00:00Z,36026615
2023-09-24T00:00:00Z,35995189
2023-09-23T00:00:00Z,35904788
2023-09-22T00:00:00Z,35796643
2023-09-21T00:00:00Z,35751373
2023-09-20T00:00:00Z,35728891
2023-09-19T00:00:00Z,35712291
2023-09-18T00:00:00Z,35689827
2023-09-17T00:00:00Z,35657159
2023-09-16T00:00:00Z,35584323
2023-09-15T00:00:00Z,35537554
2023-09-14T00:00:00Z,35522612
2023-09-13T00:00:00Z,35514669
2023-09-12T00:00:00Z,35498689
2023-09-11T00:00:00Z,35464514
2023-09-10T00:00:00Z,35435640
2023-09-09T00:00:00Z,35373731
2023-09-08T00:00:00Z,35320310
2023-09-07T00:00:00Z,35293140
2023-09-06T00:00:00Z,35270257
2023-09-05T00:00:00Z,35253794
2023-09-04T00:00:00Z,35224234
2023-09-03T00:00:00Z,35202122
2023-09-02T00:00:00Z,35141755
2023-09-01T00:00:00Z,35097392
2023-08-31T00:00:00Z,35081541
2023-08-30T00:00:00Z,35072232
2023-08-29T00:00:00Z,35065449
2023-08-28T00:00:00Z,35060275
2023-08-27T00:00:00Z,35050372
2023-08-26T00:00:00Z,34999697
2023-08-25T00:00:00Z,34970978
2023-08-24T00:00:00Z,34964537
2023-08-23T00:00:00Z,34956905
2023-08-22T00:00:00Z,34950324
2023-08-21T00:00:00Z,34943100
2023-08-20T00:00:00Z,34930783
2023-08-19T00:00:00Z,34892687
2023-08-18T00:00:00Z,34876802
2023-08-17T00:00:00Z,34870139
2023-08-16T00:00:00Z,34865141
2023-08-15T00:00:00Z,34860491
2023-08-14T00:00:00Z,34854272
2023-08-13T00:00:00Z,34837571
2023-08-12T00:00:00Z,34781563
2023-08-11T00:00:00Z,34741808
2023-08-10T00:00:00Z,34729138
2023-08-09T00:00:00Z,34719648
2023-08-08T00:00:00Z,34710857
2023-08-07T00:00:00Z,34703593
2023-08-06T00:00:00Z,34688417
2023-08-05T00:00:00Z,34646081
2023-08-04T00:00:00Z,34621437
2023-08-03T00:00:00Z,34604242
2023-08-02T00:00:00Z,34588300
2023-08-01T00:00:00Z,34577304
2023-07-31T00:00:00Z,34569529
2023-07-30T00:00:00Z,34555132
2023-07-29T00:00:00Z,34541725
2023-07-28T00:00:00Z,34533952
2023-07-27T00:00:00Z,34526577
2023-07-26T00:00:00Z,34522208
2023-07-25T00:00:00Z,34515239
2023-07-24T00:00:00Z,34508850
2023-07-23T00:00:00Z,34500792
2023-07-22T00:00:00Z,34484704
2023-07-21T00:00:00Z,34473662
2023-07-20T00:00:00Z,34465364
2023-07-19T00:00:00Z,34456648
2023-07-18T00:00:00Z,34449450
2023-07-17T00:00:00Z,34441893
2023-07-16T00:00:00Z,34433301
2023-07-15T00:00:00Z,34411049
2023-07-14T00:00:00Z,34367901
2023-07-13T00:00:00Z,34354913
2023-07-12T00:00:00Z,34346936
2023-07-11T00:00:00Z,34333617
2023-07-10T00:00:00Z,34321453
2023-07-09T00:00:00Z,34298652
2023-07-08T00:00:00Z,34266460
2023-07-07T00:00:00Z,34240782
2023-07-06T00:00:00Z,34234686
2023-07-05T00:00:00Z,34229138
2023-07-04T00:00:00Z,34223052
2023-07-03T00:00:00Z,34205820
2023-07-02T00:00:00Z,34171516
2023-07-01T00:00:00Z,34106072
2023-06-30T00:00:00Z,34069655
2023-06-29T00:00:00Z,34062159
2023-06-28T00:00:00Z,34053143
2023-06-27T00:00:00Z,34035603
2023-06-26T00:00:00Z,34000298
2023-06-25T00:00:00Z,33935607
2023-06-24T00:00:00Z,33838084
2023-06-23T00:00:00Z,33721054
2023-06-22T00:00:00Z,33671083
2023-06-21T00:00:00Z,33630993
2023-06-20T00:00:00Z,33596516
2023-06-19T00:00:00Z,33559108
2023-06-18T00:00:00Z,33492342
2023-06-17T00:00:00Z,33392449
2023-06-16T00:00:00Z,33328721
2023-06-15T00:00:00Z,33301040
2023-06-14T00:00:00Z,33284907
2023-06-13T00:00:00Z,33245436
2023-06-12T00:00:00Z,33172514
2023-06-11T00:00:00Z,33111438
2023-06-10T00:00:00Z,33009609
2023-06-09T00:00:00Z,32954588
2023-06-08T00:00:00Z,32913133
2023-06-07T00:00:00Z,32877581
2023-06-06T00:00:00Z,32857111
2023-06-05T00:00:00Z,32833890
2023-06-04T00:00:00Z,32813113
2023-06-03T00:00:00Z,32760876
2023-06-02T00:00:00Z,32712110
2023-06-01T00:00:00Z,32696128
2023-05-31T00:00:00Z,32684620
2023-05-30T00:00:00Z,32675796
2023-05-29T00:00:00Z,32667883
2023-05-28T00:00:00Z,32660059
2023-05-27T00:00:00Z,32644017
2023-05-26T00:00:00Z,32599864
2023-05-25T00:00:00Z,32587883
2023-05-24T00:00:00Z,32576321
2023-05-23T00:00:00Z,32567569
2023-05-22T00:00:00Z,32559356
2023-05-21T00:00:00Z,32550304
2023-05-20T00:00:00Z,32507954
2023-05-19T00:00:00Z,32452973
2023-05-18T00:00:00Z,32437085
2023-05-17T00:00:00Z,32423545
2023-05-16T00:00:00Z,32415334
2023-05-15T00:00:00Z,32405793
2023-05-14T00:00:00Z,32398046
2023-05-13T00:00:00Z,32367026
2023-05-12T00:00:00Z,32323725
2023-05-11T00:00:00Z,32315218
2023-05-10T00:00:00Z,32306524
2023-05-09T00:00:00Z,32298207
2023-05-08T00:00:00Z,32290988
2023-05-07T00:00:00Z,32283557
2023-05-06T00:00:00Z,32279957
2023-05-05T00:00:00Z,32273535
2023-05-04T00:00:00Z,32250378
2023-05-03T00:00:00Z,32238808
2023-05-02T00:00:00Z,32231694
2023-05-01T00:00:00Z,32226373
2023-04-30T00:00:00Z,32220873
2023-04-29T00:00:00Z,32173781
2023-04-28T00:00:00Z,32053733
2023-04-27T00:00:00Z,31988081
2023-04-26T00:00:00Z,31897912
2023-04-25T00:00:00Z,31826518
2023-04-24T00:00:00Z,31750270
2023-04-23T00:00:00Z,31671754
2023-04-22T00:00:00Z,31572792
2023-04-21T00:00:00Z,31470130
2023-04-20T00:00:00Z,31420672
2023-04-19T00:00:00Z,31407421
2023-04-18T00:00:00Z,31395302
2023-04-17T00:00:00Z,31375473
2023-04-16T00:00:00Z,31336261
2023-04-15T00:00:00Z,31204951
2023-04-14T00:00:00Z,31125250
2023-04-13T00:00:00Z,31104115
2023-04-12T00:00:00Z,31090137
2023-04-11T00:00:00Z,31048647
2023-04-10T00:00:00Z,31012215
2023-04-09T00:00:00Z,30954343
2023-04-08T00:00:00Z,30879478
2023-04-07T00:00:00Z,30811888
2023-04-06T00:00:00Z,30778589
2023-04-05T00:00:00Z,30761508
2023-04-04T00:00:00Z,30748236
2023-04-03T00:00:00Z,30729377
2023-04-02T00:00:00Z,30707153
2023-04-01T00:00:00Z,30659018
2023-03-31T00:00:00Z,30636748
2023-03-30T00:00:00Z,30629026
2023-03-29T00:00:00Z,30622716
2023-03-28T00:00:00Z,30615468
2023-03-27T00:00:00Z,30608255
2023-03-26T00:00:00Z,30601738
2023-03-25T00:00:00Z,30580209
2023-03-24T00:00:00Z,30561761
2023-03-23T00:00:00Z,30551727
2023-03-22T00:00:00Z,30534877
2023-03-21T00:00:00Z,30519808
2023-03-20T00:00:00Z,30502590
2023-03-19T00:00:00Z,30487110
2023-03-18T00:00:00Z,30444476
2023-03-17T00:00:00Z,30413654
2023-03-16T00:00:00Z,30398689
2023-03-15T00:00:00Z,30388065
2023-03-14T00:00:00Z,30380243
2023-03-13T00:00:00Z,30370228
2023-03-12T00:00:00Z,30360057
2023-03-11T00:00:00Z,30346951
2023-03-10T00:00:00Z,30340900
2023-03-09T00:00:00Z,30335138
2023-03-08T00:00:00Z,30326705
2023-03-07T00:00:00Z,30318852
2023-03-06T00:00:00Z,30312490
2023-03-05T00:00:00Z,30302306
2023-03-04T00:00:00Z,30284137
2023-03-03T00:00:00Z,30264953
2023-03-02T00:00:00Z,30258562
2023-03-01T00:00:00Z,30254227
2023-02-28T00:00:00Z,30247117
2023-02-27T00:00:00Z,30234892
2023-02-26T00:00:00Z,30208878
2023-02-25T00:00:00Z,30162841
2023-02-24T00:00:00Z,30154325
2023-02-23T00:00:00Z,30149579
2023-02-22T00:00:00Z,30143393
2023-02-21T00:00:00Z,30138416
2023-02-20T00:00:00Z,30133688
2023-02-19T00:00:00Z,30128572
2023-02-18T00:00:00Z,30122485
2023-02-17T00:00:00Z,30117748
2023-02-16T00:00:00Z,30115882
2023-02-15T00:00:00Z,30109431
2023-02-14T00:00:00Z,30104090
2023-02-13T00:00:00Z,30085012
2023-02-12T00:00:00Z,30067813
2023-02-11T00:00:00Z,30027999
2023-02-10T00:00:00Z,29984971
2023-02-09T00:00:00Z,29974229
2023-02-08T00:00:00Z,29966259
2023-02-07T00:00:00Z,29958787
2023-02-06T00:00:00Z,29951909
2023-02-05T00:00:00Z,29936013
2023-02-04T00:00:00Z,29912725
2023-02-03T00:00:00Z,29899914
2023-02-02T00:00:00Z,29891374
2023-02-01T00:00:00Z,29878155
2023-01-31T00:00:00Z,29859124
2023-01-30T00:00:00Z,29835583
2023-01-29T00:00:00Z,29806252
2023-01-28T00:00:00Z,29757747
2023-01-27T00:00:00Z,29700503
2023-01-26T00:00:00Z,29667206
2023-01-25T00:00:00Z,29632409
2023-01-24T00:00:00Z,29588243
2023-01-23T00:00:00Z,29543319
2023-01-22T00:00:00Z,29487481
2023-01-21T00:00:00Z,29416093
2023-01-20T00:00:00Z,29372431
2023-01-19T00:00:00Z,29335478
2023-01-18T00:00:00Z,29306854
2023-01-17T00:00:00Z,29290632
2023-01-16T00:00:00Z,29270834
2023-01-15T00:00:00Z,29250368
2023-01-14T00:00:00Z,29207672
2023-01-13T00:00:00Z,29198006
2023-01-12T00:00:00Z,29178532
2023-01-11T00:00:00Z,29161048
2023-01-10T00:00:00Z,29145368
2023-01-09T00:00:00Z,29126739
2023-01-08T00:00:00Z,29107236
2023-01-07T00:00:00Z,29046841
2023-01-06T00:00:00Z,28982208
2023-01-05T00:00:00Z,28948905
2023-01-04T00:00:00Z,28918014
2023-01-03T00:00:00Z,28877597
2023-01-02T00:00:00Z,28812190
2023-01-01T00:00:00Z,28747596
2022-12-31T00:00:00Z,28620667
2022-12-30T00:00:00Z,28516214
2022-12-29T00:00:00Z,28447784
2022-12-28T00:00:00Z,28400806
2022-12-27T00:00:00Z,28360912
2022-12-26T00:00:00Z,28330673
2022-12-25T00:00:00Z,28268411
2022-12-24T00:00:00Z,28156424
2022-12-23T00:00:00Z,28087644
2022-12-22T00:00:00Z,28044810
2022-12-21T00:00:00Z,27993080
2022-12-20T00:00:00Z,27955386
2022-12-19T00:00:00Z,27929955
2022-12-18T00:00:00Z,27887865
2022-12-17T00:00:00Z,27832862
2022-12-16T00:00:00Z,27793089
2022-12-15T00:00:00Z,27768337
2022-12-14T00:00:00Z,27732958
2022-12-13T00:00:00Z,27699274
2022-12-12T00:00:00Z,27678579
2022-12-11T00:00:00Z,27629761
2022-12-10T00:00:00Z,27552751
2022-12-09T00:00:00Z,27476705
2022-12-08T00:00:00Z,27433634
2022-12-07T00:00:00Z,27360192
2022-12-06T00:00:00Z,27278654
2022-12-05T00:00:00Z,27204179
2022-12-04T00:00:00Z,27127245
2022-12-03T00:00:00Z,27029174
2022-12-02T00:00:00Z,26932561
2022-12-01T00:00:00Z,26861217
2022-11-30T00:00:00Z,26786269
2022-11-29T00:00:00Z,26736068
2022-11-28T00:00:00Z,26671979
2022-11-27T00:00:00Z,26597630
2022-11-26T00:00:00Z,26482029
2022-11-25T00:00:00Z,26361747
2022-11-24T00:00:00Z,26241407
2022-11-23T00:00:00Z,26118059
2022-11-22T00:00:00Z,26045579
2022-11-21T00:00:00Z,25989682
2022-11-20T00:00:00Z,25927789
2022-11-19T00:00:00Z,25843515
2022-11-18T00:00:00Z,25733902
2022-11-17T00:00:00Z,25655425
2022-11-16T00:00:00Z,25602199
2022-11-15T00:00:00Z,25546900
2022-11-14T00:00:00Z,25511556
2022-11-13T00:00:00Z,25493348
2022-11-12T00:00:00Z,25437057
2022-11-11T00:00:00Z,25374124
2022-11-10T00:00:00Z,25345441
2022-11-09T00:00:00Z,25333051
2022-11-08T00:00:00Z,25323820
2022-11-07T00:00:00Z,25303382
2022-11-06T00:00:00Z,25274422
2022-11-05T00:00:00Z,25203201
2022-11-04T00:00:00Z,25122210
2022-11-03T00:00:00Z,25067742
2022-11-02T00:00:00Z,25019608
2022-11-01T00:00:00Z,24962231
2022-10-31T00:00:00Z,24943126
2022-10-30T00:00:00Z,24921974
2022-10-29T00:00:00Z,24872147
2022-10-28T00:00:00Z,24841960
2022-10-27T00:00:00Z,24822019
2022-10-26T00:00:00Z,24804377
2022-10-25T00:00:00Z,24788407
2022-10-24T00:00:00Z,24757858
2022-10-23T00:00:00Z,24714314
2022-10-22T00:00:00Z,24681387
2022-10-21T00:00:00Z,24632220
2022-10-20T00:00:00Z,24621241
2022-10-19T00:00:00Z,24613150
2022-10-18T00:00:00Z,24596212
2022-10-17T00:00:00Z,24581018
2022-10-16T00:00:00Z,24566334
2022-10-15T00:00:00Z,24532427
2022-10-14T00:00:00Z,24494282
2022-10-13T00:00:00Z,24467607
2022-10-12T00:00:00Z,24457145
2022-10-11T00:00:00Z,24439467
2022-10-10T00:00:00Z,24423769
2022-10-09T00:00:00Z,24413964
2022-10-08T00:00:00Z,24406636
2022-10-07T00:00:00Z,24400730
2022-10-06T00:00:00Z,24391445
2022-10-05T00:00:00Z,24382852
2022-10-04T00:00:00Z,24373812
2022-10-03T00:00:00Z,24366765
2022-10-02T00:00:00Z,24360832
2022-10-01T00:00:00Z,24349537
2022-09-30T00:00:00Z,24340662
2022-09-29T00:00:00Z,24332884
2022-09-28T00:00:00Z,24325153
2022-09-27T00:00:00Z,24316229
2022-09-26T00:00:00Z,24308861
2022-09-25T00:00:00Z,24301920
2022-09-24T00:00:00Z,24294681
2022-09-23T00:00:00Z,24285124
2022-09-22T00:00:00Z,24277901
2022-09-21T00:00:00Z,24269819
2022-09-20T00:00:00Z,24261618
2022-09-19T00:00:00Z,24252838
2022-09-18T00:00:00Z,24242105
2022-09-17T00:00:00Z,24230845
2022-09-16T00:00:00Z,24219454
2022-09-15T00:00:00Z,24210353
2022-09-14T00:00:00Z,24202215
2022-09-13T00:00:00Z,24195623
2022-09-12T00:00:00Z,24188884
2022-09-11T00:00:00Z,24183087
2022-09-10T00:00:00Z,24175452
2022-09-09T00:00:00Z,24169079
2022-09-08T00:00:00Z,24163255
2022-09-07T00:00:00Z,24157340
2022-09-06T00:00:00Z,24151493
2022-09-05T00:00:00Z,24145666
2022-09-04T00:00:00Z,24137677
2022-09-03T00:00:00Z,24127557
2022-09-02T00:00:00Z,24120521
2022-09-01T00:00:00Z,24113096
2022-08-31T00:00:00Z,24107277
2022-08-30T00:00:00Z,24101480
2022-08-29T00:00:00Z,24094811
2022-08-28T00:00:00Z,24087100
2022-08-27T00:00:00Z,24076519
2022-08-26T00:00:00Z,24066153
2022-08-25T00:00:00Z,24058694
2022-08-24T00:00:00Z,24049648
2022-08-23T00:00:00Z,24040750
2022-08-22T00:00:00Z,24033652
2022-08-21T00:00:00Z,24024522
2022-08-20T00:00:00Z,24005946
2022-08-19T00:00:00Z,23995508
2022-08-18T00:00:00Z,23989320
2022-08-17T00:00:00Z,23980299
2022-08-16T00:00:00Z,23970270
2022-08-15T00:00:00Z,23959932
2022-08-14T00:00:00Z,23950133
2022-08-13T00:00:00Z,23939437
2022-08-12T00:00:00Z,23929821
2022-08-11T00:00:00Z,23922549
2022-08-10T00:00:00Z,23914949
2022-08-09T00:00:00Z,23908778
2022-08-08T00:00:00Z,23902712
2022-08-07T00:00:00Z,23896487
2022-08-06T00:00:00Z,23884833
2022-08-05T00:00:00Z,23872462
2022-08-04T00:00:00Z,23868338
2022-08-03T00:00:00Z,23863703
2022-08-02T00:00:00Z,23861228
2022-08-01T00:00:00Z,23859257
2022-07-31T00:00:00Z,23852490
2022-07-30T00:00:00Z,23842765
2022-07-29T00:00:00Z,23829198
2022-07-28T00:00:00Z,23822581
2022-07-27T00:00:00Z,23816508
2022-07-26T00:00:00Z,23813047
2022-07-25T00:00:00Z,23807254
2022-07-24T00:00:00Z,23800725
2022-07-23T00:00:00Z,23788877
2022-07-22T00:00:00Z,23776875
2022-07-21T00:00:00Z,23764386
2022-07-20T00:00:00Z,23756852
2022-07-19T00:00:00Z,23750508
2022-07-18T00:00:00Z,23743392
2022-07-17T00:00:00Z,23737598
2022-07-16T00:00:00Z,23730191
2022-07-15T00:00:00Z,23721356
2022-07-14T00:00:00Z,23715546
2022-07-13T00:00:00Z,23709059
2022-07-12T00:00:00Z,23703196
2022-07-11T00:00:00Z,23697536
2022-07-10T00:00:00Z,23693022
2022-07-09T00:00:00Z,23682717
2022-07-08T00:00:00Z,23671917
2022-07-07T00:00:00Z,23664304
2022-07-06T00:00:00Z,23657736
2022-07-05T00:00:00Z,23651499
2022-07-04T00:00:00Z,23645877
2022-07-03T00:00:00Z,23639471
2022-07-02T00:00:00Z,23626969
2022-07-01T00:00:00Z,23610153
2022-06-30T00:00:00Z,23597885
2022-06-29T00:00:00Z,23591859
2022-06-28T00:00:00Z,23586945
2022-06-27T00:00:00Z,23582487
2022-06-26T00:00:00Z,23577127
2022-06-25T00:00:00Z,23571744
2022-06-24T00:00:00Z,23566518
2022-06-23T00:00:00Z,23561272
2022-06-22T00:00:00Z,23555569
2022-06-21T00:00:00Z,23549529
2022-06-20T00:00:00Z,23542759
2022-06-19T00:00:00Z,23533991
2022-06-18T00:00:00Z,23526532
2022-06-17T00:00:00Z,23517905
2022-06-16T00:00:00Z,23510630
2022-06-15T00:00:00Z,23503098
2022-06-14T00:00:00Z,23497472
2022-06-13T00:00:00Z,23490119
2022-06-12T00:00:00Z,23484035
2022-06-11T00:00:00Z,23470818
2022-06-10T00:00:00Z,23461618
2022-06-09T00:00:00Z,23454816
2022-06-08T00:00:00Z,23447446
2022-06-07T00:00:00Z,23440692
2022-06-06T00:00:00Z,23432805
2022-06-05T00:00:00Z,23425009
2022-06-04T00:00:00Z,23417139
2022-06-03T00:00:00Z,23409810
2022-06-02T00:00:00Z,23402057
2022-06-01T00:00:00Z,23394623
2022-05-31T00:00:00Z,23387732
2022-05-30T00:00:00Z,23380192
2022-05-29T00:00:00Z,23372292
2022-05-28T00:00:00Z,23356312
2022-05-27T00:00:00Z,23338690
2022-05-26T00:00:00Z,23330370
2022-05-25T00:00:00Z,23322868
2022-05-24T00:00:00Z,23313046
2022-05-23T00:00:00Z,23301091
2022-05-22T00:00:00Z,23290157
2022-05-21T00:00:00Z,23277851
2022-05-20T00:00:00Z,23263787
2022-05-19T00:00:00Z,23252940
2022-05-18T00:00:00Z,23240777
2022-05-17T00:00:00Z,23227861
2022-05-16T00:00:00Z,23217550
2022-05-15T00:00:00Z,23203233
2022-05-14T00:00:00Z,23185903
2022-05-13T00:00:00Z,23171108
2022-05-12T00:00:00Z,23157815
2022-05-11T00:00:00Z,23149743
2022-05-10T00:00:00Z,23142377
2022-05-09T00:00:00Z,23134444
2022-05-08T00:00:00Z,23125729
2022-05-07T00:00:00Z,23110141
2022-05-06T00:00:00Z,23094913
2022-05-05T00:00:00Z,23080596
2022-05-04T00:00:00Z,23067988
2022-05-03T00:00:00Z,23055433
2022-05-02T00:00:00Z,23044795
2022-05-01T00:00:00Z,23036298
2022-04-30T00:00:00Z,23026587
2022-04-29T00:00:00Z,23016329
2022-04-28T00:00:00Z,23006501
2022-04-27T00:00:00Z,22995824
2022-04-26T00:00:00Z,22985276
2022-04-25T00:00:00Z,22974721
2022-04-24T00:00:00Z,22966019
2022-04-23T00:00:00Z,22953440
2022-04-22T00:00:00Z,22940958
2022-04-21T00:00:00Z,22928574
2022-04-20T00:00:00Z,22919404
2022-04-19T00:00:00Z,22910769
2022-04-18T00:00:00Z,22900616
2022-04-17T00:00:00Z,22889798
2022-04-16T00:00:00Z,22874666
2022-04-15T00:00:00Z,22858225
2022-04-14T00:00:00Z,22845073
2022-04-13T00:00:00Z,22833142
2022-04-12T00:00:00Z,22823013
2022-04-11T00:00:00Z,22812912
2022-04-10T00:00:00Z,22801799
2022-04-09T00:00:00Z,22788570
2022-04-08T00:00:00Z,22773092
2022-04-07T00:00:00Z,22762065
2022-04-06T00:00:00Z,22751713
2022-04-05T00:00:00Z,22740324
2022-04-04T00:00:00Z,22731185
2022-04-03T00:00:00Z,22722256
2022-04-02T00:00:00Z,22711599
2022-04-01T00:00:00Z,22702499
