date,Miner In-House Transactions
2021-04-18,552
2021-04-19,482
2021-04-20,494
2021-04-21,535
2021-04-22,543
2021-04-23,565
2021-04-24,625
2021-04-25,601
2021-04-26,568
2021-04-27,557
2021-04-28,549
2021-04-29,513
2021-04-30,612
2021-05-01,551
2021-05-02,425
2021-05-03,519
2021-05-04,520
2021-05-05,495
2021-05-06,539
2021-05-07,531
2021-05-08,544
2021-05-09,479
2021-05-10,609
2021-05-11,890
2021-05-12,685
2021-05-13,567
2021-05-14,488
2021-05-15,442
2021-05-16,439
2021-05-17,482
2021-05-18,445
2021-05-19,625
2021-05-20,537
2021-05-21,499
2021-05-22,514
2021-05-23,543
2021-05-24,507
2021-05-25,453
2021-05-26,482
2021-05-27,418
2021-05-28,436
2021-05-29,369
2021-05-30,902
2021-05-31,579
2021-06-01,483
2021-06-02,578
2021-06-03,624
2021-06-04,455
2021-06-05,389
2021-06-06,412
2021-06-07,575
2021-06-08,459
2021-06-09,492
2021-06-10,456
2021-06-11,400
2021-06-12,440
2021-06-13,426
2021-06-14,472
2021-06-15,423
2021-06-16,387
2021-06-17,350
2021-06-18,335
2021-06-19,327
2021-06-20,350
2021-06-21,504
2021-06-22,397
2021-06-23,380
2021-06-24,353
2021-06-25,401
2021-06-26,352
2021-06-27,331
2021-06-28,433
2021-06-29,388
2021-06-30,380
2021-07-01,383
2021-07-02,325
2021-07-03,392
2021-07-04,374
2021-07-05,369
2021-07-06,377
2021-07-07,379
2021-07-08,382
2021-07-09,359
2021-07-10,355
2021-07-11,368
2021-07-12,393
2021-07-13,369
2021-07-14,390
2021-07-15,397
2021-07-16,388
2021-07-17,356
2021-07-18,356
2021-07-19,397
2021-07-20,370
2021-07-21,428
2021-07-22,418
2021-07-23,404
2021-07-24,396
2021-07-25,408
2021-07-26,549
2021-07-27,453
2021-07-28,503
2021-07-29,464
2021-07-30,491
2021-07-31,459
2021-08-01,438
2021-08-02,462
2021-08-03,473
2021-08-04,530
2021-08-05,575
2021-08-06,608
2021-08-07,613
2021-08-08,587
2021-08-09,610
2021-08-10,589
2021-08-11,594
2021-08-12,544
2021-08-13,518
2021-08-14,488
2021-08-15,597
2021-08-16,846
2021-08-17,2321
2021-08-18,938
2021-08-19,1129
2021-08-20,961
2021-08-21,846
2021-08-22,642
2021-08-23,763
2021-08-24,517
2021-08-25,527
2021-08-26,500
2021-08-27,501
2021-08-28,491
2021-08-29,456
2021-08-30,553
2021-08-31,589
2021-09-01,637
2021-09-02,615
2021-09-03,525
2021-09-04,427
2021-09-05,462
2021-09-06,612
2021-09-07,579
2021-09-08,492
2021-09-09,451
2021-09-10,428
2021-09-11,419
2021-09-12,402
2021-09-13,493
2021-09-14,466
2021-09-15,509
2021-09-16,545
2021-09-17,535
2021-09-18,536
2021-09-19,549
2021-09-20,553
2021-09-21,454
2021-09-22,491
2021-09-23,454
2021-09-24,562
2021-09-25,478
2021-09-26,611
2021-09-27,643
2021-09-28,619
2021-09-29,542
2021-09-30,647
2021-10-01,746
2021-10-02,631
2021-10-03,579
2021-10-04,614
2021-10-05,670
2021-10-06,758
2021-10-07,658
2021-10-08,639
2021-10-09,537
2021-10-10,522
2021-10-11,641
2021-10-12,600
2021-10-13,565
2021-10-14,593
2021-10-15,676
2021-10-16,656
2021-10-17,554
2021-10-18,622
2021-10-19,657
2021-10-20,689
2021-10-21,612
2021-10-22,567
2021-10-23,474
2021-10-24,490
2021-10-25,598
2021-10-26,597
2021-10-27,566
2021-10-28,560
2021-10-29,591
2021-10-30,549
2021-10-31,502
2021-11-01,623
2021-11-02,639
2021-11-03,572
2021-11-04,586
2021-11-05,624
2021-11-06,558
2021-11-07,543
2021-11-08,787
2021-11-09,718
2021-11-10,665
2021-11-11,535
2021-11-12,531
2021-11-13,508
2021-11-14,518
2021-11-15,647
2021-11-16,664
2021-11-17,588
2021-11-18,624
2021-11-19,594
2021-11-20,531
2021-11-21,634
2021-11-22,700
2021-11-23,673
2021-11-24,573
2021-11-25,648
2021-11-26,698
2021-11-27,507
2021-11-28,529
2021-11-29,708
2021-11-30,698
2021-12-01,689
2021-12-02,544
2021-12-03,529
2021-12-04,572
2021-12-05,464
2021-12-06,647
2021-12-07,498
2021-12-08,474
2021-12-09,527
2021-12-10,644
2021-12-11,706
2021-12-12,529
2021-12-13,637
2021-12-14,622
2021-12-15,592
2021-12-16,577
2021-12-17,498
2021-12-18,506
2021-12-19,496
2021-12-20,564
2021-12-21,616
2021-12-22,649
2021-12-23,585
2021-12-24,532
2021-12-25,462
2021-12-26,515
2021-12-27,570
2021-12-28,575
2021-12-29,538
2021-12-30,539
2021-12-31,598
2022-01-01,468
2022-01-02,500
2022-01-03,512
2022-01-04,621
2022-01-05,628
2022-01-06,569
2022-01-07,581
2022-01-08,515
2022-01-09,515
2022-01-10,565
2022-01-11,600
2022-01-12,529
2022-01-13,555
2022-01-14,577
2022-01-15,484
2022-01-16,494
2022-01-17,530
2022-01-18,612
2022-01-19,613
2022-01-20,591
2022-01-21,671
2022-01-22,640
2022-01-23,458
2022-01-24,635
2022-01-25,547
2022-01-26,384
2022-01-27,511
2022-01-28,575
2022-01-29,530
2022-01-30,523
2022-01-31,511
2022-02-01,589
2022-02-02,569
2022-02-03,518
2022-02-04,534
2022-02-05,527
2022-02-06,528
2022-02-07,570
2022-02-08,575
2022-02-09,566
2022-02-10,596
2022-02-11,526
2022-02-12,493
2022-02-13,521
2022-02-14,518
2022-02-15,574
2022-02-16,588
2022-02-17,547
2022-02-18,574
2022-02-19,525
2022-02-20,508
2022-02-21,539
2022-02-22,561
2022-02-23,579
2022-02-24,673
2022-02-25,624
2022-02-26,587
2022-02-27,651
2022-02-28,724
2022-03-01,920
2022-03-02,737
2022-03-03,688
2022-03-04,696
2022-03-05,645
2022-03-06,464
2022-03-07,636
2022-03-08,589
2022-03-09,696
2022-03-10,638
2022-03-11,569
2022-03-12,567
2022-03-13,517
2022-03-14,600
2022-03-15,593
2022-03-16,594
2022-03-17,554
2022-03-18,564
2022-03-19,559
2022-03-20,514
2022-03-21,576
2022-03-22,667
2022-03-23,609
2022-03-24,606
2022-03-25,670
2022-03-26,522
2022-03-27,618
2022-03-28,718
2022-03-29,711
2022-03-30,660
2022-03-31,561
2022-04-01,713
2022-04-02,602
2022-04-03,485
2022-04-04,647
2022-04-05,620
2022-04-06,552
2022-04-07,578
2022-04-08,540
2022-04-09,461
2022-04-10,478
2022-04-11,587
2022-04-12,695
2022-04-13,805
2022-04-14,612
2022-04-15,523
2022-04-16,497
2022-04-17,462
2022-04-18,716
2022-04-19,524
2022-04-20,598
2022-04-21,568
2022-04-22,510
2022-04-23,442
2022-04-24,487
2022-04-25,506
2022-04-26,496
2022-04-27,497
2022-04-28,525
2022-04-29,561
2022-04-30,664
2022-05-01,493
2022-05-02,541
2022-05-03,551
2022-05-04,510
2022-05-05,535
2022-05-06,660
2022-05-07,416
2022-05-08,449
2022-05-09,587
2022-05-10,522
2022-05-11,563
2022-05-12,707
2022-05-13,599
2022-05-14,526
2022-05-15,451
2022-05-16,512
2022-05-17,477
2022-05-18,501
2022-05-19,477
2022-05-20,535
2022-05-21,429
2022-05-22,423
2022-05-23,503
2022-05-24,468
2022-05-25,451
2022-05-26,475
2022-05-27,488
2022-05-28,376
2022-05-29,453
2022-05-30,489
2022-05-31,525
2022-06-01,546
2022-06-02,524
2022-06-03,437
2022-06-04,384
2022-06-05,410
2022-06-06,489
2022-06-07,467
2022-06-08,451
2022-06-09,443
2022-06-10,468
2022-06-11,411
2022-06-12,420
2022-06-13,627
2022-06-14,569
2022-06-15,533
2022-06-16,441
2022-06-17,446
2022-06-18,517
2022-06-19,432
2022-06-20,453
2022-06-21,461
2022-06-22,465
2022-06-23,428
2022-06-24,404
2022-06-25,399
2022-06-26,373
2022-06-27,440
2022-06-28,654
2022-06-29,474
2022-06-30,486
2022-07-01,460
2022-07-02,404
2022-07-03,427
2022-07-04,427
2022-07-05,443
2022-07-06,484
2022-07-07,535
2022-07-08,520
2022-07-09,378
2022-07-10,324
2022-07-11,382
2022-07-12,427
2022-07-13,327
2022-07-14,372
2022-07-15,400
2022-07-16,385
2022-07-17,374
2022-07-18,434
2022-07-19,435
2022-07-20,383
2022-07-21,427
2022-07-22,389
2022-07-23,362
2022-07-24,360
2022-07-25,425
2022-07-26,403
2022-07-27,428
2022-07-28,459
2022-07-29,482
2022-07-30,491
2022-07-31,400
2022-08-01,484
2022-08-02,425
2022-08-03,419
2022-08-04,394
2022-08-05,447
2022-08-06,454
2022-08-07,583
2022-08-08,503
2022-08-09,459
2022-08-10,431
2022-08-11,446
2022-08-12,420
2022-08-13,480
2022-08-14,426
2022-08-15,446
2022-08-16,432
2022-08-17,428
2022-08-18,351
2022-08-19,432
2022-08-20,358
2022-08-21,299
2022-08-22,286
2022-08-23,334
2022-08-24,428
2022-08-25,481
2022-08-26,472
2022-08-27,333
2022-08-28,389
2022-08-29,350
2022-08-30,409
2022-08-31,574
2022-09-01,655
2022-09-02,424
2022-09-03,403
2022-09-04,364
2022-09-05,415
2022-09-06,514
2022-09-07,591
2022-09-08,427
2022-09-09,403
2022-09-10,357
2022-09-11,349
2022-09-12,379
2022-09-13,416
2022-09-14,390
2022-09-15,415
2022-09-16,340
2022-09-17,384
2022-09-18,357
2022-09-19,404
2022-09-20,469
2022-09-21,360
2022-09-22,348
2022-09-23,380
2022-09-24,327
2022-09-25,359
2022-09-26,374
2022-09-27,356
2022-09-28,434
2022-09-29,372
2022-09-30,371
2022-10-01,397
2022-10-02,348
2022-10-03,379
2022-10-04,371
2022-10-05,354
2022-10-06,374
2022-10-07,339
2022-10-08,370
2022-10-09,350
2022-10-10,422
2022-10-11,337
2022-10-12,350
2022-10-13,350
2022-10-14,384
2022-10-15,293
2022-10-16,304
2022-10-17,363
2022-10-18,374
2022-10-19,362
2022-10-20,322
2022-10-21,350
2022-10-22,363
2022-10-23,289
2022-10-24,375
2022-10-25,417
2022-10-26,483
2022-10-27,368
2022-10-28,375
2022-10-29,370
2022-10-30,328
2022-10-31,415
2022-11-01,482
2022-11-02,370
2022-11-03,396
2022-11-04,375
2022-11-05,373
2022-11-06,323
2022-11-07,353
2022-11-08,473
2022-11-09,548
2022-11-10,527
2022-11-11,576
2022-11-12,435
2022-11-13,504
2022-11-14,464
2022-11-15,438
2022-11-16,457
2022-11-17,434
2022-11-18,465
2022-11-19,492
2022-11-20,369
2022-11-21,456
2022-11-22,389
2022-11-23,421
2022-11-24,345
2022-11-25,441
2022-11-26,335
2022-11-27,354
2022-11-28,488
2022-11-29,410
2022-11-30,427
2022-12-01,442
2022-12-02,421
2022-12-03,387
2022-12-04,348
2022-12-05,443
2022-12-06,476
2022-12-07,473
2022-12-08,447
2022-12-09,400
2022-12-10,322
2022-12-11,356
2022-12-12,485
2022-12-13,496
2022-12-14,435
2022-12-15,397
2022-12-16,391
2022-12-17,348
2022-12-18,335
2022-12-19,362
2022-12-20,333
2022-12-21,338
2022-12-22,304
2022-12-23,336
2022-12-24,339
2022-12-25,314
2022-12-26,339
2022-12-27,356
2022-12-28,339
2022-12-29,329
2022-12-30,430
2022-12-31,358
2023-01-01,301
2023-01-02,363
2023-01-03,335
2023-01-04,396
2023-01-05,421
2023-01-06,380
2023-01-07,318
2023-01-08,341
2023-01-09,459
2023-01-10,410
2023-01-11,449
2023-01-12,416
2023-01-13,376
2023-01-14,439
2023-01-15,380
2023-01-16,396
2023-01-17,399
2023-01-18,363
2023-01-19,359
2023-01-20,379
2023-01-21,382
2023-01-22,356
2023-01-23,510
2023-01-24,427
2023-01-25,346
2023-01-26,373
2023-01-27,335
2023-01-28,309
2023-01-29,361
2023-01-30,397
2023-01-31,379
2023-02-01,403
2023-02-02,382
2023-02-03,358
2023-02-04,336
2023-02-05,310
2023-02-06,381
2023-02-07,427
2023-02-08,379
2023-02-09,421
2023-02-10,374
2023-02-11,327
2023-02-12,335
2023-02-13,409
2023-02-14,377
2023-02-15,426
2023-02-16,503
2023-02-17,458
2023-02-18,452
2023-02-19,390
2023-02-20,403
2023-02-21,431
2023-02-22,411
2023-02-23,526
2023-02-24,448
2023-02-25,635
2023-02-26,755
2023-02-27,527
2023-02-28,605
2023-03-01,1134
2023-03-02,732
2023-03-03,958
2023-03-04,686
2023-03-05,721
2023-03-06,961
2023-03-07,745
2023-03-08,582
2023-03-09,670
2023-03-10,771
2023-03-11,575
2023-03-12,614
2023-03-13,680
2023-03-14,628
2023-03-15,844
2023-03-16,625
2023-03-17,841
2023-03-18,1066
2023-03-19,2775
2023-03-20,2493
2023-03-21,1205
2023-03-22,1448
2023-03-23,1379
2023-03-24,1326
2023-03-25,2063
2023-03-26,1603
2023-03-27,1552
2023-03-28,1215
2023-03-29,1504
2023-03-30,1530
2023-03-31,1459
2023-04-01,1955
2023-04-02,2232
2023-04-03,1682
2023-04-04,2338
2023-04-05,1947
2023-04-06,2055
2023-04-07,2682
2023-04-08,3023
2023-04-09,2014
2023-04-10,1768
2023-04-11,2233
2023-04-12,1823
2023-04-13,1490
2023-04-14,1188
2023-04-15,1208
2023-04-16,1027
2023-04-17,1349
2023-04-18,1168
2023-04-19,1144
2023-04-20,1201
2023-04-21,1438
2023-04-22,1129
2023-04-23,3015
2023-04-24,1675
2023-04-25,2123
2023-04-26,2397
2023-04-27,3031
2023-04-28,4520
2023-04-29,4580
2023-04-30,10770
2023-05-01,19000
2023-05-02,14613
2023-05-03,14053
2023-05-04,10942
2023-05-05,15743
2023-05-06,29773
2023-05-07,30741
2023-05-08,43351
2023-05-09,36728
2023-05-10,32362
2023-05-11,23753
2023-05-12,19869
2023-05-13,18071
2023-05-14,20014
2023-05-15,18633
2023-05-16,21968
2023-05-17,24964
2023-05-18,21455
2023-05-19,20209
2023-05-20,17673
2023-05-21,20864
2023-05-22,16363
2023-05-23,15154
2023-05-24,12103
2023-05-25,18169
2023-05-26,32613
2023-05-27,18581
2023-05-28,26174
2023-05-29,24496
2023-05-30,23767
2023-05-31,17682
2023-06-01,13457
2023-06-02,27538
2023-06-03,14293
2023-06-04,13139
2023-06-05,14671
2023-06-06,25072
2023-06-07,26308
2023-06-08,16747
2023-06-09,18363
2023-06-10,10894
2023-06-11,11915
2023-06-12,13351
2023-06-13,11618
2023-06-14,12744
2023-06-15,11580
2023-06-16,16403
2023-06-17,15488
2023-06-18,11871
2023-06-19,10333
2023-06-20,15601
2023-06-21,8970
2023-06-22,9083
2023-06-23,7607
2023-06-24,7543
2023-06-25,8496
2023-06-26,6910
2023-06-27,6644
2023-06-28,6549
2023-06-29,8621
2023-06-30,9754
2023-07-01,7518
2023-07-02,4910
2023-07-03,6316
2023-07-04,5553
2023-07-05,12167
2023-07-06,6174
2023-07-07,5945
2023-07-08,6695
2023-07-09,6433
2023-07-10,6460
2023-07-11,8129
2023-07-12,9655
2023-07-13,6819
2023-07-14,6268
2023-07-15,6772
2023-07-16,8239
2023-07-17,7526
2023-07-18,6904
2023-07-19,7954
2023-07-20,6417
2023-07-21,4960
2023-07-22,3692
2023-07-23,5648
2023-07-24,6540
2023-07-25,7254
2023-07-26,6919
2023-07-27,7455
2023-07-28,6190
2023-07-29,6741
2023-07-30,7175
2023-07-31,3636
2023-08-01,3965
2023-08-02,3831
2023-08-03,4147
2023-08-04,3458
2023-08-05,3725
2023-08-06,3219
2023-08-07,3970
2023-08-08,6102
2023-08-09,4322
2023-08-10,3413
2023-08-11,4375
2023-08-12,4394
2023-08-13,3291
2023-08-14,4374
2023-08-15,4511
2023-08-16,4265
2023-08-17,3515
2023-08-18,4022
2023-08-19,2958
2023-08-20,2726
2023-08-21,3072
2023-08-22,2486
2023-08-23,2973
2023-08-24,2721
2023-08-25,3165
2023-08-26,3289
2023-08-27,2388
2023-08-28,2639
2023-08-29,3446
2023-08-30,3511
2023-08-31,4709
2023-09-01,3864
2023-09-02,3856
2023-09-03,3635
2023-09-04,3083
2023-09-05,2727
2023-09-06,2544
2023-09-07,2762
2023-09-08,2259
2023-09-09,2731
2023-09-10,2314
2023-09-11,2152
2023-09-12,3077
2023-09-13,3382
2023-09-14,2605
2023-09-15,3895
2023-09-16,3830
2023-09-17,4759
2023-09-18,6978
2023-09-19,4916
2023-09-20,3967
2023-09-21,2791
2023-09-22,3507
2023-09-23,4873
2023-09-24,3618
2023-09-25,2692
2023-09-26,3501
2023-09-27,3892
2023-09-28,3622
2023-09-29,3225
2023-09-30,2126
2023-10-01,2704
2023-10-02,2860
2023-10-03,4864
2023-10-04,4639
2023-10-05,4778
2023-10-06,3894
2023-10-07,3813
2023-10-08,3580
2023-10-09,3067
2023-10-10,4317
2023-10-11,3268
2023-10-12,3125
2023-10-13,3098
2023-10-14,4473
2023-10-15,5209
2023-10-16,4266
2023-10-17,4040
2023-10-18,3016
2023-10-19,3056
2023-10-20,2714
2023-10-21,3359
2023-10-22,4462
2023-10-23,3710
2023-10-24,3148
2023-10-25,4225
2023-10-26,4749
2023-10-27,4782
2023-10-28,7312
2023-10-29,7082
2023-10-30,6713
2023-10-31,6430
2023-11-01,9737
2023-11-02,10986
2023-11-03,11612
2023-11-04,12735
2023-11-05,10240
2023-11-06,12173
2023-11-07,21561
2023-11-08,22229
2023-11-09,11723
2023-11-10,17847
2023-11-11,15093
2023-11-12,12896
2023-11-13,13645
2023-11-14,14767
2023-11-15,17240
2023-11-16,16513
2023-11-17,19590
2023-11-18,18430
2023-11-19,23178
2023-11-20,16172
2023-11-21,20242
2023-11-22,13341
2023-11-23,11521
2023-11-24,11881
2023-11-25,10084
2023-11-26,10041
2023-11-27,9875
2023-11-28,14986
2023-11-29,13775
2023-11-30,13161
2023-12-01,14213
2023-12-02,19541
2023-12-03,15686
2023-12-04,20491
2023-12-05,33673
2023-12-06,35357
2023-12-07,14209
2023-12-08,17295
2023-12-09,18825
2023-12-10,23006
2023-12-11,19453
2023-12-12,35188
2023-12-13,48481
2023-12-14,48386
2023-12-15,33231
2023-12-16,32144
2023-12-17,30242
2023-12-18,31022
2023-12-19,31370
2023-12-20,25014
2023-12-21,27432
2023-12-22,24828
2023-12-23,23813
2023-12-24,19425
2023-12-25,21093
2023-12-26,16353
2023-12-27,13076
2023-12-28,14269
2023-12-29,22688
2023-12-30,18267
2023-12-31,12551
2024-01-01,14944
2024-01-02,17034
2024-01-03,26606
2024-01-04,29038
2024-01-05,22227
2024-01-06,19854
2024-01-07,26221
2024-01-08,18339
2024-01-09,19536
2024-01-10,15389
2024-01-11,23935
2024-01-12,17271
2024-01-13,13080
2024-01-14,11344
2024-01-15,12255
2024-01-16,10040
2024-01-17,13659
2024-01-18,15881
2024-01-19,11797
2024-01-20,10650
2024-01-21,8772
2024-01-22,18263
2024-01-23,16734
2024-01-24,16161
2024-01-25,13521
2024-01-26,14856
2024-01-27,14986
2024-01-28,15791
2024-01-29,13239
2024-01-30,12149
2024-01-31,11639
2024-02-01,16935
2024-02-02,18453
2024-02-03,16467
2024-02-04,19425
2024-02-05,20090
2024-02-06,19800
2024-02-07,16075
2024-02-08,18351
2024-02-09,18034
2024-02-10,12058
2024-02-11,10962
2024-02-12,16883
2024-02-13,15715
2024-02-14,19276
2024-02-15,13879
2024-02-16,20446
2024-02-17,15075
2024-02-18,16229
2024-02-19,13980
2024-02-20,15034
2024-02-21,15804
2024-02-22,19793
2024-02-23,17234
2024-02-24,14903
2024-02-25,23052
2024-02-26,23990
2024-02-27,20319
2024-02-28,23720
2024-02-29,25730
2024-03-01,27825
2024-03-02,23795
2024-03-03,31070
2024-03-04,27268
2024-03-05,23129
2024-03-06,21593
2024-03-07,20238
2024-03-08,27517
2024-03-09,27792
2024-03-10,25206
2024-03-11,22406
2024-03-12,19516
2024-03-13,21198
2024-03-14,21627
2024-03-15,22314
2024-03-16,21350
2024-03-17,22820
2024-03-18,30233
2024-03-19,36478
2024-03-20,20116
2024-03-21,24016
2024-03-22,21874
2024-03-23,23903
2024-03-24,21165
2024-03-25,19751
2024-03-26,18857
2024-03-27,24084
2024-03-28,25579
2024-03-29,21127
2024-03-30,19314
2024-03-31,19806
2024-04-01,23790
2024-04-02,22543
2024-04-03,16299
2024-04-04,16482
2024-04-05,20914
2024-04-06,28487
2024-04-07,34271
2024-04-08,36400
2024-04-09,35233
2024-04-10,57710
2024-04-11,44426
2024-04-12,40563
2024-04-13,40695
2024-04-14,42211
2024-04-15,42520
2024-04-16,50143
2024-04-17,42357
2024-04-18,45812
2024-04-19,54827
2024-04-20,46875
2024-04-21,46031
2024-04-22,38939
2024-04-23,38408
2024-04-24,33327
2024-04-25,30672
2024-04-26,44655
2024-04-27,59277
2024-04-28,44591
2024-04-29,60008
2024-04-30,57030
2024-05-01,89494
2024-05-02,130601
2024-05-03,30268
2024-05-04,30113
2024-05-05,57907
2024-05-06,70687
2024-05-07,24884
2024-05-08,55153
2024-05-09,68729
2024-05-10,118013
2024-05-11,120339
2024-05-12,165289
2024-05-13,108754
2024-05-14,105942
2024-05-15,86103
2024-05-16,90179
2024-05-17,191673
2024-05-18,62576
2024-05-19,97195
2024-05-20,123811
2024-05-21,110929
2024-05-22,126471
2024-05-23,129544
2024-05-24,100723
2024-05-25,176056
2024-05-26,160174
2024-05-27,41445
2024-05-28,108608
2024-05-29,92339
2024-05-30,32581
2024-05-31,45080
2024-06-01,88689
2024-06-02,62394
2024-06-03,59280
2024-06-04,69454
2024-06-05,51797
2024-06-06,51074
2024-06-07,21760
2024-06-08,50209
2024-06-09,94080
2024-06-10,71272
2024-06-11,44589
2024-06-12,76213
2024-06-13,90203
2024-06-14,57761
2024-06-15,43529
2024-06-16,28674
2024-06-17,40446
2024-06-18,45068
2024-06-19,58718
2024-06-20,47648
2024-06-21,70400
2024-06-22,108692
2024-06-23,94393
2024-06-24,59936
2024-06-25,67761
2024-06-26,65912
2024-06-27,37070
2024-06-28,106822
2024-06-29,179229
2024-06-30,61866
2024-07-01,65345
2024-07-02,69210
2024-07-03,87573
2024-07-04,85334
2024-07-05,76378
2024-07-06,73459
2024-07-07,87996
2024-07-08,68341
2024-07-09,117174
2024-07-10,116005
2024-07-11,87322
2024-07-12,176910
2024-07-13,94291
2024-07-14,68656
2024-07-15,35102
2024-07-16,38848
2024-07-17,57628
2024-07-18,56246
2024-07-19,33818
2024-07-20,62528
2024-07-21,86946
2024-07-22,94920
2024-07-23,126210
2024-07-24,114897
2024-07-25,142740
2024-07-26,49817
2024-07-27,14555
2024-07-28,179752
2024-07-29,144051
2024-07-30,210207
2024-07-31,144423
2024-08-01,123779
2024-08-02,53779
2024-08-03,115658
2024-08-04,71431
2024-08-05,94930
2024-08-06,82295
2024-08-07,39825
2024-08-08,59162
2024-08-09,56777
2024-08-10,136458
2024-08-11,187191
2024-08-12,60355
2024-08-13,129649
2024-08-14,93571
2024-08-15,204967
2024-08-16,115122
2024-08-17,211477
2024-08-18,287621
2024-08-19,136743
2024-08-20,238264
2024-08-21,152622
2024-08-22,215465
2024-08-23,206185
2024-08-24,149265
2024-08-25,150215
2024-08-26,169884
2024-08-27,176474
2024-08-28,183274
2024-08-29,89207
2024-08-30,137144
2024-08-31,298009
2024-09-01,222020
2024-09-02,223444
2024-09-03,175388
2024-09-04,270438
2024-09-05,252080
2024-09-06,255330
2024-09-07,285598
2024-09-08,323294
2024-09-09,182620
2024-09-10,199893
2024-09-11,86539
2024-09-12,126997
2024-09-13,90254
2024-09-14,268031
2024-09-15,231235
2024-09-16,155474
2024-09-17,160681
2024-09-18,142852
2024-09-19,82607
2024-09-20,99482
2024-09-21,174661
2024-09-22,151609
2024-09-23,120142
2024-09-24,124038
2024-09-25,106304
2024-09-26,50460
2024-09-27,27322
2024-09-28,29035
2024-09-29,153113
2024-09-30,169638
2024-10-01,213400
2024-10-02,189324
2024-10-03,194552
2024-10-04,124482
2024-10-05,63167
2024-10-06,96208
2024-10-07,95267
2024-10-08,76872
2024-10-09,43182
2024-10-10,60740
2024-10-11,61971
2024-10-12,68624
2024-10-13,45690
2024-10-14,40851
2024-10-15,49029
2024-10-16,47841
2024-10-17,48052
2024-10-18,25727
2024-10-19,70070
2024-10-20,79419
2024-10-21,74404
2024-10-22,122296
2024-10-23,82331
2024-10-24,75482
2024-10-25,44592
2024-10-26,117397
2024-10-27,171173
2024-10-28,254093
2024-10-29,179949
2024-10-30,215254
2024-10-31,127321
2024-11-01,132731
2024-11-02,73368
2024-11-03,89757
2024-11-04,76952
2024-11-05,127931
2024-11-06,71741
2024-11-07,132293
2024-11-08,60420
2024-11-09,50333
2024-11-10,29091
2024-11-11,24273
2024-11-12,26624
2024-11-13,38794
2024-11-14,43326
2024-11-15,33232
2024-11-16,29328
2024-11-17,33373
2024-11-18,58390
2024-11-19,79616
2024-11-20,56941
2024-11-21,28357
2024-11-22,29386
2024-11-23,15445
2024-11-24,19602
2024-11-25,31318
2024-11-26,20640
2024-11-27,16441
2024-11-28,10917
2024-11-29,11443
2024-11-30,28381
2024-12-01,44604
2024-12-02,11723
2024-12-03,10769
2024-12-04,18118
2024-12-05,14519
2024-12-06,16591
2024-12-07,27878
2024-12-08,12661
2024-12-09,12773
2024-12-10,15188
2024-12-11,23018
2024-12-12,16827
2024-12-13,19907
2024-12-14,28452
2024-12-15,15379
2024-12-16,12518
2024-12-17,18099
2024-12-18,15527
2024-12-19,18199
2024-12-20,13669
2024-12-21,10294
2024-12-22,18770
2024-12-23,9331
2024-12-24,10052
2024-12-25,34223
2024-12-26,9540
2024-12-27,15094
2024-12-28,19343
2024-12-29,22499
2024-12-30,15586
2024-12-31,10718
2025-01-01,9436
2025-01-02,12612
2025-01-03,11899
2025-01-04,11736
2025-01-05,11060
2025-01-06,10661
2025-01-07,10149
2025-01-08,17153
2025-01-09,14958
2025-01-10,12944
2025-01-11,13446
2025-01-12,10619
2025-01-13,12349
2025-01-14,11111
2025-01-15,10583
2025-01-16,9989
2025-01-17,10168
2025-01-18,15623
2025-01-19,9713
2025-01-20,12801
2025-01-21,15119
2025-01-22,15574
2025-01-23,10247
2025-01-24,8499
2025-01-25,9061
2025-01-26,8593
2025-01-27,9453
2025-01-28,8356
2025-01-29,13773
2025-01-30,12681
2025-01-31,9541
2025-02-01,8032
2025-02-02,7809
2025-02-03,8343
2025-02-04,6257
2025-02-05,7576
2025-02-06,11618
2025-02-07,8008
2025-02-08,6889
2025-02-09,6867
2025-02-10,5975
2025-02-11,6563
2025-02-12,7670
2025-02-13,6792
2025-02-14,7576
2025-02-15,6898
2025-02-16,6439
2025-02-17,7066
2025-02-18,9250
2025-02-19,8041
2025-02-20,7019
2025-02-21,5763
2025-02-22,5455
2025-02-23,5187
2025-02-24,5934
2025-02-25,11649
2025-02-26,6312
2025-02-27,5885
2025-02-28,6267
2025-03-01,5099
2025-03-02,5515
2025-03-03,8882
2025-03-04,7004
2025-03-05,8680
2025-03-06,8023
2025-03-07,6799
2025-03-08,6361
2025-03-09,5566
2025-03-10,11371
2025-03-11,8132
2025-03-12,7154
2025-03-13,6783
2025-03-14,5994
2025-03-15,5016
2025-03-16,4800
2025-03-17,5734
2025-03-18,8694
2025-03-19,5608
2025-03-20,4799
2025-03-21,4714
2025-03-22,6426
2025-03-23,5547
2025-03-24,5360
2025-03-25,24819
2025-03-26,6655
2025-03-27,6511
2025-03-28,5662
2025-03-29,5580
2025-03-30,5610
2025-03-31,7736
2025-04-01,6322
2025-04-02,7141
2025-04-03,5535
2025-04-04,6365
2025-04-05,4495
2025-04-06,4009
2025-04-07,4189
2025-04-08,8168
2025-04-09,6666
2025-04-10,4816
2025-04-11,5746
2025-04-12,8073
2025-04-13,7071
2025-04-14,7283
2025-04-15,17680
2025-04-16,8267
2025-04-17,7291
2025-04-18,8406
2025-04-19,11054
2025-04-20,8073
2025-04-21,10730
2025-04-22,16373
2025-04-23,20778
2025-04-24,13468
