date,Miner In-House Transactions
2013-04-04,1761
2013-04-05,1290
2013-04-06,1020
2013-04-07,1041
2013-04-08,1632
2013-04-09,1987
2013-04-10,3524
2013-04-11,2566
2013-04-12,1313
2013-04-13,764
2013-04-14,637
2013-04-15,1100
2013-04-16,2092
2013-04-17,1315
2013-04-18,1426
2013-04-19,1680
2013-04-20,1131
2013-04-21,786
2013-04-22,1111
2013-04-23,1034
2013-04-24,1146
2013-04-25,1260
2013-04-26,1037
2013-04-27,908
2013-04-28,794
2013-04-29,2514
2013-04-30,1136
2013-05-01,1264
2013-05-02,1037
2013-05-03,1231
2013-05-04,689
2013-05-05,1034
2013-05-06,968
2013-05-07,1109
2013-05-08,971
2013-05-09,915
2013-05-10,1043
2013-05-11,967
2013-05-12,913
2013-05-13,1602
2013-05-14,1744
2013-05-15,2020
2013-05-16,1924
2013-05-17,739
2013-05-18,1337
2013-05-19,944
2013-05-20,686
2013-05-21,895
2013-05-22,877
2013-05-23,800
2013-05-24,756
2013-05-25,614
2013-05-26,1291
2013-05-27,1511
2013-05-28,780
2013-05-29,1051
2013-05-30,1021
2013-05-31,829
2013-06-01,1606
2013-06-02,632
2013-06-03,956
2013-06-04,959
2013-06-05,1013
2013-06-06,1182
2013-06-07,1147
2013-06-08,3158
2013-06-09,1681
2013-06-10,998
2013-06-11,1167
2013-06-12,1080
2013-06-13,777
2013-06-14,854
2013-06-15,396
2013-06-16,510
2013-06-17,717
2013-06-18,780
2013-06-19,686
2013-06-20,437
2013-06-21,638
2013-06-22,763
2013-06-23,443
2013-06-24,552
2013-06-25,491
2013-06-26,848
2013-06-27,531
2013-06-28,381
2013-06-29,350
2013-06-30,348
2013-07-01,417
2013-07-02,554
2013-07-03,536
2013-07-04,553
2013-07-05,720
2013-07-06,475
2013-07-07,474
2013-07-08,483
2013-07-09,508
2013-07-10,598
2013-07-11,819
2013-07-12,924
2013-07-13,673
2013-07-14,602
2013-07-15,703
2013-07-16,665
2013-07-17,628
2013-07-18,578
2013-07-19,847
2013-07-20,1101
2013-07-21,630
2013-07-22,688
2013-07-23,571
2013-07-24,700
2013-07-25,564
2013-07-26,540
2013-07-27,516
2013-07-28,615
2013-07-29,559
2013-07-30,475
2013-07-31,406
2013-08-01,724
2013-08-02,436
2013-08-03,1233
2013-08-04,340
2013-08-05,906
2013-08-06,492
2013-08-07,592
2013-08-08,635
2013-08-09,743
2013-08-10,503
2013-08-11,692
2013-08-12,647
2013-08-13,754
2013-08-14,628
2013-08-15,714
2013-08-16,767
2013-08-17,757
2013-08-18,697
2013-08-19,1504
2013-08-20,935
2013-08-21,672
2013-08-22,739
2013-08-23,571
2013-08-24,451
2013-08-25,458
2013-08-26,453
2013-08-27,528
2013-08-28,593
2013-08-29,528
2013-08-30,677
2013-08-31,697
2013-09-01,672
2013-09-02,786
2013-09-03,687
2013-09-04,708
2013-09-05,688
2013-09-06,861
2013-09-07,588
2013-09-08,666
2013-09-09,1187
2013-09-10,787
2013-09-11,556
2013-09-12,829
2013-09-13,626
2013-09-14,461
2013-09-15,558
2013-09-16,749
2013-09-17,671
2013-09-18,584
2013-09-19,676
2013-09-20,908
2013-09-21,436
2013-09-22,484
2013-09-23,591
2013-09-24,671
2013-09-25,706
2013-09-26,735
2013-09-27,748
2013-09-28,851
2013-09-29,599
2013-09-30,695
2013-10-01,1219
2013-10-02,777
2013-10-03,669
2013-10-04,778
2013-10-05,761
2013-10-06,629
2013-10-07,868
2013-10-08,805
2013-10-09,1129
2013-10-10,1293
2013-10-11,999
2013-10-12,970
2013-10-13,821
2013-10-14,1049
2013-10-15,752
2013-10-16,949
2013-10-17,1017
2013-10-18,909
2013-10-19,862
2013-10-20,1413
2013-10-21,1284
2013-10-22,1362
2013-10-23,1047
2013-10-24,995
2013-10-25,1045
2013-10-26,872
2013-10-27,683
2013-10-28,991
2013-10-29,728
2013-10-30,846
2013-10-31,1063
2013-11-01,904
2013-11-02,851
2013-11-03,1271
2013-11-04,1387
2013-11-05,1176
2013-11-06,1166
2013-11-07,1601
2013-11-08,1288
2013-11-09,1157
2013-11-10,1122
2013-11-11,1002
2013-11-12,1119
2013-11-13,1089
2013-11-14,1221
2013-11-15,1042
2013-11-16,886
2013-11-17,788
2013-11-18,1177
2013-11-19,1425
2013-11-20,1311
2013-11-21,1379
2013-11-22,1250
2013-11-23,1261
2013-11-24,1086
2013-11-25,1575
2013-11-26,1461
2013-11-27,1651
2013-11-28,1572
2013-11-29,1489
2013-11-30,1666
2013-12-01,1659
2013-12-02,1650
2013-12-03,1591
2013-12-04,1579
2013-12-05,1607
2013-12-06,1471
2013-12-07,1309
2013-12-08,1142
2013-12-09,1901
2013-12-10,1824
2013-12-11,1595
2013-12-12,2011
2013-12-13,1571
2013-12-14,1136
2013-12-15,1265
2013-12-16,1972
2013-12-17,1696
2013-12-18,1935
2013-12-19,1708
2013-12-20,2142
2013-12-21,1485
2013-12-22,1964
2013-12-23,2171
2013-12-24,2019
2013-12-25,1341
2013-12-26,1248
2013-12-27,1607
2013-12-28,1570
2013-12-29,1478
2013-12-30,1909
2013-12-31,1641
2014-01-01,1762
2014-01-02,1615
2014-01-03,2838
2014-01-04,1486
2014-01-05,1599
2014-01-06,2024
2014-01-07,2741
2014-01-08,2382
2014-01-09,2758
2014-01-10,1490
2014-01-11,1856
2014-01-12,1456
2014-01-13,1904
2014-01-14,2095
2014-01-15,2622
2014-01-16,2309
2014-01-17,2869
2014-01-18,2061
2014-01-19,2261
2014-01-20,2756
2014-01-21,2552
2014-01-22,2527
2014-01-23,2738
2014-01-24,2699
2014-01-25,2407
2014-01-26,1874
2014-01-27,2631
2014-01-28,2173
2014-01-29,2398
2014-01-30,2501
2014-01-31,2422
2014-02-01,2123
2014-02-02,2583
2014-02-03,2745
2014-02-04,3694
2014-02-05,3903
2014-02-06,4081
2014-02-07,2911
2014-02-08,3084
2014-02-09,2989
2014-02-10,2753
2014-02-11,2619
2014-02-12,2525
2014-02-13,3532
2014-02-14,3912
2014-02-15,2887
2014-02-16,1971
2014-02-17,2460
2014-02-18,3580
2014-02-19,3812
2014-02-20,3333
2014-02-21,2904
2014-02-22,2490
2014-02-23,2445
2014-02-24,3234
2014-02-25,2913
2014-02-26,3187
2014-02-27,2918
2014-02-28,3047
2014-03-01,2356
2014-03-02,2792
2014-03-03,4135
2014-03-04,4625
2014-03-05,3075
2014-03-06,3016
2014-03-07,3304
2014-03-08,2920
2014-03-09,3399
2014-03-10,3938
2014-03-11,3852
2014-03-12,3763
2014-03-13,3747
2014-03-14,2768
2014-03-15,2067
2014-03-16,1783
2014-03-17,1724
2014-03-18,1159
2014-03-19,2306
2014-03-20,2776
2014-03-21,2351
2014-03-22,2753
2014-03-23,2108
2014-03-24,3094
2014-03-25,3445
2014-03-26,3905
2014-03-27,2551
2014-03-28,2578
2014-03-29,2957
2014-03-30,2799
2014-03-31,2870
2014-04-01,2798
2014-04-02,3085
2014-04-03,2840
2014-04-04,4341
2014-04-05,3700
2014-04-06,3341
2014-04-07,4080
2014-04-08,4265
2014-04-09,3213
2014-04-10,2804
2014-04-11,3241
2014-04-12,2145
2014-04-13,2374
2014-04-14,3398
2014-04-15,3447
2014-04-16,4385
2014-04-17,3675
2014-04-18,3314
2014-04-19,2613
2014-04-20,2653
2014-04-21,2829
2014-04-22,4195
2014-04-23,3353
2014-04-24,4210
2014-04-25,3312
2014-04-26,2278
2014-04-27,2452
2014-04-28,2702
2014-04-29,3157
2014-04-30,2816
2014-05-01,3132
2014-05-02,3494
2014-05-03,2805
2014-05-04,2787
2014-05-05,3960
2014-05-06,4011
2014-05-07,3579
2014-05-08,3090
2014-05-09,2981
2014-05-10,2522
2014-05-11,3357
2014-05-12,4666
2014-05-13,3949
2014-05-14,4057
2014-05-15,3949
2014-05-16,3915
2014-05-17,3055
2014-05-18,2798
2014-05-19,3988
2014-05-20,4371
2014-05-21,4424
2014-05-22,4536
2014-05-23,4285
2014-05-24,3694
2014-05-25,3166
2014-05-26,4007
2014-05-27,3415
2014-05-28,2790
2014-05-29,3049
2014-05-30,3343
2014-05-31,2155
2014-06-01,2277
2014-06-02,3039
2014-06-03,3246
2014-06-04,2870
2014-06-05,2329
2014-06-06,2498
2014-06-07,1982
2014-06-08,2307
2014-06-09,2941
2014-06-10,3158
2014-06-11,2363
2014-06-12,3222
2014-06-13,3027
2014-06-14,2018
2014-06-15,2245
2014-06-16,2386
2014-06-17,3151
2014-06-18,2366
2014-06-19,3412
2014-06-20,2709
2014-06-21,2140
2014-06-22,2087
2014-06-23,3679
2014-06-24,3153
2014-06-25,2597
2014-06-26,3304
2014-06-27,2122
2014-06-28,2081
2014-06-29,2622
2014-06-30,2856
2014-07-01,2905
2014-07-02,2596
2014-07-03,3332
2014-07-04,2383
2014-07-05,2019
2014-07-06,2280
2014-07-07,2420
2014-07-08,2282
2014-07-09,2911
2014-07-10,2153
2014-07-11,2032
2014-07-12,1762
2014-07-13,2050
2014-07-14,2698
2014-07-15,2806
2014-07-16,1990
2014-07-17,2352
2014-07-18,2121
2014-07-19,2001
2014-07-20,1725
2014-07-21,2903
2014-07-22,2562
2014-07-23,2453
2014-07-24,2754
2014-07-25,2363
2014-07-26,2031
2014-07-27,2305
2014-07-28,2899
2014-07-29,2311
2014-07-30,2132
2014-07-31,2991
2014-08-01,2130
2014-08-02,1624
2014-08-03,1841
2014-08-04,2166
2014-08-05,2803
2014-08-06,2904
2014-08-07,2265
2014-08-08,2064
2014-08-09,2172
2014-08-10,2310
2014-08-11,2955
2014-08-12,2654
2014-08-13,2520
2014-08-14,3635
2014-08-15,4004
2014-08-16,4670
2014-08-17,5378
2014-08-18,3930
2014-08-19,4288
2014-08-20,2831
2014-08-21,3043
2014-08-22,2201
2014-08-23,2052
2014-08-24,2183
2014-08-25,3207
2014-08-26,2975
2014-08-27,2961
2014-08-28,3041
2014-08-29,2570
2014-08-30,2813
2014-08-31,2903
2014-09-01,4439
2014-09-02,3443
2014-09-03,2862
2014-09-04,3864
2014-09-05,3239
2014-09-06,3108
2014-09-07,3084
2014-09-08,3229
2014-09-09,3372
2014-09-10,3372
2014-09-11,2643
2014-09-12,3488
2014-09-13,2776
2014-09-14,3489
2014-09-15,3886
2014-09-16,3495
2014-09-17,3517
2014-09-18,3738
2014-09-19,3699
2014-09-20,3873
2014-09-21,3858
2014-09-22,4028
2014-09-23,4117
2014-09-24,4730
2014-09-25,4656
2014-09-26,3481
2014-09-27,2593
2014-09-28,3235
2014-09-29,3274
2014-09-30,3008
2014-10-01,3555
2014-10-02,3036
2014-10-03,3153
2014-10-04,2940
2014-10-05,2539
2014-10-06,3042
2014-10-07,2334
2014-10-08,2547
2014-10-09,3385
2014-10-10,3027
2014-10-11,1956
2014-10-12,1842
2014-10-13,2286
2014-10-14,2640
2014-10-15,2270
2014-10-16,2182
2014-10-17,2372
2014-10-18,1956
2014-10-19,2001
2014-10-20,2701
2014-10-21,2695
2014-10-22,2255
2014-10-23,2342
2014-10-24,2070
2014-10-25,1923
2014-10-26,1938
2014-10-27,2306
2014-10-28,2764
2014-10-29,4290
2014-10-30,2985
2014-10-31,2548
2014-11-01,2359
2014-11-02,2518
2014-11-03,2950
2014-11-04,3747
2014-11-05,3480
2014-11-06,3810
2014-11-07,3053
2014-11-08,2570
2014-11-09,2094
2014-11-10,3026
2014-11-11,2649
2014-11-12,3216
2014-11-13,2657
2014-11-14,2814
2014-11-15,2346
2014-11-16,2318
2014-11-17,2659
2014-11-18,3009
2014-11-19,3198
2014-11-20,3691
2014-11-21,2978
2014-11-22,2396
2014-11-23,2671
2014-11-24,2653
2014-11-25,3030
2014-11-26,2749
2014-11-27,2502
2014-11-28,2701
2014-11-29,2086
2014-11-30,3072
2014-12-01,3193
2014-12-02,2913
2014-12-03,2652
2014-12-04,2784
2014-12-05,2943
2014-12-06,2434
2014-12-07,2468
2014-12-08,4214
2014-12-09,2933
2014-12-10,2540
2014-12-11,2795
2014-12-12,2183
2014-12-13,1842
2014-12-14,2380
2014-12-15,3007
2014-12-16,3323
2014-12-17,2948
2014-12-18,2599
2014-12-19,3909
2014-12-20,3918
2014-12-21,2961
2014-12-22,3671
2014-12-23,4180
2014-12-24,2619
2014-12-25,1896
2014-12-26,2229
2014-12-27,2933
2014-12-28,2019
2014-12-29,2158
2014-12-30,2493
2014-12-31,2320
2015-01-01,1392
2015-01-02,2467
2015-01-03,2115
2015-01-04,1782
2015-01-05,2935
2015-01-06,1969
2015-01-07,2611
2015-01-08,3242
2015-01-09,2797
2015-01-10,2097
2015-01-11,2646
2015-01-12,1774
2015-01-13,3092
2015-01-14,3791
2015-01-15,4174
2015-01-16,2613
2015-01-17,3439
2015-01-18,2072
2015-01-19,2287
2015-01-20,2249
2015-01-21,2523
2015-01-22,2838
2015-01-23,3121
2015-01-24,2391
2015-01-25,1537
2015-01-26,2310
2015-01-27,2452
2015-01-28,1787
2015-01-29,2240
2015-01-30,3174
2015-01-31,2793
2015-02-01,2068
2015-02-02,2605
2015-02-03,2474
2015-02-04,2722
2015-02-05,2558
2015-02-06,2537
2015-02-07,2120
2015-02-08,1949
2015-02-09,3312
2015-02-10,3490
2015-02-11,2603
2015-02-12,2359
2015-02-13,3020
2015-02-14,2511
2015-02-15,2332
2015-02-16,3224
2015-02-17,3170
2015-02-18,2935
2015-02-19,3140
2015-02-20,2751
2015-02-21,2490
2015-02-22,2622
2015-02-23,3088
2015-02-24,3829
2015-02-25,3142
2015-02-26,3359
2015-02-27,2754
2015-02-28,2463
2015-03-01,2850
2015-03-02,3019
2015-03-03,3856
2015-03-04,3711
2015-03-05,4157
2015-03-06,4115
2015-03-07,3489
2015-03-08,3126
2015-03-09,3882
2015-03-10,4866
2015-03-11,4491
2015-03-12,3633
2015-03-13,3140
2015-03-14,4037
2015-03-15,3119
2015-03-16,3323
2015-03-17,4858
2015-03-18,4147
2015-03-19,3164
2015-03-20,3981
2015-03-21,3536
2015-03-22,3133
2015-03-23,4064
2015-03-24,3146
2015-03-25,3036
2015-03-26,3153
2015-03-27,3226
2015-03-28,2789
2015-03-29,3929
2015-03-30,4816
2015-03-31,4175
2015-04-01,3686
2015-04-02,2938
2015-04-03,2736
2015-04-04,2582
2015-04-05,2208
2015-04-06,2951
2015-04-07,3160
2015-04-08,3052
2015-04-09,4288
2015-04-10,3521
2015-04-11,3362
2015-04-12,2599
2015-04-13,3627
2015-04-14,3146
2015-04-15,3051
2015-04-16,2876
2015-04-17,2954
2015-04-18,2966
2015-04-19,3055
2015-04-20,2893
2015-04-21,3135
2015-04-22,3377
2015-04-23,2725
2015-04-24,2909
2015-04-25,2827
2015-04-26,2412
2015-04-27,3032
2015-04-28,3216
2015-04-29,3019
2015-04-30,3417
2015-05-01,3083
2015-05-02,2621
2015-05-03,2477
2015-05-04,3065
2015-05-05,3305
2015-05-06,3149
2015-05-07,3185
2015-05-08,3130
2015-05-09,2536
2015-05-10,2740
2015-05-11,3536
2015-05-12,3180
2015-05-13,3261
2015-05-14,2958
2015-05-15,3659
2015-05-16,2705
2015-05-17,3162
2015-05-18,3658
2015-05-19,3534
2015-05-20,4527
2015-05-21,2685
2015-05-22,3179
2015-05-23,2340
2015-05-24,2586
2015-05-25,3424
2015-05-26,4055
2015-05-27,3645
2015-05-28,4026
2015-05-29,4685
2015-05-30,4309
2015-05-31,3067
2015-06-01,4507
2015-06-02,4125
2015-06-03,5153
2015-06-04,3665
2015-06-05,3703
2015-06-06,3017
2015-06-07,2694
2015-06-08,3373
2015-06-09,3584
2015-06-10,3414
2015-06-11,4025
2015-06-12,4230
2015-06-13,3433
2015-06-14,4809
2015-06-15,5833
2015-06-16,3774
2015-06-17,4759
2015-06-18,3774
2015-06-19,3587
2015-06-20,3266
2015-06-21,3542
2015-06-22,3553
2015-06-23,3874
2015-06-24,3794
2015-06-25,3395
2015-06-26,5827
2015-06-27,4745
2015-06-28,3553
2015-06-29,4045
2015-06-30,3626
2015-07-01,6620
2015-07-02,3964
2015-07-03,3290
2015-07-04,3108
2015-07-05,2439
2015-07-06,3431
2015-07-07,2861
2015-07-08,1795
2015-07-09,3215
2015-07-10,4196
2015-07-11,3004
2015-07-12,3304
2015-07-13,5032
2015-07-14,12235
2015-07-15,12821
2015-07-16,10510
2015-07-17,14507
2015-07-18,18599
2015-07-19,28493
2015-07-20,3508
2015-07-21,3308
2015-07-22,3542
2015-07-23,3877
2015-07-24,4065
2015-07-25,3157
2015-07-26,2762
2015-07-27,3311
2015-07-28,3288
2015-07-29,3623
2015-07-30,3581
2015-07-31,3662
2015-08-01,2516
2015-08-02,10426
2015-08-03,6522
2015-08-04,3510
2015-08-05,3643
2015-08-06,2868
2015-08-07,2819
2015-08-08,2543
2015-08-09,2054
2015-08-10,3578
2015-08-11,3281
2015-08-12,3320
2015-08-13,3701
2015-08-14,3095
2015-08-15,2626
2015-08-16,2243
2015-08-17,3125
2015-08-18,3939
2015-08-19,3516
2015-08-20,3701
2015-08-21,4649
2015-08-22,4333
2015-08-23,4176
2015-08-24,5087
2015-08-25,3757
2015-08-26,3367
2015-08-27,3885
2015-08-28,3403
2015-08-29,2658
2015-08-30,3847
2015-08-31,3543
2015-09-01,4057
2015-09-02,3839
2015-09-03,5136
2015-09-04,3368
2015-09-05,3603
2015-09-06,2916
2015-09-07,3341
2015-09-08,3593
2015-09-09,3428
2015-09-10,3259
2015-09-11,18448
2015-09-12,20421
2015-09-13,12214
2015-09-14,14252
2015-09-15,9648
2015-09-16,4704
2015-09-17,3557
2015-09-18,15913
2015-09-19,2573
2015-09-20,2221
2015-09-21,3300
2015-09-22,3491
2015-09-23,3337
2015-09-24,3202
2015-09-25,3078
2015-09-26,2175
2015-09-27,2462
2015-09-28,2989
2015-09-29,3340
2015-09-30,3024
2015-10-01,3039
2015-10-02,3044
2015-10-03,1868
2015-10-04,1146
2015-10-05,1860
2015-10-06,1927
2015-10-07,2490
2015-10-08,3221
2015-10-09,1614
2015-10-10,1588
2015-10-11,1519
2015-10-12,2260
2015-10-13,2242
2015-10-14,3810
2015-10-15,3577
2015-10-16,3080
2015-10-17,2264
2015-10-18,2227
2015-10-19,3034
2015-10-20,3027
2015-10-21,3515
2015-10-22,3208
2015-10-23,2745
2015-10-24,1945
2015-10-25,2189
2015-10-26,1425
2015-10-27,1511
2015-10-28,1533
2015-10-29,1625
2015-10-30,1984
2015-10-31,1313
2015-11-01,1184
2015-11-02,2360
2015-11-03,2908
2015-11-04,3529
2015-11-05,3382
2015-11-06,2837
2015-11-07,2512
2015-11-08,2363
2015-11-09,3122
2015-11-10,3279
2015-11-11,3069
2015-11-12,3452
2015-11-13,4161
2015-11-14,3599
2015-11-15,2933
2015-11-16,2951
2015-11-17,2891
2015-11-18,3189
2015-11-19,3138
2015-11-20,3168
2015-11-21,2348
2015-11-22,2081
2015-11-23,2807
2015-11-24,2905
2015-11-25,2971
2015-11-26,2967
2015-11-27,2736
2015-11-28,2886
2015-11-29,1811
2015-11-30,3604
2015-12-01,3178
2015-12-02,3343
2015-12-03,2151
2015-12-04,2127
2015-12-05,3206
2015-12-06,3265
2015-12-07,3508
2015-12-08,4217
2015-12-09,5747
2015-12-10,5817
2015-12-11,4630
2015-12-12,4321
2015-12-13,3686
2015-12-14,4282
2015-12-15,4025
2015-12-16,4127
2015-12-17,4179
2015-12-18,4076
2015-12-19,3755
2015-12-20,4313
2015-12-21,5515
2015-12-22,4595
2015-12-23,4495
2015-12-24,4538
2015-12-25,3888
2015-12-26,2831
2015-12-27,2384
2015-12-28,2853
2015-12-29,3147
2015-12-30,2981
2015-12-31,2219
2016-01-01,1635
2016-01-02,2035
2016-01-03,2131
2016-01-04,2631
2016-01-05,2529
2016-01-06,2536
2016-01-07,2652
2016-01-08,2735
2016-01-09,3295
2016-01-10,3600
2016-01-11,3494
2016-01-12,2913
2016-01-13,2777
2016-01-14,2568
2016-01-15,2479
2016-01-16,2477
2016-01-17,2231
2016-01-18,2748
2016-01-19,2727
2016-01-20,3185
2016-01-21,3268
2016-01-22,2509
2016-01-23,2239
2016-01-24,1871
2016-01-25,2425
2016-01-26,2613
2016-01-27,2549
2016-01-28,2345
2016-01-29,3552
2016-01-30,3445
2016-01-31,3137
2016-02-01,3466
2016-02-02,2848
2016-02-03,2145
2016-02-04,3155
2016-02-05,3601
2016-02-06,3920
2016-02-07,2824
2016-02-08,3104
2016-02-09,2520
2016-02-10,3257
2016-02-11,3711
2016-02-12,3337
2016-02-13,3073
2016-02-14,3565
2016-02-15,4588
2016-02-16,4838
2016-02-17,5295
2016-02-18,4905
2016-02-19,4831
2016-02-20,4053
2016-02-21,4026
2016-02-22,4273
2016-02-23,3938
2016-02-24,3097
2016-02-25,3892
2016-02-26,3833
2016-02-27,3881
2016-02-28,4301
2016-02-29,4088
2016-03-01,3819
2016-03-02,4779
2016-03-03,3457
2016-03-04,3101
2016-03-05,3155
2016-03-06,3603
2016-03-07,4155
2016-03-08,4965
2016-03-09,3273
2016-03-10,2922
2016-03-11,2874
2016-03-12,2231
2016-03-13,2182
2016-03-14,2818
2016-03-15,2876
2016-03-16,3135
2016-03-17,2950
2016-03-18,2990
2016-03-19,2351
2016-03-20,2672
2016-03-21,2641
2016-03-22,3126
2016-03-23,2462
2016-03-24,2692
2016-03-25,2455
2016-03-26,2222
2016-03-27,2694
2016-03-28,3976
2016-03-29,3610
2016-03-30,3903
2016-03-31,2667
2016-04-01,2648
2016-04-02,2073
2016-04-03,2221
2016-04-04,2659
2016-04-05,2753
2016-04-06,2681
2016-04-07,2441
2016-04-08,2284
2016-04-09,2269
2016-04-10,2102
2016-04-11,2186
2016-04-12,2670
2016-04-13,2421
2016-04-14,2409
2016-04-15,2290
2016-04-16,2014
2016-04-17,2345
2016-04-18,2386
2016-04-19,2505
2016-04-20,2434
2016-04-21,2543
2016-04-22,2218
2016-04-23,1872
2016-04-24,1984
2016-04-25,2381
2016-04-26,2568
2016-04-27,2041
2016-04-28,1256
2016-04-29,1610
2016-04-30,1560
2016-05-01,1150
2016-05-02,1308
2016-05-03,1424
2016-05-04,1218
2016-05-05,1245
2016-05-06,1225
2016-05-07,1069
2016-05-08,1233
2016-05-09,1541
2016-05-10,2307
2016-05-11,2349
2016-05-12,1267
2016-05-13,1040
2016-05-14,1030
2016-05-15,1054
2016-05-16,1156
2016-05-17,1171
2016-05-18,1213
2016-05-19,1113
2016-05-20,1001
2016-05-21,830
2016-05-22,888
2016-05-23,1176
2016-05-24,1099
2016-05-25,1083
2016-05-26,1020
2016-05-27,1053
2016-05-28,876
2016-05-29,897
2016-05-30,1100
2016-05-31,1012
2016-06-01,1143
2016-06-02,1002
2016-06-03,991
2016-06-04,921
2016-06-05,882
2016-06-06,1107
2016-06-07,940
2016-06-08,922
2016-06-09,1019
2016-06-10,917
2016-06-11,962
2016-06-12,973
2016-06-13,1052
2016-06-14,837
2016-06-15,2315
2016-06-16,1947
2016-06-17,1824
2016-06-18,963
2016-06-19,953
2016-06-20,1119
2016-06-21,988
2016-06-22,951
2016-06-23,1404
2016-06-24,1039
2016-06-25,950
2016-06-26,953
2016-06-27,1037
2016-06-28,926
2016-06-29,987
2016-06-30,884
2016-07-01,1469
2016-07-02,1031
2016-07-03,2463
2016-07-04,2474
2016-07-05,839
2016-07-06,823
2016-07-07,812
2016-07-08,826
2016-07-09,701
2016-07-10,689
2016-07-11,835
2016-07-12,894
2016-07-13,955
2016-07-14,944
2016-07-15,865
2016-07-16,747
2016-07-17,728
2016-07-18,816
2016-07-19,656
2016-07-20,958
2016-07-21,799
2016-07-22,798
2016-07-23,644
2016-07-24,624
2016-07-25,865
2016-07-26,707
2016-07-27,759
2016-07-28,2142
2016-07-29,712
2016-07-30,512
2016-07-31,670
2016-08-01,942
2016-08-02,876
2016-08-03,1187
2016-08-04,1140
2016-08-05,561
2016-08-06,581
2016-08-07,580
2016-08-08,813
2016-08-09,733
2016-08-10,725
2016-08-11,895
2016-08-12,973
2016-08-13,598
2016-08-14,553
2016-08-15,584
2016-08-16,1213
2016-08-17,1092
2016-08-18,1070
2016-08-19,800
2016-08-20,604
2016-08-21,539
2016-08-22,892
2016-08-23,1040
2016-08-24,853
2016-08-25,672
2016-08-26,664
2016-08-27,852
2016-08-28,553
2016-08-29,669
2016-08-30,730
2016-08-31,598
2016-09-01,1065
2016-09-02,907
2016-09-03,809
2016-09-04,557
2016-09-05,738
2016-09-06,1843
2016-09-07,824
2016-09-08,717
2016-09-09,1157
2016-09-10,777
2016-09-11,826
2016-09-12,800
2016-09-13,847
2016-09-14,789
2016-09-15,796
2016-09-16,747
2016-09-17,724
2016-09-18,856
2016-09-19,658
2016-09-20,729
2016-09-21,685
2016-09-22,713
2016-09-23,727
2016-09-24,592
2016-09-25,677
2016-09-26,780
2016-09-27,820
2016-09-28,746
2016-09-29,660
2016-09-30,735
2016-10-01,727
2016-10-02,583
2016-10-03,920
2016-10-04,900
2016-10-05,795
2016-10-06,869
2016-10-07,915
2016-10-08,844
2016-10-09,886
2016-10-10,933
2016-10-11,1333
2016-10-12,885
2016-10-13,1004
2016-10-14,881
2016-10-15,638
2016-10-16,686
2016-10-17,754
2016-10-18,829
2016-10-19,718
2016-10-20,1042
2016-10-21,727
2016-10-22,632
2016-10-23,658
2016-10-24,857
2016-10-25,786
2016-10-26,889
2016-10-27,1157
2016-10-28,876
2016-10-29,975
2016-10-30,965
2016-10-31,1001
2016-11-01,860
2016-11-02,910
2016-11-03,860
2016-11-04,2839
2016-11-05,1143
2016-11-06,1947
2016-11-07,1184
2016-11-08,1300
2016-11-09,1153
2016-11-10,1237
2016-11-11,973
2016-11-12,948
2016-11-13,810
2016-11-14,1381
2016-11-15,963
2016-11-16,1217
2016-11-17,973
2016-11-18,1003
2016-11-19,949
2016-11-20,1094
2016-11-21,935
2016-11-22,770
2016-11-23,1005
2016-11-24,1153
2016-11-25,902
2016-11-26,884
2016-11-27,840
2016-11-28,1010
2016-11-29,997
2016-11-30,914
2016-12-01,806
2016-12-02,978
2016-12-03,1114
2016-12-04,954
2016-12-05,780
2016-12-06,1017
2016-12-07,915
2016-12-08,1167
2016-12-09,876
2016-12-10,760
2016-12-11,823
2016-12-12,880
2016-12-13,870
2016-12-14,832
2016-12-15,849
2016-12-16,952
2016-12-17,729
2016-12-18,764
2016-12-19,782
2016-12-20,810
2016-12-21,1040
2016-12-22,1049
2016-12-23,1004
2016-12-24,857
2016-12-25,866
2016-12-26,800
2016-12-27,860
2016-12-28,887
2016-12-29,817
2016-12-30,856
2016-12-31,763
2017-01-01,817
2017-01-02,989
2017-01-03,953
2017-01-04,1128
2017-01-05,828
2017-01-06,1375
2017-01-07,821
2017-01-08,839
2017-01-09,716
2017-01-10,1533
2017-01-11,1082
2017-01-12,1593
2017-01-13,1479
2017-01-14,1046
2017-01-15,990
2017-01-16,1294
2017-01-17,1664
2017-01-18,1644
2017-01-19,945
2017-01-20,854
2017-01-21,758
2017-01-22,705
2017-01-23,542
2017-01-24,830
2017-01-25,2149
2017-01-26,1885
2017-01-27,923
2017-01-28,728
2017-01-29,855
2017-01-30,728
2017-01-31,967
2017-02-01,1163
2017-02-02,834
2017-02-03,1040
2017-02-04,1068
2017-02-05,897
2017-02-06,810
2017-02-07,877
2017-02-08,1079
2017-02-09,1432
2017-02-10,1643
2017-02-11,1099
2017-02-12,1081
2017-02-13,1218
2017-02-14,1196
2017-02-15,1133
2017-02-16,857
2017-02-17,1027
2017-02-18,1084
2017-02-19,881
2017-02-20,891
2017-02-21,829
2017-02-22,907
2017-02-23,986
2017-02-24,1219
2017-02-25,1491
2017-02-26,881
2017-02-27,745
2017-02-28,961
2017-03-01,847
2017-03-02,919
2017-03-03,1258
2017-03-04,801
2017-03-05,867
2017-03-06,1060
2017-03-07,900
