date,Transaction Count (Total)
2024-05-07,1231931
2024-05-08,1159221
2024-05-09,1126649
2024-05-10,1154535
2024-05-11,1113685
2024-05-12,1055429
2024-05-13,1163122
2024-05-14,1182521
2024-05-15,1197067
2024-05-16,1218766
2024-05-17,1112590
2024-05-18,1082308
2024-05-19,1022057
2024-05-20,1124081
2024-05-21,1198696
2024-05-22,1188672
2024-05-23,1156304
2024-05-24,1164101
2024-05-25,1157033
2024-05-26,1139013
2024-05-27,1159616
2024-05-28,1105315
2024-05-29,1172771
2024-05-30,1149944
2024-05-31,1175396
2024-06-01,1119675
2024-06-02,1076974
2024-06-03,1152786
2024-06-04,1164380
2024-06-05,1178477
2024-06-06,1154720
2024-06-07,1184232
2024-06-08,1156305
2024-06-09,1142399
2024-06-10,1180168
2024-06-11,1177067
2024-06-12,1224208
2024-06-13,1230853
2024-06-14,1184071
2024-06-15,1137118
2024-06-16,1123092
2024-06-17,1143178
2024-06-18,1147395
2024-06-19,1127592
2024-06-20,1150083
2024-06-21,1263722
2024-06-22,1316624
2024-06-23,1095704
2024-06-24,1158931
2024-06-25,1193832
2024-06-26,1248199
2024-06-27,1173697
2024-06-28,1175815
2024-06-29,1142572
2024-06-30,1122964
2024-07-01,1155552
2024-07-02,1135937
2024-07-03,1151881
2024-07-04,1241195
2024-07-05,1237133
2024-07-06,1137910
2024-07-07,1028463
2024-07-08,1137702
2024-07-09,1151773
2024-07-10,1175636
2024-07-11,1191567
2024-07-12,1187556
2024-07-13,1144551
2024-07-14,1083062
2024-07-15,1156258
2024-07-16,1199035
2024-07-17,1187616
2024-07-18,1182695
2024-07-19,1143619
2024-07-20,1106348
2024-07-21,1110007
2024-07-22,1151384
2024-07-23,1153608
2024-07-24,1134655
2024-07-25,1125280
2024-07-26,1138693
2024-07-27,1073935
2024-07-28,1041777
2024-07-29,1093737
2024-07-30,1167025
2024-07-31,1166240
2024-08-01,1125933
2024-08-02,1087561
2024-08-03,1087774
2024-08-04,1043193
2024-08-05,1133164
2024-08-06,1130468
2024-08-07,1123175
2024-08-08,1097066
2024-08-09,1100553
2024-08-10,1051563
2024-08-11,985147
2024-08-12,1060624
2024-08-13,1088875
2024-08-14,1278666
2024-08-15,1252405
2024-08-16,1111995
2024-08-17,1003438
2024-08-18,1029131
2024-08-19,1042805
2024-08-20,1070613
2024-08-21,1084041
2024-08-22,1093186
2024-08-23,1125193
2024-08-24,1088203
2024-08-25,973412
2024-08-26,1114163
2024-08-27,1132797
2024-08-28,1149274
2024-08-29,1153728
2024-08-30,1133892
2024-08-31,1012648
2024-09-01,1011212
2024-09-02,1086384
2024-09-03,1129081
2024-09-04,1108873
2024-09-05,1121084
2024-09-06,1124382
2024-09-07,1115728
2024-09-08,1085480
2024-09-09,1158357
2024-09-10,1166560
2024-09-11,1170510
2024-09-12,1168620
2024-09-13,1158069
2024-09-14,1095765
2024-09-15,1086732
2024-09-16,1101816
2024-09-17,1144470
2024-09-18,1132760
2024-09-19,1178603
2024-09-20,1156825
2024-09-21,1082726
2024-09-22,1063818
2024-09-23,1135378
2024-09-24,1144263
2024-09-25,1151716
2024-09-26,1151158
2024-09-27,1202550
2024-09-28,1113743
2024-09-29,1116620
2024-09-30,1195210
2024-10-01,1266656
2024-10-02,1156600
2024-10-03,1161490
2024-10-04,1139613
2024-10-05,1099244
2024-10-06,1069768
2024-10-07,1154423
2024-10-08,1156248
2024-10-09,1182083
2024-10-10,1154738
2024-10-11,1227069
2024-10-12,1159085
2024-10-13,1060369
2024-10-14,1173591
2024-10-15,1212877
2024-10-16,1156834
2024-10-17,1247886
2024-10-18,1330449
2024-10-19,1250641
2024-10-20,1177600
2024-10-21,1185104
2024-10-22,1181372
2024-10-23,1137763
2024-10-24,1132267
2024-10-25,1143624
2024-10-26,1098532
2024-10-27,965098
2024-10-28,1053714
2024-10-29,1173025
2024-10-30,1106479
2024-10-31,1085336
2024-11-01,1101047
2024-11-02,1073738
2024-11-03,1114734
2024-11-04,1121115
2024-11-05,1105923
2024-11-06,1195439
2024-11-07,1223300
2024-11-08,1228931
2024-11-09,1154408
2024-11-10,1211713
2024-11-11,1276334
2024-11-12,1288787
2024-11-13,1270183
2024-11-14,1284085
2024-11-15,1244665
2024-11-16,1241006
2024-11-17,1204729
2024-11-18,1229167
2024-11-19,1222473
2024-11-20,1243428
2024-11-21,1266953
2024-11-22,1301173
2024-11-23,1277757
2024-11-24,1207132
2024-11-25,1292463
2024-11-26,1265769
2024-11-27,1275842
2024-11-28,1256719
2024-11-29,1279446
2024-11-30,1232587
2024-12-01,1228535
2024-12-02,1341788
2024-12-03,1349338
2024-12-04,1339995
2024-12-05,1344520
2024-12-06,1330997
2024-12-07,1243988
2024-12-08,1224361
2024-12-09,1329408
2024-12-10,1379827
2024-12-11,1297795
2024-12-12,1350929
2024-12-13,1280204
2024-12-14,1238981
2024-12-15,1199954
2024-12-16,1288678
2024-12-17,1319728
2024-12-18,1288421
2024-12-19,1281658
2024-12-20,1327871
2024-12-21,1257560
2024-12-22,1254501
2024-12-23,1306194
2024-12-24,1263508
2024-12-25,1206212
2024-12-26,1208665
2024-12-27,1240371
2024-12-28,1193108
2024-12-29,1199862
2024-12-30,1240007
2024-12-31,1248109
2025-01-01,1040808
2025-01-02,1086430
2025-01-03,1236060
2025-01-04,1161690
2025-01-05,1142808
2025-01-06,1214663
2025-01-07,1212018
2025-01-08,1200637
2025-01-09,1201934
2025-01-10,1191720
2025-01-11,1120421
2025-01-12,1097434
2025-01-13,1216397
2025-01-14,1228551
2025-01-15,1235101
2025-01-16,1243708
2025-01-17,1244622
2025-01-18,1242402
2025-01-19,1342035
2025-01-20,1389309
2025-01-21,1266425
2025-01-22,1272295
2025-01-23,1272961
2025-01-24,1372877
2025-01-25,1401619
2025-01-26,1224985
2025-01-27,1262797
2025-01-28,1189629
2025-01-29,1173714
2025-01-30,1192475
2025-01-31,1187266
2025-02-01,1128799
2025-02-02,1127284
2025-02-03,1244916
2025-02-04,1330098
2025-02-05,1209086
2025-02-06,1333804
2025-02-07,1330807
2025-02-08,1203788
2025-02-09,1187055
2025-02-10,1356631
2025-02-11,1325846
2025-02-12,1275635
2025-02-13,1321148
2025-02-14,1349547
2025-02-15,1171706
2025-02-16,1129295
2025-02-17,1358017
2025-02-18,1312465
2025-02-19,1257368
2025-02-20,1323505
2025-02-21,1357193
2025-02-22,1185038
2025-02-23,1119166
2025-02-24,1304929
2025-02-25,1397681
2025-02-26,1289180
2025-02-27,1302283
2025-02-28,1342176
2025-03-01,1121214
2025-03-02,1142048
2025-03-03,1328012
2025-03-04,1347191
2025-03-05,1273243
2025-03-06,1339568
2025-03-07,1277137
2025-03-08,1097056
2025-03-09,1123093
2025-03-10,1283100
2025-03-11,1311724
2025-03-12,1221476
2025-03-13,1183406
2025-03-14,1165047
2025-03-15,1002601
2025-03-16,971166
2025-03-17,1139344
2025-03-18,1165679
2025-03-19,1211649
2025-03-20,1210998
2025-03-21,1117996
2025-03-22,1047954
2025-03-23,979935
2025-03-24,1227168
2025-03-25,1243357
2025-03-26,1306796
2025-03-27,1280595
2025-03-28,1296364
2025-03-29,1128659
2025-03-30,1062800
2025-03-31,1317669
2025-04-01,1300318
2025-04-02,1302159
2025-04-03,1292692
2025-04-04,1256395
2025-04-05,1068681
2025-04-06,1113030
2025-04-07,1433231
2025-04-08,1428053
2025-04-09,1426415
2025-04-10,1329892
2025-04-11,1302595
2025-04-12,1169101
2025-04-13,1105874
2025-04-14,1251733
2025-04-15,1238535
2025-04-16,1213894
2025-04-17,1164340
2025-04-18,1117701
2025-04-19,1042005
2025-04-20,1010667
2025-04-21,1184491
2025-04-22,1292920
2025-04-23,1328925
2025-04-24,1245757
2025-04-25,1341665
2025-04-26,1206780
2025-04-27,1118393
2025-04-28,1277668
2025-04-29,1288148
2025-04-30,1296565
2025-05-01,1250968
2025-05-02,1264375
2025-05-03,1085909
2025-05-04,1263280
2025-05-05,1337825
2025-05-06,1278812
2025-05-07,1308305
2025-05-08,1452571
2025-05-09,1437369
2025-05-10,1334495
2025-05-11,1289814
2025-05-12,1383506
2025-05-13,1397764
2025-05-14,1395009
2025-05-15,1422792
2025-05-16,1405697
2025-05-17,1368235
2025-05-18,1238571
2025-05-19,1374666
2025-05-20,1451264
2025-05-21,1385790
2025-05-22,1392142
2025-05-23,1423961
2025-05-24,1240515
2025-05-25,1223203
2025-05-26,1359517
2025-05-27,1404749
2025-05-28,1387336
2025-05-29,1400670
2025-05-30,1500885
2025-05-31,1522834
2025-06-01,1313002
2025-06-02,1417405
2025-06-03,1433678
2025-06-04,1399775
2025-06-05,1419398
2025-06-06,1387542
2025-06-07,1385771
2025-06-08,1361016
2025-06-09,1391388
2025-06-10,1485125
2025-06-11,1450971
2025-06-12,1453409
2025-06-13,1419247
2025-06-14,1325700
2025-06-15,1265510
2025-06-16,1380852
2025-06-17,1432126
2025-06-18,1415169
2025-06-19,1362756
2025-06-20,1360603
2025-06-21,1307499
2025-06-22,1234821
2025-06-23,1361464
2025-06-24,1572073
2025-06-25,1750940
2025-06-26,1507750
2025-06-27,1391865
2025-06-28,1299686
2025-06-29,1236650
2025-06-30,1427472
2025-07-01,1410929
2025-07-02,1428483
2025-07-03,1453269
2025-07-04,1451984
2025-07-05,1277897
2025-07-06,1230437
2025-07-07,1449589
2025-07-08,1475362
2025-07-09,1463328
2025-07-10,1506901
2025-07-11,1512506
2025-07-12,1404234
2025-07-13,1312482
2025-07-14,1478503
2025-07-15,1465254
2025-07-16,1488281
2025-07-17,1493699
2025-07-18,1517614
2025-07-19,1408928
2025-07-20,1412561
2025-07-21,1605423
2025-07-22,1649941
2025-07-23,1616678
2025-07-24,1645615
2025-07-25,1645045
2025-07-26,1432233
2025-07-27,1478332
2025-07-28,1611473
2025-07-29,1713649
2025-07-30,1820997
2025-07-31,1808183
2025-08-01,1758669
2025-08-02,1642346
2025-08-03,1515955
2025-08-04,1728290
2025-08-05,1878031
2025-08-06,1833756
2025-08-07,1766308
2025-08-08,1711850
2025-08-09,1645152
2025-08-10,1670117
2025-08-11,1723347
2025-08-12,1740117
2025-08-13,1798606
2025-08-14,1760523
2025-08-15,1719513
2025-08-16,1533046
2025-08-17,1532247
2025-08-18,1706017
2025-08-19,1713301
2025-08-20,1696970
2025-08-21,1678588
2025-08-22,1673545
2025-08-23,1615078
2025-08-24,1565111
2025-08-25,1632504
2025-08-26,1599674
2025-08-27,1525228
2025-08-28,1629739
2025-08-29,1715662
2025-08-30,1483406
2025-08-31,1577838
2025-09-01,1692093
2025-09-02,1721464
2025-09-03,1646923
2025-09-04,1651304
2025-09-05,1644011
2025-09-06,1418127
2025-09-07,1339101
2025-09-08,1633704
2025-09-09,1678636
2025-09-10,1687034
2025-09-11,1709635
2025-09-12,1753023
2025-09-13,1637457
2025-09-14,1518453
2025-09-15,1675545
2025-09-16,1801312
2025-09-17,1687103
2025-09-18,1843631
2025-09-19,1721377
2025-09-20,1589396
2025-09-21,1418164
2025-09-22,1588927
2025-09-23,1688051
2025-09-24,1597810
2025-09-25,1624004
2025-09-26,1638605
2025-09-27,1427746
2025-09-28,1404703
2025-09-29,1703608
2025-09-30,1755868
2025-10-01,1704159
2025-10-02,1788467
2025-10-03,1634980
2025-10-04,1390296
2025-10-05,1387207
2025-10-06,1576776
2025-10-07,1595109
2025-10-08,1616085
2025-10-09,1594069
2025-10-10,1626874
2025-10-11,1647316
2025-10-12,1480041
2025-10-13,1580074
2025-10-14,1571829
2025-10-15,1634250
2025-10-16,1569376
2025-10-17,1649015
2025-10-18,1357463
2025-10-19,1276777
2025-10-20,1454607
2025-10-21,1561160
2025-10-22,1545336
2025-10-23,1571959
2025-10-24,1567092
2025-10-25,1310607
2025-10-26,1268621
2025-10-27,1592425
2025-10-28,1644088
2025-10-29,1562100
2025-10-30,1613405
2025-10-31,1639231
2025-11-01,1360364
2025-11-02,1440048
2025-11-03,1582519
2025-11-04,1613463
2025-11-05,1575784
2025-11-06,1649380
2025-11-07,1586398
2025-11-08,1491639
2025-11-09,1458302
2025-11-10,1575024
2025-11-11,1526371
2025-11-12,1455050
2025-11-13,1519021
2025-11-14,1604455
2025-11-15,1484873
2025-11-16,1373141
2025-11-17,1516435
2025-11-18,1518529
2025-11-19,1569897
2025-11-20,1594628
2025-11-21,1533133
2025-11-22,1353840
2025-11-23,1268889
2025-11-24,1434689
2025-11-25,1598545
2025-11-26,1660505
2025-11-27,1892795
2025-11-28,1689025
2025-11-29,1364687
2025-11-30,1380993
2025-12-01,1846657
2025-12-02,1804162
2025-12-03,1852396
2025-12-04,1713350
2025-12-05,1708608
2025-12-06,1444550
2025-12-07,1124281
2025-12-08,1306645
2025-12-09,1463824
2025-12-10,1602340
2025-12-11,1611771
2025-12-12,1458943
2025-12-13,1283192
2025-12-14,1197528
2025-12-15,1559887
2025-12-16,1645312
2025-12-17,1644033
2025-12-18,1703217
2025-12-19,1693722
2025-12-20,1617520
2025-12-21,1552206
2025-12-22,1788353
2025-12-23,1913481
2025-12-24,1875438
2025-12-25,1578577
2025-12-26,1732102
2025-12-27,1643744
2025-12-28,1621715
2025-12-29,2230801
2025-12-30,2122776
2025-12-31,2130049
2026-01-01,1941246
2026-01-02,1987000
2026-01-03,2020414
2026-01-04,1727390
2026-01-05,2084513
2026-01-06,2008996
2026-01-07,2030046
2026-01-08,2060683
2026-01-09,2086825
2026-01-10,1891622
2026-01-11,1819598
2026-01-12,2164623
2026-01-13,2319935
2026-01-14,2595176
2026-01-15,2812123
2026-01-16,2885524
2026-01-17,2398473
2026-01-18,1920802
2026-01-19,2528438
2026-01-20,2288096
2026-01-21,2473536
2026-01-22,2372922
2026-01-23,2531327
2026-01-24,2268230
2026-01-25,2181909
2026-01-26,2362952
2026-01-27,2558259
2026-01-28,2726585
2026-01-29,2625095
2026-01-30,2290086
2026-01-31,2047319
2026-02-01,2538407
2026-02-02,2308687
2026-02-03,2563472
2026-02-04,2489539
2026-02-05,2263196
2026-02-06,2418421
2026-02-07,2896853
2026-02-08,2317029
2026-02-09,2709180
2026-02-10,2843652
2026-02-11,2466399
2026-02-12,2190099
2026-02-13,2275538
2026-02-14,1932723
2026-02-15,1747152
2026-02-16,2005852
2026-02-17,1957905
2026-02-18,1996006
2026-02-19,2010885
2026-02-20,1869746
2026-02-21,1686661
2026-02-22,1728437
2026-02-23,2027183
2026-02-24,2068318
2026-02-25,2363418
2026-02-26,2137694
2026-02-27,2051384
2026-02-28,2026162
2026-03-01,1883259
2026-03-02,2201428
2026-03-03,2044346
2026-03-04,2026089
2026-03-05,2182628
2026-03-06,2134644
2026-03-07,1913802
2026-03-08,1724478
2026-03-09,2131079
2026-03-10,2257070
2026-03-11,2149499
2026-03-12,2210735
2026-03-13,2179905
2026-03-14,2027263
2026-03-15,1777105
2026-03-16,2158939
2026-03-17,2434980
2026-03-18,2610981
2026-03-19,2648418
2026-03-20,2417921
2026-03-21,2144976
2026-03-22,1852313
2026-03-23,2495605
2026-03-24,2563255
2026-03-25,2061186
2026-03-26,2449787
2026-03-27,2661907
2026-03-28,2494325
2026-03-29,1806814
2026-03-30,2275599
2026-03-31,2622649
2026-04-01,2363070
2026-04-02,2428667
2026-04-03,2302049
2026-04-04,2076522
2026-04-05,2032528
2026-04-06,2435658
2026-04-07,2566181
2026-04-08,2423150
2026-04-09,2370057
2026-04-10,2415730
