Datetime,Miner In-House Transactions
2024-02-25T00:00:00Z,23052
2024-02-24T00:00:00Z,14903
2024-02-23T00:00:00Z,17234
2024-02-22T00:00:00Z,19793
2024-02-21T00:00:00Z,15804
2024-02-20T00:00:00Z,15034
2024-02-19T00:00:00Z,13980
2024-02-18T00:00:00Z,16229
2024-02-17T00:00:00Z,15075
2024-02-16T00:00:00Z,20446
2024-02-15T00:00:00Z,13879
2024-02-14T00:00:00Z,19276
2024-02-13T00:00:00Z,15715
2024-02-12T00:00:00Z,16883
2024-02-11T00:00:00Z,10962
2024-02-10T00:00:00Z,12058
2024-02-09T00:00:00Z,18034
2024-02-08T00:00:00Z,18351
2024-02-07T00:00:00Z,16075
2024-02-06T00:00:00Z,19800
2024-02-05T00:00:00Z,20090
2024-02-04T00:00:00Z,19425
2024-02-03T00:00:00Z,16467
2024-02-02T00:00:00Z,18453
2024-02-01T00:00:00Z,16935
2024-01-31T00:00:00Z,11639
2024-01-30T00:00:00Z,12149
2024-01-29T00:00:00Z,13239
2024-01-28T00:00:00Z,15791
2024-01-27T00:00:00Z,14986
2024-01-26T00:00:00Z,14856
2024-01-25T00:00:00Z,13521
2024-01-24T00:00:00Z,16161
2024-01-23T00:00:00Z,16734
2024-01-22T00:00:00Z,18263
2024-01-21T00:00:00Z,8772
2024-01-20T00:00:00Z,10650
2024-01-19T00:00:00Z,11797
2024-01-18T00:00:00Z,15881
2024-01-17T00:00:00Z,13659
2024-01-16T00:00:00Z,10040
2024-01-15T00:00:00Z,12255
2024-01-14T00:00:00Z,11344
2024-01-13T00:00:00Z,13080
2024-01-12T00:00:00Z,17271
2024-01-11T00:00:00Z,23935
2024-01-10T00:00:00Z,15389
2024-01-09T00:00:00Z,19536
2024-01-08T00:00:00Z,18339
2024-01-07T00:00:00Z,26221
2024-01-06T00:00:00Z,19854
2024-01-05T00:00:00Z,22227
2024-01-04T00:00:00Z,29038
2024-01-03T00:00:00Z,26606
2024-01-02T00:00:00Z,17034
2024-01-01T00:00:00Z,14944
2023-12-31T00:00:00Z,12551
2023-12-30T00:00:00Z,18267
2023-12-29T00:00:00Z,22688
2023-12-28T00:00:00Z,14269
2023-12-27T00:00:00Z,13076
2023-12-26T00:00:00Z,16353
2023-12-25T00:00:00Z,21093
2023-12-24T00:00:00Z,19425
2023-12-23T00:00:00Z,23813
2023-12-22T00:00:00Z,24828
2023-12-21T00:00:00Z,27432
2023-12-20T00:00:00Z,25014
2023-12-19T00:00:00Z,31370
2023-12-18T00:00:00Z,31022
2023-12-17T00:00:00Z,30242
2023-12-16T00:00:00Z,32144
2023-12-15T00:00:00Z,33231
2023-12-14T00:00:00Z,48386
2023-12-13T00:00:00Z,48481
2023-12-12T00:00:00Z,35188
2023-12-11T00:00:00Z,19453
2023-12-10T00:00:00Z,23006
2023-12-09T00:00:00Z,18825
2023-12-08T00:00:00Z,17295
2023-12-07T00:00:00Z,14209
2023-12-06T00:00:00Z,35357
2023-12-05T00:00:00Z,33673
2023-12-04T00:00:00Z,20491
2023-12-03T00:00:00Z,15686
2023-12-02T00:00:00Z,19541
2023-12-01T00:00:00Z,14213
2023-11-30T00:00:00Z,13161
2023-11-29T00:00:00Z,13775
2023-11-28T00:00:00Z,14986
2023-11-27T00:00:00Z,9875
2023-11-26T00:00:00Z,10041
2023-11-25T00:00:00Z,10084
2023-11-24T00:00:00Z,11881
2023-11-23T00:00:00Z,11521
2023-11-22T00:00:00Z,13341
2023-11-21T00:00:00Z,20242
2023-11-20T00:00:00Z,16172
2023-11-19T00:00:00Z,23178
2023-11-18T00:00:00Z,18430
2023-11-17T00:00:00Z,19590
2023-11-16T00:00:00Z,16513
2023-11-15T00:00:00Z,17240
2023-11-14T00:00:00Z,14767
2023-11-13T00:00:00Z,13645
2023-11-12T00:00:00Z,12896
2023-11-11T00:00:00Z,15093
2023-11-10T00:00:00Z,17847
2023-11-09T00:00:00Z,11723
2023-11-08T00:00:00Z,22229
2023-11-07T00:00:00Z,21561
2023-11-06T00:00:00Z,12173
2023-11-05T00:00:00Z,10240
2023-11-04T00:00:00Z,12735
2023-11-03T00:00:00Z,11612
2023-11-02T00:00:00Z,10986
2023-11-01T00:00:00Z,9737
2023-10-31T00:00:00Z,6430
2023-10-30T00:00:00Z,6713
2023-10-29T00:00:00Z,7082
2023-10-28T00:00:00Z,7312
2023-10-27T00:00:00Z,4782
2023-10-26T00:00:00Z,4749
2023-10-25T00:00:00Z,4225
2023-10-24T00:00:00Z,3148
2023-10-23T00:00:00Z,3710
2023-10-22T00:00:00Z,4462
2023-10-21T00:00:00Z,3359
2023-10-20T00:00:00Z,2714
2023-10-19T00:00:00Z,3056
2023-10-18T00:00:00Z,3016
2023-10-17T00:00:00Z,4040
2023-10-16T00:00:00Z,4266
2023-10-15T00:00:00Z,5209
2023-10-14T00:00:00Z,4473
2023-10-13T00:00:00Z,3098
2023-10-12T00:00:00Z,3125
2023-10-11T00:00:00Z,3268
2023-10-10T00:00:00Z,4317
2023-10-09T00:00:00Z,3067
2023-10-08T00:00:00Z,3580
2023-10-07T00:00:00Z,3813
2023-10-06T00:00:00Z,3894
2023-10-05T00:00:00Z,4778
2023-10-04T00:00:00Z,4639
2023-10-03T00:00:00Z,4864
2023-10-02T00:00:00Z,2860
2023-10-01T00:00:00Z,2704
2023-09-30T00:00:00Z,2126
2023-09-29T00:00:00Z,3225
2023-09-28T00:00:00Z,3622
2023-09-27T00:00:00Z,3892
2023-09-26T00:00:00Z,3501
2023-09-25T00:00:00Z,2692
2023-09-24T00:00:00Z,3618
2023-09-23T00:00:00Z,4873
2023-09-22T00:00:00Z,3507
2023-09-21T00:00:00Z,2791
2023-09-20T00:00:00Z,3967
2023-09-19T00:00:00Z,4916
2023-09-18T00:00:00Z,6978
2023-09-17T00:00:00Z,4759
2023-09-16T00:00:00Z,3830
2023-09-15T00:00:00Z,3895
2023-09-14T00:00:00Z,2605
2023-09-13T00:00:00Z,3382
2023-09-12T00:00:00Z,3077
2023-09-11T00:00:00Z,2152
2023-09-10T00:00:00Z,2314
2023-09-09T00:00:00Z,2731
2023-09-08T00:00:00Z,2259
2023-09-07T00:00:00Z,2762
2023-09-06T00:00:00Z,2544
2023-09-05T00:00:00Z,2727
2023-09-04T00:00:00Z,3083
2023-09-03T00:00:00Z,3635
2023-09-02T00:00:00Z,3856
2023-09-01T00:00:00Z,3864
2023-08-31T00:00:00Z,4709
2023-08-30T00:00:00Z,3511
2023-08-29T00:00:00Z,3446
2023-08-28T00:00:00Z,2639
2023-08-27T00:00:00Z,2388
2023-08-26T00:00:00Z,3289
2023-08-25T00:00:00Z,3165
2023-08-24T00:00:00Z,2721
2023-08-23T00:00:00Z,2973
2023-08-22T00:00:00Z,2486
2023-08-21T00:00:00Z,3072
2023-08-20T00:00:00Z,2726
2023-08-19T00:00:00Z,2958
2023-08-18T00:00:00Z,4022
2023-08-17T00:00:00Z,3515
2023-08-16T00:00:00Z,4265
2023-08-15T00:00:00Z,4511
2023-08-14T00:00:00Z,4374
2023-08-13T00:00:00Z,3291
2023-08-12T00:00:00Z,4394
2023-08-11T00:00:00Z,4375
2023-08-10T00:00:00Z,3413
2023-08-09T00:00:00Z,4322
2023-08-08T00:00:00Z,6102
2023-08-07T00:00:00Z,3970
2023-08-06T00:00:00Z,3219
2023-08-05T00:00:00Z,3725
2023-08-04T00:00:00Z,3458
2023-08-03T00:00:00Z,4147
2023-08-02T00:00:00Z,3831
2023-08-01T00:00:00Z,3965
2023-07-31T00:00:00Z,3636
2023-07-30T00:00:00Z,7175
2023-07-29T00:00:00Z,6741
2023-07-28T00:00:00Z,6190
2023-07-27T00:00:00Z,7455
2023-07-26T00:00:00Z,6919
2023-07-25T00:00:00Z,7254
2023-07-24T00:00:00Z,6540
2023-07-23T00:00:00Z,5648
2023-07-22T00:00:00Z,3692
2023-07-21T00:00:00Z,4960
2023-07-20T00:00:00Z,6417
2023-07-19T00:00:00Z,7954
2023-07-18T00:00:00Z,6904
2023-07-17T00:00:00Z,7526
2023-07-16T00:00:00Z,8239
2023-07-15T00:00:00Z,6772
2023-07-14T00:00:00Z,6268
2023-07-13T00:00:00Z,6819
2023-07-12T00:00:00Z,9655
2023-07-11T00:00:00Z,8129
2023-07-10T00:00:00Z,6460
2023-07-09T00:00:00Z,6433
2023-07-08T00:00:00Z,6695
2023-07-07T00:00:00Z,5945
2023-07-06T00:00:00Z,6174
2023-07-05T00:00:00Z,12167
2023-07-04T00:00:00Z,5553
2023-07-03T00:00:00Z,6316
2023-07-02T00:00:00Z,4910
2023-07-01T00:00:00Z,7518
2023-06-30T00:00:00Z,9754
2023-06-29T00:00:00Z,8621
2023-06-28T00:00:00Z,6549
2023-06-27T00:00:00Z,6644
2023-06-26T00:00:00Z,6910
2023-06-25T00:00:00Z,8496
2023-06-24T00:00:00Z,7543
2023-06-23T00:00:00Z,7607
2023-06-22T00:00:00Z,9083
2023-06-21T00:00:00Z,8970
2023-06-20T00:00:00Z,15601
2023-06-19T00:00:00Z,10333
2023-06-18T00:00:00Z,11871
2023-06-17T00:00:00Z,15488
2023-06-16T00:00:00Z,16403
2023-06-15T00:00:00Z,11580
2023-06-14T00:00:00Z,12744
2023-06-13T00:00:00Z,11618
2023-06-12T00:00:00Z,13351
2023-06-11T00:00:00Z,11915
2023-06-10T00:00:00Z,10894
2023-06-09T00:00:00Z,18363
2023-06-08T00:00:00Z,16747
2023-06-07T00:00:00Z,26308
2023-06-06T00:00:00Z,25072
2023-06-05T00:00:00Z,14671
2023-06-04T00:00:00Z,13139
2023-06-03T00:00:00Z,14293
2023-06-02T00:00:00Z,27538
2023-06-01T00:00:00Z,13457
2023-05-31T00:00:00Z,17682
2023-05-30T00:00:00Z,23767
2023-05-29T00:00:00Z,24496
2023-05-28T00:00:00Z,26174
2023-05-27T00:00:00Z,18581
2023-05-26T00:00:00Z,32613
2023-05-25T00:00:00Z,18169
2023-05-24T00:00:00Z,12103
2023-05-23T00:00:00Z,15154
2023-05-22T00:00:00Z,16363
2023-05-21T00:00:00Z,20864
2023-05-20T00:00:00Z,17673
2023-05-19T00:00:00Z,20209
2023-05-18T00:00:00Z,21455
2023-05-17T00:00:00Z,24964
2023-05-16T00:00:00Z,21968
2023-05-15T00:00:00Z,18633
2023-05-14T00:00:00Z,20014
2023-05-13T00:00:00Z,18071
2023-05-12T00:00:00Z,19869
2023-05-11T00:00:00Z,23753
2023-05-10T00:00:00Z,32362
2023-05-09T00:00:00Z,36728
2023-05-08T00:00:00Z,43351
2023-05-07T00:00:00Z,30741
2023-05-06T00:00:00Z,29773
2023-05-05T00:00:00Z,15743
2023-05-04T00:00:00Z,10942
2023-05-03T00:00:00Z,14053
2023-05-02T00:00:00Z,14613
2023-05-01T00:00:00Z,19000
2023-04-30T00:00:00Z,10770
2023-04-29T00:00:00Z,4580
2023-04-28T00:00:00Z,4520
2023-04-27T00:00:00Z,3031
2023-04-26T00:00:00Z,2397
2023-04-25T00:00:00Z,2123
2023-04-24T00:00:00Z,1675
2023-04-23T00:00:00Z,3015
2023-04-22T00:00:00Z,1129
2023-04-21T00:00:00Z,1438
2023-04-20T00:00:00Z,1201
2023-04-19T00:00:00Z,1144
2023-04-18T00:00:00Z,1168
2023-04-17T00:00:00Z,1349
2023-04-16T00:00:00Z,1027
2023-04-15T00:00:00Z,1208
2023-04-14T00:00:00Z,1188
2023-04-13T00:00:00Z,1490
2023-04-12T00:00:00Z,1823
2023-04-11T00:00:00Z,2233
2023-04-10T00:00:00Z,1768
2023-04-09T00:00:00Z,2014
2023-04-08T00:00:00Z,3023
2023-04-07T00:00:00Z,2682
2023-04-06T00:00:00Z,2055
2023-04-05T00:00:00Z,1947
2023-04-04T00:00:00Z,2338
2023-04-03T00:00:00Z,1682
2023-04-02T00:00:00Z,2232
2023-04-01T00:00:00Z,1955
2023-03-31T00:00:00Z,1459
2023-03-30T00:00:00Z,1530
2023-03-29T00:00:00Z,1504
2023-03-28T00:00:00Z,1215
2023-03-27T00:00:00Z,1552
2023-03-26T00:00:00Z,1603
2023-03-25T00:00:00Z,2063
2023-03-24T00:00:00Z,1326
2023-03-23T00:00:00Z,1379
2023-03-22T00:00:00Z,1448
2023-03-21T00:00:00Z,1205
2023-03-20T00:00:00Z,2493
2023-03-19T00:00:00Z,2775
2023-03-18T00:00:00Z,1066
2023-03-17T00:00:00Z,841
2023-03-16T00:00:00Z,625
2023-03-15T00:00:00Z,844
2023-03-14T00:00:00Z,628
2023-03-13T00:00:00Z,680
2023-03-12T00:00:00Z,614
2023-03-11T00:00:00Z,575
2023-03-10T00:00:00Z,771
2023-03-09T00:00:00Z,670
2023-03-08T00:00:00Z,582
2023-03-07T00:00:00Z,745
2023-03-06T00:00:00Z,961
2023-03-05T00:00:00Z,721
2023-03-04T00:00:00Z,686
2023-03-03T00:00:00Z,958
2023-03-02T00:00:00Z,732
2023-03-01T00:00:00Z,1134
2023-02-28T00:00:00Z,605
2023-02-27T00:00:00Z,527
2023-02-26T00:00:00Z,755
2023-02-25T00:00:00Z,635
2023-02-24T00:00:00Z,448
2023-02-23T00:00:00Z,526
2023-02-22T00:00:00Z,411
2023-02-21T00:00:00Z,431
2023-02-20T00:00:00Z,403
2023-02-19T00:00:00Z,390
2023-02-18T00:00:00Z,452
2023-02-17T00:00:00Z,458
2023-02-16T00:00:00Z,503
2023-02-15T00:00:00Z,426
2023-02-14T00:00:00Z,377
2023-02-13T00:00:00Z,409
2023-02-12T00:00:00Z,335
2023-02-11T00:00:00Z,327
2023-02-10T00:00:00Z,374
2023-02-09T00:00:00Z,421
2023-02-08T00:00:00Z,379
2023-02-07T00:00:00Z,427
2023-02-06T00:00:00Z,381
2023-02-05T00:00:00Z,310
2023-02-04T00:00:00Z,336
2023-02-03T00:00:00Z,358
2023-02-02T00:00:00Z,382
2023-02-01T00:00:00Z,403
2023-01-31T00:00:00Z,379
2023-01-30T00:00:00Z,397
2023-01-29T00:00:00Z,361
2023-01-28T00:00:00Z,309
2023-01-27T00:00:00Z,335
2023-01-26T00:00:00Z,373
2023-01-25T00:00:00Z,346
2023-01-24T00:00:00Z,427
2023-01-23T00:00:00Z,510
2023-01-22T00:00:00Z,356
2023-01-21T00:00:00Z,382
2023-01-20T00:00:00Z,379
2023-01-19T00:00:00Z,359
2023-01-18T00:00:00Z,363
2023-01-17T00:00:00Z,399
2023-01-16T00:00:00Z,396
2023-01-15T00:00:00Z,380
2023-01-14T00:00:00Z,439
2023-01-13T00:00:00Z,376
2023-01-12T00:00:00Z,416
2023-01-11T00:00:00Z,449
2023-01-10T00:00:00Z,410
2023-01-09T00:00:00Z,459
2023-01-08T00:00:00Z,341
2023-01-07T00:00:00Z,318
2023-01-06T00:00:00Z,380
2023-01-05T00:00:00Z,421
2023-01-04T00:00:00Z,396
2023-01-03T00:00:00Z,335
2023-01-02T00:00:00Z,363
2023-01-01T00:00:00Z,301
2022-12-31T00:00:00Z,358
2022-12-30T00:00:00Z,430
2022-12-29T00:00:00Z,329
2022-12-28T00:00:00Z,339
2022-12-27T00:00:00Z,356
2022-12-26T00:00:00Z,339
2022-12-25T00:00:00Z,314
2022-12-24T00:00:00Z,339
2022-12-23T00:00:00Z,336
2022-12-22T00:00:00Z,304
2022-12-21T00:00:00Z,338
2022-12-20T00:00:00Z,333
2022-12-19T00:00:00Z,362
2022-12-18T00:00:00Z,335
2022-12-17T00:00:00Z,348
2022-12-16T00:00:00Z,391
2022-12-15T00:00:00Z,397
2022-12-14T00:00:00Z,435
2022-12-13T00:00:00Z,496
2022-12-12T00:00:00Z,485
2022-12-11T00:00:00Z,356
2022-12-10T00:00:00Z,322
2022-12-09T00:00:00Z,400
2022-12-08T00:00:00Z,447
2022-12-07T00:00:00Z,473
2022-12-06T00:00:00Z,476
2022-12-05T00:00:00Z,443
2022-12-04T00:00:00Z,348
2022-12-03T00:00:00Z,387
2022-12-02T00:00:00Z,421
2022-12-01T00:00:00Z,442
2022-11-30T00:00:00Z,427
2022-11-29T00:00:00Z,410
2022-11-28T00:00:00Z,488
2022-11-27T00:00:00Z,354
2022-11-26T00:00:00Z,335
2022-11-25T00:00:00Z,441
2022-11-24T00:00:00Z,345
2022-11-23T00:00:00Z,421
2022-11-22T00:00:00Z,389
2022-11-21T00:00:00Z,456
2022-11-20T00:00:00Z,369
2022-11-19T00:00:00Z,492
2022-11-18T00:00:00Z,465
2022-11-17T00:00:00Z,434
2022-11-16T00:00:00Z,457
2022-11-15T00:00:00Z,438
2022-11-14T00:00:00Z,464
2022-11-13T00:00:00Z,504
2022-11-12T00:00:00Z,435
2022-11-11T00:00:00Z,576
2022-11-10T00:00:00Z,527
2022-11-09T00:00:00Z,548
2022-11-08T00:00:00Z,473
2022-11-07T00:00:00Z,353
2022-11-06T00:00:00Z,323
2022-11-05T00:00:00Z,373
2022-11-04T00:00:00Z,375
2022-11-03T00:00:00Z,396
2022-11-02T00:00:00Z,370
2022-11-01T00:00:00Z,482
2022-10-31T00:00:00Z,415
2022-10-30T00:00:00Z,328
2022-10-29T00:00:00Z,370
2022-10-28T00:00:00Z,375
2022-10-27T00:00:00Z,368
2022-10-26T00:00:00Z,483
2022-10-25T00:00:00Z,417
2022-10-24T00:00:00Z,375
2022-10-23T00:00:00Z,289
2022-10-22T00:00:00Z,363
2022-10-21T00:00:00Z,350
2022-10-20T00:00:00Z,322
2022-10-19T00:00:00Z,362
2022-10-18T00:00:00Z,374
2022-10-17T00:00:00Z,363
2022-10-16T00:00:00Z,304
2022-10-15T00:00:00Z,293
2022-10-14T00:00:00Z,384
2022-10-13T00:00:00Z,350
2022-10-12T00:00:00Z,350
2022-10-11T00:00:00Z,337
2022-10-10T00:00:00Z,422
2022-10-09T00:00:00Z,350
2022-10-08T00:00:00Z,370
2022-10-07T00:00:00Z,339
2022-10-06T00:00:00Z,374
2022-10-05T00:00:00Z,354
2022-10-04T00:00:00Z,371
2022-10-03T00:00:00Z,379
2022-10-02T00:00:00Z,348
2022-10-01T00:00:00Z,397
2022-09-30T00:00:00Z,371
2022-09-29T00:00:00Z,372
2022-09-28T00:00:00Z,434
2022-09-27T00:00:00Z,356
2022-09-26T00:00:00Z,374
2022-09-25T00:00:00Z,359
2022-09-24T00:00:00Z,327
2022-09-23T00:00:00Z,380
2022-09-22T00:00:00Z,348
2022-09-21T00:00:00Z,360
2022-09-20T00:00:00Z,469
2022-09-19T00:00:00Z,404
2022-09-18T00:00:00Z,357
2022-09-17T00:00:00Z,384
2022-09-16T00:00:00Z,340
2022-09-15T00:00:00Z,415
2022-09-14T00:00:00Z,390
2022-09-13T00:00:00Z,416
2022-09-12T00:00:00Z,379
2022-09-11T00:00:00Z,349
2022-09-10T00:00:00Z,357
2022-09-09T00:00:00Z,403
2022-09-08T00:00:00Z,427
2022-09-07T00:00:00Z,591
2022-09-06T00:00:00Z,514
2022-09-05T00:00:00Z,415
2022-09-04T00:00:00Z,364
2022-09-03T00:00:00Z,403
2022-09-02T00:00:00Z,424
2022-09-01T00:00:00Z,655
2022-08-31T00:00:00Z,574
2022-08-30T00:00:00Z,409
2022-08-29T00:00:00Z,350
2022-08-28T00:00:00Z,389
2022-08-27T00:00:00Z,333
2022-08-26T00:00:00Z,472
2022-08-25T00:00:00Z,481
2022-08-24T00:00:00Z,428
2022-08-23T00:00:00Z,334
2022-08-22T00:00:00Z,286
2022-08-21T00:00:00Z,299
2022-08-20T00:00:00Z,358
2022-08-19T00:00:00Z,432
2022-08-18T00:00:00Z,351
2022-08-17T00:00:00Z,428
2022-08-16T00:00:00Z,432
2022-08-15T00:00:00Z,446
2022-08-14T00:00:00Z,426
2022-08-13T00:00:00Z,480
2022-08-12T00:00:00Z,420
2022-08-11T00:00:00Z,446
2022-08-10T00:00:00Z,431
2022-08-09T00:00:00Z,459
2022-08-08T00:00:00Z,503
2022-08-07T00:00:00Z,583
2022-08-06T00:00:00Z,454
2022-08-05T00:00:00Z,447
2022-08-04T00:00:00Z,394
2022-08-03T00:00:00Z,419
2022-08-02T00:00:00Z,425
2022-08-01T00:00:00Z,484
2022-07-31T00:00:00Z,400
2022-07-30T00:00:00Z,491
2022-07-29T00:00:00Z,482
2022-07-28T00:00:00Z,459
2022-07-27T00:00:00Z,428
2022-07-26T00:00:00Z,403
2022-07-25T00:00:00Z,425
2022-07-24T00:00:00Z,360
2022-07-23T00:00:00Z,362
2022-07-22T00:00:00Z,389
2022-07-21T00:00:00Z,427
2022-07-20T00:00:00Z,383
2022-07-19T00:00:00Z,435
2022-07-18T00:00:00Z,434
2022-07-17T00:00:00Z,374
2022-07-16T00:00:00Z,385
2022-07-15T00:00:00Z,400
2022-07-14T00:00:00Z,372
2022-07-13T00:00:00Z,327
2022-07-12T00:00:00Z,427
2022-07-11T00:00:00Z,382
2022-07-10T00:00:00Z,324
2022-07-09T00:00:00Z,378
2022-07-08T00:00:00Z,520
2022-07-07T00:00:00Z,535
2022-07-06T00:00:00Z,484
2022-07-05T00:00:00Z,443
2022-07-04T00:00:00Z,427
2022-07-03T00:00:00Z,427
2022-07-02T00:00:00Z,404
2022-07-01T00:00:00Z,460
2022-06-30T00:00:00Z,486
2022-06-29T00:00:00Z,474
2022-06-28T00:00:00Z,654
2022-06-27T00:00:00Z,440
2022-06-26T00:00:00Z,373
2022-06-25T00:00:00Z,399
2022-06-24T00:00:00Z,404
2022-06-23T00:00:00Z,428
2022-06-22T00:00:00Z,465
2022-06-21T00:00:00Z,461
2022-06-20T00:00:00Z,453
2022-06-19T00:00:00Z,432
2022-06-18T00:00:00Z,517
2022-06-17T00:00:00Z,446
2022-06-16T00:00:00Z,441
2022-06-15T00:00:00Z,533
2022-06-14T00:00:00Z,569
2022-06-13T00:00:00Z,627
2022-06-12T00:00:00Z,420
2022-06-11T00:00:00Z,411
2022-06-10T00:00:00Z,468
2022-06-09T00:00:00Z,443
2022-06-08T00:00:00Z,451
2022-06-07T00:00:00Z,467
2022-06-06T00:00:00Z,489
2022-06-05T00:00:00Z,410
2022-06-04T00:00:00Z,384
2022-06-03T00:00:00Z,437
2022-06-02T00:00:00Z,524
2022-06-01T00:00:00Z,546
2022-05-31T00:00:00Z,525
2022-05-30T00:00:00Z,489
2022-05-29T00:00:00Z,453
2022-05-28T00:00:00Z,376
2022-05-27T00:00:00Z,488
2022-05-26T00:00:00Z,475
2022-05-25T00:00:00Z,451
2022-05-24T00:00:00Z,468
2022-05-23T00:00:00Z,503
2022-05-22T00:00:00Z,423
2022-05-21T00:00:00Z,429
2022-05-20T00:00:00Z,535
2022-05-19T00:00:00Z,477
2022-05-18T00:00:00Z,501
2022-05-17T00:00:00Z,477
2022-05-16T00:00:00Z,512
2022-05-15T00:00:00Z,451
2022-05-14T00:00:00Z,526
2022-05-13T00:00:00Z,599
2022-05-12T00:00:00Z,707
2022-05-11T00:00:00Z,563
2022-05-10T00:00:00Z,522
2022-05-09T00:00:00Z,587
2022-05-08T00:00:00Z,449
2022-05-07T00:00:00Z,416
2022-05-06T00:00:00Z,660
2022-05-05T00:00:00Z,535
2022-05-04T00:00:00Z,510
2022-05-03T00:00:00Z,551
2022-05-02T00:00:00Z,541
2022-05-01T00:00:00Z,493
2022-04-30T00:00:00Z,664
2022-04-29T00:00:00Z,561
2022-04-28T00:00:00Z,525
2022-04-27T00:00:00Z,497
2022-04-26T00:00:00Z,496
2022-04-25T00:00:00Z,506
2022-04-24T00:00:00Z,487
2022-04-23T00:00:00Z,442
2022-04-22T00:00:00Z,510
2022-04-21T00:00:00Z,568
2022-04-20T00:00:00Z,598
2022-04-19T00:00:00Z,524
2022-04-18T00:00:00Z,716
2022-04-17T00:00:00Z,462
2022-04-16T00:00:00Z,497
2022-04-15T00:00:00Z,523
2022-04-14T00:00:00Z,612
2022-04-13T00:00:00Z,805
2022-04-12T00:00:00Z,695
2022-04-11T00:00:00Z,587
2022-04-10T00:00:00Z,478
2022-04-09T00:00:00Z,461
2022-04-08T00:00:00Z,540
2022-04-07T00:00:00Z,578
2022-04-06T00:00:00Z,552
2022-04-05T00:00:00Z,620
2022-04-04T00:00:00Z,647
2022-04-03T00:00:00Z,485
2022-04-02T00:00:00Z,602
2022-04-01T00:00:00Z,713
2022-03-31T00:00:00Z,561
2022-03-30T00:00:00Z,660
2022-03-29T00:00:00Z,711
2022-03-28T00:00:00Z,718
2022-03-27T00:00:00Z,618
2022-03-26T00:00:00Z,522
2022-03-25T00:00:00Z,670
2022-03-24T00:00:00Z,606
2022-03-23T00:00:00Z,609
2022-03-22T00:00:00Z,667
2022-03-21T00:00:00Z,576
2022-03-20T00:00:00Z,514
2022-03-19T00:00:00Z,559
2022-03-18T00:00:00Z,564
2022-03-17T00:00:00Z,554
2022-03-16T00:00:00Z,594
2022-03-15T00:00:00Z,593
2022-03-14T00:00:00Z,600
2022-03-13T00:00:00Z,517
2022-03-12T00:00:00Z,567
2022-03-11T00:00:00Z,569
2022-03-10T00:00:00Z,638
2022-03-09T00:00:00Z,696
2022-03-08T00:00:00Z,589
2022-03-07T00:00:00Z,636
2022-03-06T00:00:00Z,464
2022-03-05T00:00:00Z,645
2022-03-04T00:00:00Z,696
2022-03-03T00:00:00Z,688
2022-03-02T00:00:00Z,737
2022-03-01T00:00:00Z,920
2022-02-28T00:00:00Z,724
2022-02-27T00:00:00Z,651
2022-02-26T00:00:00Z,587
2022-02-25T00:00:00Z,624
2022-02-24T00:00:00Z,673
2022-02-23T00:00:00Z,579
2022-02-22T00:00:00Z,561
2022-02-21T00:00:00Z,539
2022-02-20T00:00:00Z,508
2022-02-19T00:00:00Z,525
2022-02-18T00:00:00Z,574
2022-02-17T00:00:00Z,547
2022-02-16T00:00:00Z,588
2022-02-15T00:00:00Z,574
2022-02-14T00:00:00Z,518
2022-02-13T00:00:00Z,521
2022-02-12T00:00:00Z,493
2022-02-11T00:00:00Z,526
2022-02-10T00:00:00Z,596
2022-02-09T00:00:00Z,566
2022-02-08T00:00:00Z,575
2022-02-07T00:00:00Z,570
2022-02-06T00:00:00Z,528
2022-02-05T00:00:00Z,527
2022-02-04T00:00:00Z,534
2022-02-03T00:00:00Z,518
2022-02-02T00:00:00Z,569
2022-02-01T00:00:00Z,589
2022-01-31T00:00:00Z,511
2022-01-30T00:00:00Z,523
2022-01-29T00:00:00Z,530
2022-01-28T00:00:00Z,575
2022-01-27T00:00:00Z,511
2022-01-26T00:00:00Z,384
2022-01-25T00:00:00Z,547
2022-01-24T00:00:00Z,635
2022-01-23T00:00:00Z,458
2022-01-22T00:00:00Z,640
2022-01-21T00:00:00Z,671
2022-01-20T00:00:00Z,591
2022-01-19T00:00:00Z,613
2022-01-18T00:00:00Z,612
2022-01-17T00:00:00Z,530
2022-01-16T00:00:00Z,494
2022-01-15T00:00:00Z,484
2022-01-14T00:00:00Z,577
2022-01-13T00:00:00Z,555
2022-01-12T00:00:00Z,529
2022-01-11T00:00:00Z,600
2022-01-10T00:00:00Z,565
2022-01-09T00:00:00Z,515
2022-01-08T00:00:00Z,515
2022-01-07T00:00:00Z,581
2022-01-06T00:00:00Z,569
2022-01-05T00:00:00Z,628
2022-01-04T00:00:00Z,621
2022-01-03T00:00:00Z,512
2022-01-02T00:00:00Z,500
2022-01-01T00:00:00Z,468
2021-12-31T00:00:00Z,598
2021-12-30T00:00:00Z,539
2021-12-29T00:00:00Z,538
2021-12-28T00:00:00Z,575
2021-12-27T00:00:00Z,570
2021-12-26T00:00:00Z,515
2021-12-25T00:00:00Z,462
2021-12-24T00:00:00Z,532
2021-12-23T00:00:00Z,585
2021-12-22T00:00:00Z,649
2021-12-21T00:00:00Z,616
2021-12-20T00:00:00Z,564
2021-12-19T00:00:00Z,496
2021-12-18T00:00:00Z,506
2021-12-17T00:00:00Z,498
2021-12-16T00:00:00Z,577
