date,Coinbase Premium Gap
2020-12-22,12.48
2020-12-23,-4.41
2020-12-24,-11.24
2020-12-25,-7.76
2020-12-26,-18.04
2020-12-27,-23.01
2020-12-28,-39.05
2020-12-29,-18.65
2020-12-30,21.88
2020-12-31,66.45
2021-01-01,81.15
2021-01-02,47.58
2021-01-03,80.61
2021-01-04,31.28
2021-01-05,81.11
2021-01-06,89.9
2021-01-07,73.28
2021-01-08,82.34
2021-01-09,169.21
2021-01-10,21.55
2021-01-11,48.12
2021-01-12,-12.26
2021-01-13,22.28
2021-01-14,-19.36
2021-01-15,12.45
2021-01-16,11.96
2021-01-17,-8.61
2021-01-18,-7.04
2021-01-19,25.79
2021-01-20,34.86
2021-01-21,5.82
2021-01-22,39.76
2021-01-23,34.01
2021-01-24,28.66
2021-01-25,7.67
2021-01-26,43.05
2021-01-27,40.98
2021-01-28,124.13
2021-01-29,9.91
2021-01-30,52.75
2021-01-31,44.76
2021-02-01,6.82
2021-02-02,46.43
2021-02-03,59.5
2021-02-04,38.34
2021-02-05,21.25
2021-02-06,78.49
2021-02-07,75.73
2021-02-08,73.23
2021-02-09,94.31
2021-02-10,42.42
2021-02-11,28.4
2021-02-12,120.74
2021-02-13,78.76
2021-02-14,102.9
2021-02-15,25.27
2021-02-16,25.26
2021-02-17,50.3
2021-02-18,49.13
2021-02-19,77.56
2021-02-20,82.33
2021-02-21,80.59
2021-02-22,54.46
2021-02-23,8.99
2021-02-24,61.62
2021-02-25,-15.25
2021-02-26,49.33
2021-02-27,74.32
2021-02-28,96.09
2021-03-01,52.37
2021-03-02,70.95
2021-03-03,10.63
2021-03-04,-5.57
2021-03-05,17.76
2021-03-06,27.64
2021-03-07,6.86
2021-03-08,40.06
2021-03-09,31.88
2021-03-10,39.1
2021-03-11,42.31
2021-03-12,4.19
2021-03-13,-9.89
2021-03-14,4.39
2021-03-15,30.95
2021-03-16,26.36
2021-03-17,12.57
2021-03-18,-3.21
2021-03-19,9.65
2021-03-20,14.42
2021-03-21,11.76
2021-03-22,26.82
2021-03-23,4.65
2021-03-24,-27.49
2021-03-25,31.23
2021-03-26,46.85
2021-03-27,39.39
2021-03-28,1.19
2021-03-29,-21.99
2021-03-30,39.89
2021-03-31,59.45
2021-04-01,6.04
2021-04-02,31.03
2021-04-03,42.4
2021-04-04,13.93
2021-04-05,-6.97
2021-04-06,28.83
2021-04-07,2.3
2021-04-08,5.58
2021-04-09,-49.86
2021-04-10,9.47
2021-04-11,-17.17
2021-04-12,-20.18
2021-04-13,13.22
2021-04-14,12.27
2021-04-15,69.06
2021-04-16,92.47
2021-04-17,52.2
2021-04-18,124.4
2021-04-19,63.69
2021-04-20,74.29
2021-04-21,13.23
2021-04-22,10.63
2021-04-23,62.13
2021-04-24,41.31
2021-04-25,54.23
2021-04-26,52.21
2021-04-27,57.65
2021-04-28,47.81
2021-04-29,25.0
2021-04-30,104.5
2021-05-01,58.91
2021-05-02,46.99
2021-05-03,43.34
2021-05-04,41.91
2021-05-05,79.58
2021-05-06,46.98
2021-05-07,65.64
2021-05-08,96.0
2021-05-09,71.73
2021-05-10,50.27
2021-05-11,83.17
2021-05-12,-80.42
2021-05-13,19.14
2021-05-14,52.03
2021-05-15,12.52
2021-05-16,19.29
2021-05-17,42.46
2021-05-18,7.37
2021-05-19,41.66
2021-05-20,96.69
2021-05-21,88.76
2021-05-22,27.1
2021-05-23,103.42
2021-05-24,82.27
2021-05-25,37.09
2021-05-26,51.32
2021-05-27,26.9
2021-05-28,16.98
2021-05-29,22.67
2021-05-30,28.17
2021-05-31,25.5
2021-06-01,-8.09
2021-06-02,9.23
2021-06-03,1.76
2021-06-04,27.52
2021-06-05,26.29
2021-06-06,4.17
2021-06-07,23.12
2021-06-08,21.32
2021-06-09,15.81
2021-06-10,18.33
2021-06-11,6.46
2021-06-12,11.22
2021-06-13,-5.33
2021-06-14,23.18
2021-06-15,18.33
2021-06-16,1.99
2021-06-17,2.2
2021-06-18,21.97
2021-06-19,1.07
2021-06-20,-14.38
2021-06-21,0.89
2021-06-22,28.81
2021-06-23,10.28
2021-06-24,-8.51
2021-06-25,10.18
2021-06-26,-8.46
2021-06-27,8.89
2021-06-28,-1.67
2021-06-29,-7.45
2021-06-30,15.0
2021-07-01,11.42
2021-07-02,18.47
2021-07-03,13.03
2021-07-04,-2.46
2021-07-05,7.64
2021-07-06,5.72
2021-07-07,16.44
2021-07-08,0.24
2021-07-09,8.45
2021-07-10,12.48
2021-07-11,0.24
2021-07-12,4.47
2021-07-13,4.37
2021-07-14,-3.63
2021-07-15,-11.32
2021-07-16,4.19
2021-07-17,13.84
2021-07-18,9.69
2021-07-19,2.38
2021-07-20,5.81
2021-07-21,-9.32
2021-07-22,-0.09
2021-07-23,13.17
2021-07-24,24.87
2021-07-25,47.24
2021-07-26,25.17
2021-07-27,12.61
2021-07-28,15.54
2021-07-29,22.96
2021-07-30,31.58
2021-07-31,33.18
2021-08-01,19.97
2021-08-02,1.77
2021-08-03,-15.61
2021-08-04,-0.77
2021-08-05,26.28
2021-08-06,32.71
2021-08-07,64.8
2021-08-08,34.77
2021-08-09,32.08
2021-08-10,10.67
2021-08-11,42.49
2021-08-12,23.14
2021-08-13,33.64
2021-08-14,41.14
2021-08-15,40.67
2021-08-16,1.17
2021-08-17,-24.37
2021-08-18,2.69
2021-08-19,5.25
2021-08-20,19.93
2021-08-21,45.15
2021-08-22,45.41
2021-08-23,17.65
2021-08-24,8.44
2021-08-25,14.01
2021-08-26,7.6
2021-08-27,7.67
2021-08-28,47.59
2021-08-29,34.75
2021-08-30,10.8
2021-08-31,11.61
2021-09-01,29.34
2021-09-02,32.73
2021-09-03,25.86
2021-09-04,27.34
2021-09-05,32.29
2021-09-06,34.91
2021-09-07,30.77
2021-09-08,12.05
2021-09-09,4.86
2021-09-10,0.54
2021-09-11,-1.86
2021-09-12,-1.01
2021-09-13,6.99
2021-09-14,15.7
2021-09-15,26.71
2021-09-16,15.34
2021-09-17,3.52
2021-09-18,21.82
2021-09-19,14.17
2021-09-20,-2.65
2021-09-21,-14.78
2021-09-22,31.49
2021-09-23,32.33
2021-09-24,38.35
2021-09-25,34.87
2021-09-26,17.12
2021-09-27,24.41
2021-09-28,-0.47
2021-09-29,-2.12
2021-09-30,0.33
2021-10-01,24.15
2021-10-02,22.79
2021-10-03,33.98
2021-10-04,20.6
2021-10-05,22.0
2021-10-06,24.48
2021-10-07,12.6
2021-10-08,12.39
2021-10-09,12.57
2021-10-10,31.53
2021-10-11,16.09
2021-10-12,8.17
2021-10-13,0.32
2021-10-14,11.57
2021-10-15,22.97
2021-10-16,1.85
2021-10-17,-1.22
2021-10-18,32.57
2021-10-19,22.55
2021-10-20,25.13
2021-10-21,10.87
2021-10-22,-0.58
2021-10-23,13.26
2021-10-24,2.26
2021-10-25,4.76
2021-10-26,8.81
2021-10-27,42.03
2021-10-28,15.76
2021-10-29,23.01
2021-10-30,33.22
2021-10-31,43.88
2021-11-01,38.43
2021-11-02,46.52
2021-11-03,38.93
2021-11-04,49.49
2021-11-05,69.03
2021-11-06,68.7
2021-11-07,35.54
2021-11-08,29.01
2021-11-09,-3.0
2021-11-10,29.77
2021-11-11,33.33
2021-11-12,25.67
2021-11-13,20.01
2021-11-14,-14.08
2021-11-15,17.85
2021-11-16,49.11
2021-11-17,6.64
2021-11-18,6.38
2021-11-19,69.92
2021-11-20,53.25
2021-11-21,49.19
2021-11-22,33.63
2021-11-23,25.58
2021-11-24,24.37
2021-11-25,26.91
2021-11-26,31.14
2021-11-27,38.02
2021-11-28,42.29
2021-11-29,61.81
2021-11-30,37.41
2021-12-01,42.43
2021-12-02,41.12
2021-12-03,36.99
2021-12-04,88.65
2021-12-05,87.89
2021-12-06,87.64
2021-12-07,36.53
2021-12-08,48.49
2021-12-09,22.84
2021-12-10,30.4
2021-12-11,17.76
2021-12-12,35.74
2021-12-13,25.14
2021-12-14,24.15
2021-12-15,19.8
2021-12-16,1.84
2021-12-17,35.3
2021-12-18,24.98
2021-12-19,5.96
2021-12-20,11.91
2021-12-21,24.82
2021-12-22,20.46
2021-12-23,3.39
2021-12-24,31.38
2021-12-25,28.65
2021-12-26,26.3
2021-12-27,16.33
2021-12-28,-0.65
2021-12-29,6.58
2021-12-30,1.21
2021-12-31,-5.69
2022-01-01,10.78
2022-01-02,12.89
2022-01-03,13.46
2022-01-04,-17.4
2022-01-05,-15.09
2022-01-06,1.45
2022-01-07,-1.3
2022-01-08,5.1
2022-01-09,11.9
2022-01-10,1.58
2022-01-11,24.15
2022-01-12,17.71
2022-01-13,21.54
2022-01-14,30.76
2022-01-15,13.91
2022-01-16,32.68
2022-01-17,16.39
2022-01-18,17.62
2022-01-19,14.26
2022-01-20,-9.94
2022-01-21,11.63
2022-01-22,-4.99
2022-01-23,37.92
2022-01-24,32.97
2022-01-25,21.68
2022-01-26,31.29
2022-01-27,28.27
2022-01-28,25.34
2022-01-29,24.26
2022-01-30,19.59
2022-01-31,25.03
2022-02-01,22.29
2022-02-02,27.03
2022-02-03,18.3
2022-02-04,40.39
2022-02-05,22.26
2022-02-06,34.29
2022-02-07,28.08
2022-02-08,42.6
2022-02-09,43.63
2022-02-10,32.27
2022-02-11,12.74
2022-02-12,27.1
2022-02-13,21.33
2022-02-14,12.77
2022-02-15,38.66
2022-02-16,22.0
2022-02-17,21.03
2022-02-18,9.12
2022-02-19,22.77
2022-02-20,2.14
2022-02-21,14.84
2022-02-22,21.15
2022-02-23,18.18
2022-02-24,20.09
2022-02-25,19.31
2022-02-26,21.08
2022-02-27,18.01
2022-02-28,32.66
2022-03-01,18.75
2022-03-02,19.36
2022-03-03,10.41
2022-03-04,17.85
2022-03-05,4.47
2022-03-06,-12.43
2022-03-07,6.0
2022-03-08,18.75
2022-03-09,12.26
2022-03-10,11.71
2022-03-11,2.47
2022-03-12,5.66
2022-03-13,15.67
2022-03-14,2.8
2022-03-15,17.77
2022-03-16,13.97
2022-03-17,32.43
2022-03-18,17.47
2022-03-19,31.13
2022-03-20,25.13
2022-03-21,15.46
2022-03-22,14.13
2022-03-23,16.95
2022-03-24,20.83
2022-03-25,18.69
2022-03-26,28.15
2022-03-27,22.25
2022-03-28,-9.87
2022-03-29,19.39
2022-03-30,10.04
2022-03-31,18.11
2022-04-01,12.85
2022-04-02,15.27
2022-04-03,14.81
2022-04-04,16.32
2022-04-05,8.95
2022-04-06,-3.77
2022-04-07,7.99
2022-04-08,10.01
2022-04-09,12.96
2022-04-10,7.11
2022-04-11,5.42
2022-04-12,11.29
2022-04-13,-1.11
2022-04-14,11.7
2022-04-15,2.68
2022-04-16,8.89
2022-04-17,5.42
2022-04-18,2.45
2022-04-19,10.67
2022-04-20,19.42
2022-04-21,0.8
2022-04-22,3.07
2022-04-23,24.27
2022-04-24,14.43
2022-04-25,13.14
2022-04-26,1.17
2022-04-27,15.39
2022-04-28,1.15
2022-04-29,-3.01
2022-04-30,13.3
2022-05-01,4.7
2022-05-02,-14.27
2022-05-03,-9.36
2022-05-04,-20.44
2022-05-05,-15.75
2022-05-06,-14.67
2022-05-07,-14.39
2022-05-08,-10.49
2022-05-09,-23.79
2022-05-10,-14.71
2022-05-11,-131.6
2022-05-12,-87.8
2022-05-13,-54.87
2022-05-14,-44.86
2022-05-15,-38.84
2022-05-16,-34.12
2022-05-17,-32.81
2022-05-18,-42.38
2022-05-19,-44.64
2022-05-20,-45.26
2022-05-21,-36.8
2022-05-22,-33.07
2022-05-23,-26.63
2022-05-24,-28.14
2022-05-25,-38.66
2022-05-26,-35.29
2022-05-27,-31.49
2022-05-28,-22.34
2022-05-29,-21.03
2022-05-30,-22.8
2022-05-31,-16.99
2022-06-01,-17.04
2022-06-02,-18.87
2022-06-03,-29.36
2022-06-04,-20.86
2022-06-05,-17.67
2022-06-06,-29.49
2022-06-07,-18.43
2022-06-08,-27.77
2022-06-09,-30.31
2022-06-10,-28.77
2022-06-11,-36.07
2022-06-12,-19.33
2022-06-13,-26.44
2022-06-14,-16.16
2022-06-15,-21.39
2022-06-16,-29.31
2022-06-17,-20.95
2022-06-18,-21.9
2022-06-19,-21.56
2022-06-20,-24.14
2022-06-21,-26.56
2022-06-22,-19.53
2022-06-23,-5.68
2022-06-24,-13.97
2022-06-25,-13.15
2022-06-26,-10.15
2022-06-27,-17.39
2022-06-28,-28.4
2022-06-29,-28.22
2022-06-30,43.41
2022-07-01,-27.04
2022-07-02,-28.78
2022-07-03,-24.5
2022-07-04,-25.36
2022-07-05,-22.32
2022-07-06,-21.84
2022-07-07,-10.38
2022-07-08,-12.55
2022-07-09,-7.84
2022-07-10,-11.82
2022-07-11,-21.18
2022-07-12,-25.1
2022-07-13,-14.64
2022-07-14,-11.82
2022-07-15,-2.49
2022-07-16,-5.92
2022-07-17,-6.42
2022-07-18,-5.02
2022-07-19,-1.56
2022-07-20,3.69
2022-07-21,1.77
2022-07-22,2.85
2022-07-23,-0.38
2022-07-24,3.75
2022-07-25,2.51
2022-07-26,6.9
2022-07-27,10.14
2022-07-28,8.77
2022-07-29,10.75
2022-07-30,6.62
2022-07-31,14.12
2022-08-01,5.85
2022-08-02,1.61
2022-08-03,6.63
2022-08-04,0.96
2022-08-05,8.39
2022-08-06,6.72
2022-08-07,3.0
2022-08-08,5.65
2022-08-09,8.32
2022-08-10,8.13
2022-08-11,10.47
2022-08-12,11.5
2022-08-13,15.11
2022-08-14,11.47
2022-08-15,3.0
2022-08-16,3.19
2022-08-17,-1.49
2022-08-18,-1.74
2022-08-19,0.55
2022-08-20,-0.84
2022-08-21,3.01
2022-08-22,-1.58
2022-08-23,-0.78
2022-08-24,-0.96
2022-08-25,2.82
2022-08-26,-0.33
2022-08-27,-0.91
2022-08-28,-1.58
2022-08-29,1.24
2022-08-30,1.51
2022-08-31,-1.76
2022-09-01,2.19
2022-09-02,1.88
2022-09-03,3.57
2022-09-04,4.43
2022-09-05,-2.26
2022-09-06,0.3
2022-09-07,0.68
2022-09-08,2.1
2022-09-09,4.39
2022-09-10,3.18
2022-09-11,4.85
2022-09-12,6.97
2022-09-13,1.21
2022-09-14,1.06
2022-09-15,1.79
2022-09-16,-2.26
2022-09-17,-0.25
2022-09-18,1.46
2022-09-19,3.36
2022-09-20,1.91
2022-09-21,1.28
2022-09-22,-0.38
2022-09-23,-3.9
2022-09-24,2.7
2022-09-25,1.23
2022-09-26,0.18
2022-09-27,-1.56
2022-09-28,-0.75
2022-09-29,4.06
2022-09-30,3.5
2022-10-01,4.32
2022-10-02,2.37
2022-10-03,4.38
2022-10-04,7.37
2022-10-05,3.36
2022-10-06,4.97
2022-10-07,2.96
2022-10-08,1.43
2022-10-09,4.45
2022-10-10,0.96
2022-10-11,-1.89
2022-10-12,0.39
2022-10-13,3.52
2022-10-14,1.07
2022-10-15,0.85
2022-10-16,1.46
2022-10-17,0.54
2022-10-18,1.32
2022-10-19,0.21
2022-10-20,0.56
2022-10-21,2.08
2022-10-22,4.75
2022-10-23,2.04
2022-10-24,0.69
2022-10-25,6.21
2022-10-26,3.81
2022-10-27,1.86
2022-10-28,6.07
2022-10-29,13.86
2022-10-30,3.2
2022-10-31,-0.8
2022-11-01,-3.99
2022-11-02,-0.44
2022-11-03,-0.94
2022-11-04,-4.32
2022-11-05,1.08
2022-11-06,3.59
2022-11-07,2.36
2022-11-08,3.02
2022-11-09,-30.85
2022-11-10,-47.26
2022-11-11,-56.69
2022-11-12,-28.75
2022-11-13,-28.46
2022-11-14,-28.73
2022-11-15,-22.64
2022-11-16,-17.52
2022-11-17,-12.09
2022-11-18,-19.86
2022-11-19,-17.66
2022-11-20,-27.7
2022-11-21,-21.15
2022-11-22,-27.23
2022-11-23,-16.11
2022-11-24,-11.34
2022-11-25,-11.24
2022-11-26,-7.64
2022-11-27,-8.9
2022-11-28,-6.61
2022-11-29,-4.53
2022-11-30,3.69
2022-12-01,2.71
2022-12-02,1.97
2022-12-03,3.33
2022-12-04,3.2
2022-12-05,-0.3
2022-12-06,0.09
2022-12-07,3.36
2022-12-08,1.91
2022-12-09,2.03
2022-12-10,0.61
2022-12-11,0.16
2022-12-12,1.83
2022-12-13,-1.52
2022-12-14,1.82
2022-12-15,1.62
2022-12-16,0.52
2022-12-17,5.73
2022-12-18,2.95
2022-12-19,0.86
2022-12-20,2.09
2022-12-21,1.89
2022-12-22,-5.92
2022-12-23,-1.29
2022-12-24,1.0
2022-12-25,-3.09
2022-12-26,-1.43
2022-12-27,-7.63
2022-12-28,-7.65
2022-12-29,-5.93
2022-12-30,-7.38
2022-12-31,-12.05
2023-01-01,-5.17
2023-01-02,-5.92
2023-01-03,-5.71
2023-01-04,-5.94
2023-01-05,-6.16
2023-01-06,-2.59
2023-01-07,-1.2
2023-01-08,-2.65
2023-01-09,-0.28
2023-01-10,2.84
2023-01-11,1.01
2023-01-12,1.13
2023-01-13,4.87
2023-01-14,2.1
2023-01-15,8.2
2023-01-16,1.85
2023-01-17,1.52
2023-01-18,-3.18
2023-01-19,12.63
2023-01-20,2.6
2023-01-21,5.82
2023-01-22,6.99
2023-01-23,3.84
2023-01-24,3.28
2023-01-25,1.42
2023-01-26,0.82
2023-01-27,10.24
2023-01-28,6.35
2023-01-29,3.5
2023-01-30,9.88
2023-01-31,3.73
2023-02-01,3.31
2023-02-02,4.9
2023-02-03,1.64
2023-02-04,2.03
2023-02-05,3.43
2023-02-06,1.55
2023-02-07,4.21
2023-02-08,1.38
2023-02-09,4.28
2023-02-10,3.78
2023-02-11,1.18
2023-02-12,6.26
2023-02-13,15.17
2023-02-14,6.43
2023-02-15,4.99
2023-02-16,-1.57
2023-02-17,7.63
2023-02-18,4.28
2023-02-19,9.55
2023-02-20,2.77
2023-02-21,2.27
2023-02-22,2.23
2023-02-23,3.12
2023-02-24,1.59
2023-02-25,2.64
2023-02-26,1.98
2023-02-27,-2.57
2023-02-28,3.75
2023-03-01,2.55
2023-03-02,2.92
2023-03-03,3.84
2023-03-04,4.38
2023-03-05,2.45
2023-03-06,0.31
2023-03-07,0.52
2023-03-08,-7.07
2023-03-09,4.79
2023-03-10,79.39
2023-03-11,164.81
2023-03-12,221.97
2023-03-13,106.52
2023-03-14,92.24
2023-03-15,91.5
2023-03-16,53.07
2023-03-17,58.49
2023-03-18,72.86
2023-03-19,81.59
2023-03-20,106.31
2023-03-21,101.86
2023-03-22,74.18
2023-03-23,57.53
2023-03-24,34.77
2023-03-25,25.23
2023-03-26,24.85
2023-03-27,17.96
2023-03-28,13.08
2023-03-29,10.94
2023-03-30,6.95
2023-03-31,9.04
2023-04-01,18.73
2023-04-02,16.47
2023-04-03,11.77
2023-04-04,14.17
2023-04-05,5.36
2023-04-06,19.64
2023-04-07,25.61
2023-04-08,20.43
2023-04-09,17.23
2023-04-10,23.07
2023-04-11,26.77
2023-04-12,24.13
2023-04-13,32.94
2023-04-14,25.99
2023-04-15,29.02
2023-04-16,21.44
2023-04-17,19.64
2023-04-18,13.39
2023-04-19,12.62
2023-04-20,4.53
2023-04-21,-8.99
2023-04-22,4.56
2023-04-23,2.38
2023-04-24,4.12
2023-04-25,3.63
2023-04-26,10.79
2023-04-27,10.95
2023-04-28,26.93
2023-04-29,18.9
2023-04-30,13.93
2023-05-01,9.01
2023-05-02,14.54
2023-05-03,12.59
2023-05-04,19.07
2023-05-05,31.15
2023-05-06,54.46
2023-05-07,44.43
2023-05-08,26.27
2023-05-09,19.02
2023-05-10,25.26
2023-05-11,17.94
2023-05-12,13.83
2023-05-13,14.2
2023-05-14,12.36
2023-05-15,8.99
2023-05-16,3.84
2023-05-17,2.16
2023-05-18,-0.79
2023-05-19,10.01
2023-05-20,11.18
2023-05-21,4.87
2023-05-22,5.46
2023-05-23,3.61
2023-05-24,-7.61
2023-05-25,5.27
2023-05-26,8.94
2023-05-27,13.72
2023-05-28,5.04
2023-05-29,8.42
2023-05-30,5.75
2023-05-31,12.73
2023-06-01,10.49
2023-06-02,8.1
2023-06-03,8.38
2023-06-04,6.83
2023-06-05,13.3
2023-06-06,13.55
2023-06-07,7.07
2023-06-08,9.71
2023-06-09,5.0
2023-06-10,14.89
2023-06-11,11.47
2023-06-12,0.63
2023-06-13,-4.02
2023-06-14,-5.26
2023-06-15,-28.5
2023-06-16,-15.4
2023-06-17,-10.43
2023-06-18,-3.51
2023-06-19,-6.57
2023-06-20,12.44
2023-06-21,1.19
2023-06-22,1.39
2023-06-23,19.11
2023-06-24,19.75
2023-06-25,17.58
2023-06-26,4.19
2023-06-27,4.94
2023-06-28,-2.47
2023-06-29,-0.84
2023-06-30,-5.28
2023-07-01,1.31
2023-07-02,-3.52
2023-07-03,5.6
2023-07-04,4.74
2023-07-05,-5.54
2023-07-06,3.95
2023-07-07,7.38
2023-07-08,7.06
2023-07-09,7.67
2023-07-10,8.32
2023-07-11,4.45
2023-07-12,1.81
2023-07-13,17.6
2023-07-14,18.51
2023-07-15,12.13
2023-07-16,15.65
2023-07-17,5.08
2023-07-18,2.8
2023-07-19,7.51
2023-07-20,9.13
2023-07-21,6.26
2023-07-22,1.03
2023-07-23,-2.14
2023-07-24,0.48
2023-07-25,-3.77
2023-07-26,1.27
2023-07-27,-7.86
2023-07-28,2.01
2023-07-29,2.81
2023-07-30,0.3
2023-07-31,-1.58
2023-08-01,-8.72
2023-08-02,-21.79
2023-08-03,-19.46
2023-08-04,-37.51
2023-08-05,-25.01
2023-08-06,-48.41
2023-08-07,-31.85
2023-08-08,-0.41
2023-08-09,-19.23
2023-08-10,-31.72
2023-08-11,-25.58
2023-08-12,-13.21
2023-08-13,-27.9
2023-08-14,-25.44
2023-08-15,-29.86
2023-08-16,-30.0
2023-08-17,4.16
2023-08-18,-5.11
2023-08-19,-3.59
2023-08-20,-0.85
2023-08-21,-1.74
2023-08-22,-13.89
2023-08-23,-5.18
2023-08-24,-16.56
2023-08-25,-10.62
2023-08-26,-7.76
2023-08-27,-10.61
2023-08-28,-18.96
2023-08-29,1.64
2023-08-30,6.07
2023-08-31,-8.33
2023-09-01,-10.17
2023-09-02,-1.68
2023-09-03,-1.38
2023-09-04,-9.89
2023-09-05,-8.19
2023-09-06,-12.32
2023-09-07,21.3
2023-09-08,-4.16
2023-09-09,-3.79
2023-09-10,-9.85
2023-09-11,-10.38
2023-09-12,0.51
2023-09-13,4.65
2023-09-14,10.03
2023-09-15,2.42
2023-09-16,10.02
2023-09-17,3.44
2023-09-18,1.98
2023-09-19,5.87
2023-09-20,-1.06
2023-09-21,-3.54
2023-09-22,-1.74
2023-09-23,3.64
2023-09-24,1.86
2023-09-25,-8.73
2023-09-26,-13.23
2023-09-27,-15.37
2023-09-28,5.75
2023-09-29,0.04
2023-09-30,-1.56
2023-10-01,2.89
2023-10-02,9.53
2023-10-03,2.5
2023-10-04,8.18
2023-10-05,2.57
2023-10-06,14.08
2023-10-07,19.76
2023-10-08,16.5
2023-10-09,6.55
2023-10-10,3.17
2023-10-11,-6.33
2023-10-12,-9.12
2023-10-13,1.53
2023-10-14,-0.77
2023-10-15,31.98
2023-10-16,19.46
2023-10-17,12.92
2023-10-18,6.51
2023-10-19,21.63
2023-10-20,15.69
2023-10-21,15.04
2023-10-22,11.69
2023-10-23,17.59
2023-10-24,-0.21
2023-10-25,10.3
2023-10-26,3.05
2023-10-27,14.07
2023-10-28,4.42
2023-10-29,8.59
2023-10-30,19.06
2023-10-31,16.63
2023-11-01,18.67
2023-11-02,8.41
2023-11-03,14.49
2023-11-04,24.94
2023-11-05,23.54
2023-11-06,13.37
2023-11-07,17.16
2023-11-08,14.41
2023-11-09,5.5
2023-11-10,23.2
2023-11-11,9.12
2023-11-12,21.9
2023-11-13,12.74
2023-11-14,2.9
2023-11-15,27.15
2023-11-16,-2.36
2023-11-17,16.46
2023-11-18,26.79
2023-11-19,31.33
2023-11-20,26.86
2023-11-21,10.24
2023-11-22,15.97
2023-11-23,9.77
2023-11-24,32.27
2023-11-25,25.32
2023-11-26,15.36
2023-11-27,-1.07
2023-11-28,19.39
2023-11-29,9.2
2023-11-30,8.31
2023-12-01,21.02
2023-12-02,28.6
2023-12-03,12.55
2023-12-04,-3.86
2023-12-05,11.07
2023-12-06,1.36
2023-12-07,7.81
2023-12-08,21.88
2023-12-09,9.65
2023-12-10,4.17
2023-12-11,-23.79
2023-12-12,-15.0
2023-12-13,16.51
2023-12-14,5.51
2023-12-15,-6.41
2023-12-16,-40.74
2023-12-17,-25.06
2023-12-18,-7.79
2023-12-19,-9.77
2023-12-20,5.84
2023-12-21,13.52
2023-12-22,44.69
2023-12-23,24.19
2023-12-24,33.53
2023-12-25,13.54
2023-12-26,6.6
2023-12-27,45.55
2023-12-28,17.47
2023-12-29,-3.5
2023-12-30,0.75
2023-12-31,4.48
2024-01-01,41.23
2024-01-02,25.89
2024-01-03,17.21
2024-01-04,42.19
2024-01-05,41.48
2024-01-06,24.12
2024-01-07,21.26
2024-01-08,44.06
2024-01-09,14.08
2024-01-10,12.12
2024-01-11,3.5
2024-01-12,-9.7
2024-01-13,-8.66
2024-01-14,-35.02
2024-01-15,-20.94
2024-01-16,-7.5
2024-01-17,-36.61
2024-01-18,-34.0
2024-01-19,-34.96
2024-01-20,-29.37
2024-01-21,-26.28
2024-01-22,-43.75
2024-01-23,-19.3
2024-01-24,-7.1
2024-01-25,-19.43
2024-01-26,-8.71
2024-01-27,5.92
2024-01-28,3.53
2024-01-29,3.48
2024-01-30,1.68
2024-01-31,-31.92
2024-02-01,-4.13
2024-02-02,-18.34
2024-02-03,-0.42
2024-02-04,-14.33
2024-02-05,-51.03
2024-02-06,-3.16
2024-02-07,-5.99
2024-02-08,16.55
2024-02-09,27.64
2024-02-10,15.97
2024-02-11,16.31
2024-02-12,24.54
2024-02-13,25.77
2024-02-14,63.42
2024-02-15,54.29
2024-02-16,38.53
2024-02-17,23.58
2024-02-18,15.96
2024-02-19,12.32
2024-02-20,18.7
2024-02-21,2.28
2024-02-22,-29.72
2024-02-23,2.9
2024-02-24,2.43
2024-02-25,2.15
2024-02-26,57.01
2024-02-27,39.73
2024-02-28,86.8
2024-02-29,48.05
2024-03-01,48.82
2024-03-02,58.5
2024-03-03,40.52
2024-03-04,114.43
2024-03-05,76.77
2024-03-06,48.24
2024-03-07,115.04
2024-03-08,164.97
2024-03-09,166.73
2024-03-10,76.24
2024-03-11,32.88
2024-03-12,23.92
2024-03-13,62.63
2024-03-14,-24.36
2024-03-15,7.03
2024-03-16,-46.41
2024-03-17,-49.84
2024-03-18,3.05
2024-03-19,-31.13
2024-03-20,18.29
2024-03-21,-16.57
2024-03-22,17.92
2024-03-23,8.85
2024-03-24,-5.06
2024-03-25,10.27
2024-03-26,4.4
2024-03-27,-34.03
2024-03-28,20.58
2024-03-29,53.21
2024-03-30,44.69
2024-03-31,8.89
2024-04-01,32.02
2024-04-02,0.15
2024-04-03,24.64
2024-04-04,37.44
2024-04-05,35.89
2024-04-06,23.89
2024-04-07,-10.05
2024-04-08,2.53
2024-04-09,-28.99
2024-04-10,2.96
2024-04-11,14.5
2024-04-12,32.09
2024-04-13,100.26
2024-04-14,115.21
2024-04-15,32.19
2024-04-16,21.55
2024-04-17,1.99
2024-04-18,43.77
2024-04-19,30.36
2024-04-20,28.28
2024-04-21,11.77
2024-04-22,39.85
2024-04-23,0.16
2024-04-24,-33.81
2024-04-25,-13.9
2024-04-26,-27.62
2024-04-27,-39.98
2024-04-28,-9.68
2024-04-29,-21.15
2024-04-30,-49.9
2024-05-01,-99.38
2024-05-02,11.28
2024-05-03,31.02
2024-05-04,10.84
2024-05-05,11.45
2024-05-06,-2.95
2024-05-07,3.68
2024-05-08,-23.5
2024-05-09,-0.44
2024-05-10,-12.52
2024-05-11,-11.36
2024-05-12,-30.97
2024-05-13,-7.71
2024-05-14,-37.65
2024-05-15,38.19
