Datetime,Number of ETH 2.0 Deposits
2024-02-02T00:00:00Z,5797
2024-02-01T00:00:00Z,4970
2024-01-31T00:00:00Z,5573
2024-01-30T00:00:00Z,3085
2024-01-29T00:00:00Z,2437
2024-01-28T00:00:00Z,2052
2024-01-27T00:00:00Z,3112
2024-01-26T00:00:00Z,4597
2024-01-25T00:00:00Z,3753
2024-01-24T00:00:00Z,2485
2024-01-23T00:00:00Z,3236
2024-01-22T00:00:00Z,1817
2024-01-21T00:00:00Z,1571
2024-01-20T00:00:00Z,1616
2024-01-19T00:00:00Z,3063
2024-01-18T00:00:00Z,3588
2024-01-17T00:00:00Z,2086
2024-01-16T00:00:00Z,1807
2024-01-15T00:00:00Z,2530
2024-01-14T00:00:00Z,625
2024-01-13T00:00:00Z,956
2024-01-12T00:00:00Z,1800
2024-01-11T00:00:00Z,2012
2024-01-10T00:00:00Z,3117
2024-01-09T00:00:00Z,1914
2024-01-08T00:00:00Z,1850
2024-01-07T00:00:00Z,736
2024-01-06T00:00:00Z,937
2024-01-05T00:00:00Z,1967
2024-01-04T00:00:00Z,1411
2024-01-03T00:00:00Z,1916
2024-01-02T00:00:00Z,1810
2024-01-01T00:00:00Z,1622
2023-12-31T00:00:00Z,1440
2023-12-30T00:00:00Z,2882
2023-12-29T00:00:00Z,2002
2023-12-28T00:00:00Z,1574
2023-12-27T00:00:00Z,3354
2023-12-26T00:00:00Z,885
2023-12-25T00:00:00Z,1832
2023-12-24T00:00:00Z,1378
2023-12-23T00:00:00Z,1307
2023-12-22T00:00:00Z,3511
2023-12-21T00:00:00Z,1554
2023-12-20T00:00:00Z,2786
2023-12-19T00:00:00Z,2114
2023-12-18T00:00:00Z,1642
2023-12-17T00:00:00Z,1515
2023-12-16T00:00:00Z,427
2023-12-15T00:00:00Z,1164
2023-12-14T00:00:00Z,1529
2023-12-13T00:00:00Z,2608
2023-12-12T00:00:00Z,1619
2023-12-11T00:00:00Z,2183
2023-12-10T00:00:00Z,609
2023-12-09T00:00:00Z,540
2023-12-08T00:00:00Z,1411
2023-12-07T00:00:00Z,1325
2023-12-06T00:00:00Z,1667
2023-12-05T00:00:00Z,1443
2023-12-04T00:00:00Z,1685
2023-12-03T00:00:00Z,5456
2023-12-02T00:00:00Z,2899
2023-12-01T00:00:00Z,2997
2023-11-30T00:00:00Z,2601
2023-11-29T00:00:00Z,1707
2023-11-28T00:00:00Z,1316
2023-11-27T00:00:00Z,1951
2023-11-26T00:00:00Z,734
2023-11-25T00:00:00Z,1355
2023-11-24T00:00:00Z,1458
2023-11-23T00:00:00Z,2561
2023-11-22T00:00:00Z,3957
2023-11-21T00:00:00Z,1403
2023-11-20T00:00:00Z,1334
2023-11-19T00:00:00Z,1233
2023-11-18T00:00:00Z,880
2023-11-17T00:00:00Z,1885
2023-11-16T00:00:00Z,1205
2023-11-15T00:00:00Z,918
2023-11-14T00:00:00Z,1743
2023-11-13T00:00:00Z,1012
2023-11-12T00:00:00Z,2758
2023-11-11T00:00:00Z,782
2023-11-10T00:00:00Z,1777
2023-11-09T00:00:00Z,2537
2023-11-08T00:00:00Z,3649
2023-11-07T00:00:00Z,2235
2023-11-06T00:00:00Z,3011
2023-11-05T00:00:00Z,1621
2023-11-04T00:00:00Z,1894
2023-11-03T00:00:00Z,3583
2023-11-02T00:00:00Z,1189
2023-11-01T00:00:00Z,1772
2023-10-31T00:00:00Z,2362
2023-10-30T00:00:00Z,3980
2023-10-29T00:00:00Z,1198
2023-10-28T00:00:00Z,783
2023-10-27T00:00:00Z,1565
2023-10-26T00:00:00Z,1391
2023-10-25T00:00:00Z,1290
2023-10-24T00:00:00Z,1235
2023-10-23T00:00:00Z,2056
2023-10-22T00:00:00Z,484
2023-10-21T00:00:00Z,732
2023-10-20T00:00:00Z,789
2023-10-19T00:00:00Z,1070
2023-10-18T00:00:00Z,1744
2023-10-17T00:00:00Z,2114
2023-10-16T00:00:00Z,1223
2023-10-15T00:00:00Z,543
2023-10-14T00:00:00Z,1756
2023-10-13T00:00:00Z,2348
2023-10-12T00:00:00Z,1541
2023-10-11T00:00:00Z,1126
2023-10-10T00:00:00Z,3022
2023-10-09T00:00:00Z,3499
2023-10-08T00:00:00Z,992
2023-10-07T00:00:00Z,572
2023-10-06T00:00:00Z,1984
2023-10-05T00:00:00Z,1440
2023-10-04T00:00:00Z,1455
2023-10-03T00:00:00Z,1469
2023-10-02T00:00:00Z,1399
2023-10-01T00:00:00Z,797
2023-09-30T00:00:00Z,870
2023-09-29T00:00:00Z,2399
2023-09-28T00:00:00Z,980
2023-09-27T00:00:00Z,1129
2023-09-26T00:00:00Z,2016
2023-09-25T00:00:00Z,1037
2023-09-24T00:00:00Z,811
2023-09-23T00:00:00Z,1075
2023-09-22T00:00:00Z,1303
2023-09-21T00:00:00Z,784
2023-09-20T00:00:00Z,2678
2023-09-19T00:00:00Z,1861
2023-09-18T00:00:00Z,1932
2023-09-17T00:00:00Z,691
2023-09-16T00:00:00Z,396
2023-09-15T00:00:00Z,1753
2023-09-14T00:00:00Z,817
2023-09-13T00:00:00Z,4243
2023-09-12T00:00:00Z,963
2023-09-11T00:00:00Z,2023
2023-09-10T00:00:00Z,466
2023-09-09T00:00:00Z,678
2023-09-08T00:00:00Z,1408
2023-09-07T00:00:00Z,1091
2023-09-06T00:00:00Z,736
2023-09-05T00:00:00Z,1382
2023-09-04T00:00:00Z,1483
2023-09-03T00:00:00Z,475
2023-09-02T00:00:00Z,804
2023-09-01T00:00:00Z,1871
2023-08-31T00:00:00Z,2003
2023-08-30T00:00:00Z,1792
2023-08-29T00:00:00Z,3620
2023-08-28T00:00:00Z,1950
2023-08-27T00:00:00Z,711
2023-08-26T00:00:00Z,921
2023-08-25T00:00:00Z,1936
2023-08-24T00:00:00Z,2024
2023-08-23T00:00:00Z,1257
2023-08-22T00:00:00Z,3622
2023-08-21T00:00:00Z,2798
2023-08-20T00:00:00Z,853
2023-08-19T00:00:00Z,2098
2023-08-18T00:00:00Z,3090
2023-08-17T00:00:00Z,1187
2023-08-16T00:00:00Z,1265
2023-08-15T00:00:00Z,1754
2023-08-14T00:00:00Z,918
2023-08-13T00:00:00Z,847
2023-08-12T00:00:00Z,989
2023-08-11T00:00:00Z,3314
2023-08-10T00:00:00Z,2129
2023-08-09T00:00:00Z,1782
2023-08-08T00:00:00Z,1380
2023-08-07T00:00:00Z,855
2023-08-06T00:00:00Z,546
2023-08-05T00:00:00Z,1006
2023-08-04T00:00:00Z,1434
2023-08-03T00:00:00Z,778
2023-08-02T00:00:00Z,933
2023-08-01T00:00:00Z,1212
2023-07-31T00:00:00Z,928
2023-07-30T00:00:00Z,1093
2023-07-29T00:00:00Z,940
2023-07-28T00:00:00Z,4500
2023-07-27T00:00:00Z,2069
2023-07-26T00:00:00Z,2015
2023-07-25T00:00:00Z,3434
2023-07-24T00:00:00Z,846
2023-07-23T00:00:00Z,1567
2023-07-22T00:00:00Z,1578
2023-07-21T00:00:00Z,2864
2023-07-20T00:00:00Z,2738
2023-07-19T00:00:00Z,3966
2023-07-18T00:00:00Z,1213
2023-07-17T00:00:00Z,1323
2023-07-16T00:00:00Z,812
2023-07-15T00:00:00Z,1115
2023-07-14T00:00:00Z,3091
2023-07-13T00:00:00Z,4103
2023-07-12T00:00:00Z,2527
2023-07-11T00:00:00Z,2352
2023-07-10T00:00:00Z,1014
2023-07-09T00:00:00Z,460
2023-07-08T00:00:00Z,1025
2023-07-07T00:00:00Z,2067
2023-07-06T00:00:00Z,1527
2023-07-05T00:00:00Z,1062
2023-07-04T00:00:00Z,1388
2023-07-03T00:00:00Z,715
2023-07-02T00:00:00Z,1158
2023-07-01T00:00:00Z,1631
2023-06-30T00:00:00Z,1938
2023-06-29T00:00:00Z,1248
2023-06-28T00:00:00Z,958
2023-06-27T00:00:00Z,3397
2023-06-26T00:00:00Z,2097
2023-06-25T00:00:00Z,1454
2023-06-24T00:00:00Z,1171
2023-06-23T00:00:00Z,1824
2023-06-22T00:00:00Z,4933
2023-06-21T00:00:00Z,2683
2023-06-20T00:00:00Z,1925
2023-06-19T00:00:00Z,2253
2023-06-18T00:00:00Z,857
2023-06-17T00:00:00Z,1072
2023-06-16T00:00:00Z,1311
2023-06-15T00:00:00Z,2465
2023-06-14T00:00:00Z,1311
2023-06-13T00:00:00Z,2446
2023-06-12T00:00:00Z,1688
2023-06-11T00:00:00Z,1451
2023-06-10T00:00:00Z,738
2023-06-09T00:00:00Z,1523
2023-06-08T00:00:00Z,3673
2023-06-07T00:00:00Z,2895
2023-06-06T00:00:00Z,3275
2023-06-05T00:00:00Z,2886
2023-06-04T00:00:00Z,795
2023-06-03T00:00:00Z,2105
2023-06-02T00:00:00Z,7295
2023-06-01T00:00:00Z,12863
2023-05-31T00:00:00Z,3591
2023-05-30T00:00:00Z,2463
2023-05-29T00:00:00Z,2043
2023-05-28T00:00:00Z,1476
2023-05-27T00:00:00Z,2663
2023-05-26T00:00:00Z,5321
2023-05-25T00:00:00Z,2130
2023-05-24T00:00:00Z,2715
2023-05-23T00:00:00Z,6940
2023-05-22T00:00:00Z,2418
2023-05-21T00:00:00Z,3364
2023-05-20T00:00:00Z,4660
2023-05-19T00:00:00Z,4509
2023-05-18T00:00:00Z,6046
2023-05-17T00:00:00Z,4359
2023-05-16T00:00:00Z,5063
2023-05-15T00:00:00Z,2832
2023-05-14T00:00:00Z,1774
2023-05-13T00:00:00Z,3387
2023-05-12T00:00:00Z,7315
2023-05-11T00:00:00Z,6972
2023-05-10T00:00:00Z,6654
2023-05-09T00:00:00Z,3543
2023-05-08T00:00:00Z,2204
2023-05-07T00:00:00Z,5679
2023-05-06T00:00:00Z,5717
2023-05-05T00:00:00Z,2213
2023-05-04T00:00:00Z,3891
2023-05-03T00:00:00Z,6231
2023-05-02T00:00:00Z,3030
2023-05-01T00:00:00Z,1933
2023-04-30T00:00:00Z,1455
2023-04-29T00:00:00Z,1445
2023-04-28T00:00:00Z,2787
2023-04-27T00:00:00Z,3224
2023-04-26T00:00:00Z,3941
2023-04-25T00:00:00Z,3081
2023-04-24T00:00:00Z,4171
2023-04-23T00:00:00Z,1492
2023-04-22T00:00:00Z,1794
2023-04-21T00:00:00Z,4107
2023-04-20T00:00:00Z,3461
2023-04-19T00:00:00Z,3531
2023-04-18T00:00:00Z,3762
2023-04-17T00:00:00Z,2866
2023-04-16T00:00:00Z,3792
2023-04-15T00:00:00Z,1276
2023-04-14T00:00:00Z,3503
2023-04-13T00:00:00Z,3029
2023-04-12T00:00:00Z,575
2023-04-11T00:00:00Z,375
2023-04-10T00:00:00Z,336
2023-04-09T00:00:00Z,299
2023-04-08T00:00:00Z,469
2023-04-07T00:00:00Z,386
2023-04-06T00:00:00Z,595
2023-04-05T00:00:00Z,708
2023-04-04T00:00:00Z,527
2023-04-03T00:00:00Z,201
2023-04-02T00:00:00Z,247
2023-04-01T00:00:00Z,322
2023-03-31T00:00:00Z,1744
2023-03-30T00:00:00Z,897
2023-03-29T00:00:00Z,814
2023-03-28T00:00:00Z,800
2023-03-27T00:00:00Z,320
2023-03-26T00:00:00Z,284
2023-03-25T00:00:00Z,448
2023-03-24T00:00:00Z,413
2023-03-23T00:00:00Z,483
2023-03-22T00:00:00Z,1039
2023-03-21T00:00:00Z,320
2023-03-20T00:00:00Z,1052
2023-03-19T00:00:00Z,334
2023-03-18T00:00:00Z,545
2023-03-17T00:00:00Z,711
2023-03-16T00:00:00Z,597
2023-03-15T00:00:00Z,849
2023-03-14T00:00:00Z,611
2023-03-13T00:00:00Z,491
2023-03-12T00:00:00Z,530
2023-03-11T00:00:00Z,505
2023-03-10T00:00:00Z,385
2023-03-09T00:00:00Z,1259
2023-03-08T00:00:00Z,451
2023-03-07T00:00:00Z,465
2023-03-06T00:00:00Z,502
2023-03-05T00:00:00Z,144
2023-03-04T00:00:00Z,361
2023-03-03T00:00:00Z,580
2023-03-02T00:00:00Z,1150
2023-03-01T00:00:00Z,581
2023-02-28T00:00:00Z,2284
2023-02-27T00:00:00Z,5637
2023-02-26T00:00:00Z,2318
2023-02-25T00:00:00Z,6309
2023-02-24T00:00:00Z,559
2023-02-23T00:00:00Z,759
2023-02-22T00:00:00Z,1003
2023-02-21T00:00:00Z,1195
2023-02-20T00:00:00Z,1278
2023-02-19T00:00:00Z,625
2023-02-18T00:00:00Z,474
2023-02-17T00:00:00Z,656
2023-02-16T00:00:00Z,952
2023-02-15T00:00:00Z,523
2023-02-14T00:00:00Z,1134
2023-02-13T00:00:00Z,365
2023-02-12T00:00:00Z,460
2023-02-11T00:00:00Z,784
2023-02-10T00:00:00Z,615
2023-02-09T00:00:00Z,1061
2023-02-08T00:00:00Z,758
2023-02-07T00:00:00Z,402
2023-02-06T00:00:00Z,364
2023-02-05T00:00:00Z,470
2023-02-04T00:00:00Z,766
2023-02-03T00:00:00Z,455
2023-02-02T00:00:00Z,747
2023-02-01T00:00:00Z,530
2023-01-31T00:00:00Z,1059
2023-01-30T00:00:00Z,504
2023-01-29T00:00:00Z,492
2023-01-28T00:00:00Z,474
2023-01-27T00:00:00Z,357
2023-01-26T00:00:00Z,510
2023-01-25T00:00:00Z,914
2023-01-24T00:00:00Z,378
2023-01-23T00:00:00Z,2208
2023-01-22T00:00:00Z,352
2023-01-21T00:00:00Z,498
2023-01-20T00:00:00Z,342
2023-01-19T00:00:00Z,1117
2023-01-18T00:00:00Z,450
2023-01-17T00:00:00Z,386
2023-01-16T00:00:00Z,525
2023-01-15T00:00:00Z,599
2023-01-14T00:00:00Z,493
2023-01-13T00:00:00Z,465
2023-01-12T00:00:00Z,372
2023-01-11T00:00:00Z,869
2023-01-10T00:00:00Z,480
2023-01-09T00:00:00Z,403
2023-01-08T00:00:00Z,269
2023-01-07T00:00:00Z,401
2023-01-06T00:00:00Z,946
2023-01-05T00:00:00Z,439
2023-01-04T00:00:00Z,466
2023-01-03T00:00:00Z,224
2023-01-02T00:00:00Z,309
2023-01-01T00:00:00Z,205
2022-12-31T00:00:00Z,281
2022-12-30T00:00:00Z,418
2022-12-29T00:00:00Z,471
2022-12-28T00:00:00Z,200
2022-12-27T00:00:00Z,934
2022-12-26T00:00:00Z,366
2022-12-25T00:00:00Z,131
2022-12-24T00:00:00Z,146
2022-12-23T00:00:00Z,384
2022-12-22T00:00:00Z,299
2022-12-21T00:00:00Z,419
2022-12-20T00:00:00Z,227
2022-12-19T00:00:00Z,467
2022-12-18T00:00:00Z,296
2022-12-17T00:00:00Z,442
2022-12-16T00:00:00Z,578
2022-12-15T00:00:00Z,309
2022-12-14T00:00:00Z,328
2022-12-13T00:00:00Z,393
2022-12-12T00:00:00Z,309
2022-12-11T00:00:00Z,321
2022-12-10T00:00:00Z,480
2022-12-09T00:00:00Z,868
2022-12-08T00:00:00Z,406
2022-12-07T00:00:00Z,352
2022-12-06T00:00:00Z,585
2022-12-05T00:00:00Z,400
2022-12-04T00:00:00Z,284
2022-12-03T00:00:00Z,229
2022-12-02T00:00:00Z,698
2022-12-01T00:00:00Z,1374
2022-11-30T00:00:00Z,444
2022-11-29T00:00:00Z,1144
2022-11-28T00:00:00Z,392
2022-11-27T00:00:00Z,192
2022-11-26T00:00:00Z,317
2022-11-25T00:00:00Z,997
2022-11-24T00:00:00Z,561
2022-11-23T00:00:00Z,930
2022-11-22T00:00:00Z,3261
2022-11-21T00:00:00Z,1048
2022-11-20T00:00:00Z,856
2022-11-19T00:00:00Z,694
2022-11-18T00:00:00Z,1177
2022-11-17T00:00:00Z,916
2022-11-16T00:00:00Z,520
2022-11-15T00:00:00Z,860
2022-11-14T00:00:00Z,1031
2022-11-13T00:00:00Z,1115
2022-11-12T00:00:00Z,400
2022-11-11T00:00:00Z,1597
2022-11-10T00:00:00Z,823
2022-11-09T00:00:00Z,679
2022-11-08T00:00:00Z,685
2022-11-07T00:00:00Z,304
2022-11-06T00:00:00Z,334
2022-11-05T00:00:00Z,501
2022-11-04T00:00:00Z,515
2022-11-03T00:00:00Z,757
2022-11-02T00:00:00Z,664
2022-11-01T00:00:00Z,955
2022-10-31T00:00:00Z,736
2022-10-30T00:00:00Z,1222
2022-10-29T00:00:00Z,1386
2022-10-28T00:00:00Z,675
2022-10-27T00:00:00Z,1417
2022-10-26T00:00:00Z,967
2022-10-25T00:00:00Z,1774
2022-10-24T00:00:00Z,370
2022-10-23T00:00:00Z,367
2022-10-22T00:00:00Z,439
2022-10-21T00:00:00Z,895
2022-10-20T00:00:00Z,483
2022-10-19T00:00:00Z,1008
2022-10-18T00:00:00Z,1505
2022-10-17T00:00:00Z,466
2022-10-16T00:00:00Z,304
2022-10-15T00:00:00Z,277
2022-10-14T00:00:00Z,270
2022-10-13T00:00:00Z,342
2022-10-12T00:00:00Z,828
2022-10-11T00:00:00Z,235
2022-10-10T00:00:00Z,303
2022-10-09T00:00:00Z,370
2022-10-08T00:00:00Z,174
2022-10-07T00:00:00Z,600
2022-10-06T00:00:00Z,435
2022-10-05T00:00:00Z,430
2022-10-04T00:00:00Z,301
2022-10-03T00:00:00Z,398
2022-10-02T00:00:00Z,319
2022-10-01T00:00:00Z,407
2022-09-30T00:00:00Z,1092
2022-09-29T00:00:00Z,776
2022-09-28T00:00:00Z,592
2022-09-27T00:00:00Z,1034
2022-09-26T00:00:00Z,891
2022-09-25T00:00:00Z,440
2022-09-24T00:00:00Z,534
2022-09-23T00:00:00Z,728
2022-09-22T00:00:00Z,1811
2022-09-21T00:00:00Z,554
2022-09-20T00:00:00Z,720
2022-09-19T00:00:00Z,659
2022-09-18T00:00:00Z,769
2022-09-17T00:00:00Z,716
2022-09-16T00:00:00Z,680
2022-09-15T00:00:00Z,979
2022-09-14T00:00:00Z,161
2022-09-13T00:00:00Z,254
2022-09-12T00:00:00Z,1742
2022-09-11T00:00:00Z,334
2022-09-10T00:00:00Z,169
2022-09-09T00:00:00Z,583
2022-09-08T00:00:00Z,520
2022-09-07T00:00:00Z,1844
2022-09-06T00:00:00Z,447
2022-09-05T00:00:00Z,127
2022-09-04T00:00:00Z,92
2022-09-03T00:00:00Z,194
2022-09-02T00:00:00Z,177
2022-09-01T00:00:00Z,3003
2022-08-31T00:00:00Z,124
2022-08-30T00:00:00Z,381
2022-08-29T00:00:00Z,224
2022-08-28T00:00:00Z,96
2022-08-27T00:00:00Z,87
2022-08-26T00:00:00Z,339
2022-08-25T00:00:00Z,102
2022-08-24T00:00:00Z,406
2022-08-23T00:00:00Z,427
2022-08-22T00:00:00Z,146
2022-08-21T00:00:00Z,114
2022-08-20T00:00:00Z,123
2022-08-19T00:00:00Z,90
2022-08-18T00:00:00Z,256
2022-08-17T00:00:00Z,162
2022-08-16T00:00:00Z,362
2022-08-15T00:00:00Z,110
2022-08-14T00:00:00Z,193
2022-08-13T00:00:00Z,145
2022-08-12T00:00:00Z,1129
2022-08-11T00:00:00Z,617
2022-08-10T00:00:00Z,200
2022-08-09T00:00:00Z,544
2022-08-08T00:00:00Z,178
2022-08-07T00:00:00Z,137
2022-08-06T00:00:00Z,107
2022-08-05T00:00:00Z,120
2022-08-04T00:00:00Z,181
2022-08-03T00:00:00Z,74
2022-08-02T00:00:00Z,175
2022-08-01T00:00:00Z,66
2022-07-31T00:00:00Z,150
2022-07-30T00:00:00Z,106
2022-07-29T00:00:00Z,220
2022-07-28T00:00:00Z,361
2022-07-27T00:00:00Z,158
2022-07-26T00:00:00Z,262
2022-07-25T00:00:00Z,66
2022-07-24T00:00:00Z,50
2022-07-23T00:00:00Z,61
2022-07-22T00:00:00Z,75
2022-07-21T00:00:00Z,398
2022-07-20T00:00:00Z,350
2022-07-19T00:00:00Z,156
2022-07-18T00:00:00Z,320
2022-07-17T00:00:00Z,140
2022-07-16T00:00:00Z,105
2022-07-15T00:00:00Z,233
2022-07-14T00:00:00Z,202
2022-07-13T00:00:00Z,1979
2022-07-12T00:00:00Z,102
2022-07-11T00:00:00Z,79
2022-07-10T00:00:00Z,187
2022-07-09T00:00:00Z,87
2022-07-08T00:00:00Z,127
2022-07-07T00:00:00Z,112
2022-07-06T00:00:00Z,173
2022-07-05T00:00:00Z,69
2022-07-04T00:00:00Z,72
2022-07-03T00:00:00Z,48
2022-07-02T00:00:00Z,213
2022-07-01T00:00:00Z,135
2022-06-30T00:00:00Z,226
2022-06-29T00:00:00Z,206
2022-06-28T00:00:00Z,85
2022-06-27T00:00:00Z,258
2022-06-26T00:00:00Z,165
2022-06-25T00:00:00Z,75
2022-06-24T00:00:00Z,150
2022-06-23T00:00:00Z,93
2022-06-22T00:00:00Z,293
2022-06-21T00:00:00Z,398
2022-06-20T00:00:00Z,323
2022-06-19T00:00:00Z,50
2022-06-18T00:00:00Z,212
2022-06-17T00:00:00Z,413
2022-06-16T00:00:00Z,284
2022-06-15T00:00:00Z,302
2022-06-14T00:00:00Z,160
2022-06-13T00:00:00Z,193
2022-06-12T00:00:00Z,569
2022-06-11T00:00:00Z,992
2022-06-10T00:00:00Z,242
2022-06-09T00:00:00Z,160
2022-06-08T00:00:00Z,80
2022-06-07T00:00:00Z,145
2022-06-06T00:00:00Z,237
2022-06-05T00:00:00Z,187
2022-06-04T00:00:00Z,200
2022-06-03T00:00:00Z,213
2022-06-02T00:00:00Z,348
2022-06-01T00:00:00Z,852
2022-05-31T00:00:00Z,665
2022-05-30T00:00:00Z,165
2022-05-29T00:00:00Z,348
2022-05-28T00:00:00Z,124
2022-05-27T00:00:00Z,389
2022-05-26T00:00:00Z,144
2022-05-25T00:00:00Z,386
2022-05-24T00:00:00Z,246
2022-05-23T00:00:00Z,123
2022-05-22T00:00:00Z,73
2022-05-21T00:00:00Z,283
2022-05-20T00:00:00Z,289
2022-05-19T00:00:00Z,846
2022-05-18T00:00:00Z,280
2022-05-17T00:00:00Z,278
2022-05-16T00:00:00Z,167
2022-05-15T00:00:00Z,145
2022-05-14T00:00:00Z,195
2022-05-13T00:00:00Z,452
2022-05-12T00:00:00Z,371
2022-05-11T00:00:00Z,623
2022-05-10T00:00:00Z,539
2022-05-09T00:00:00Z,2079
2022-05-08T00:00:00Z,218
2022-05-07T00:00:00Z,605
2022-05-06T00:00:00Z,1719
2022-05-05T00:00:00Z,703
2022-05-04T00:00:00Z,1150
2022-05-03T00:00:00Z,1906
2022-05-02T00:00:00Z,3810
2022-05-01T00:00:00Z,1710
2022-04-30T00:00:00Z,589
2022-04-29T00:00:00Z,1010
2022-04-28T00:00:00Z,1441
2022-04-27T00:00:00Z,2166
2022-04-26T00:00:00Z,1955
2022-04-25T00:00:00Z,483
2022-04-24T00:00:00Z,222
2022-04-23T00:00:00Z,432
2022-04-22T00:00:00Z,1375
2022-04-21T00:00:00Z,1632
2022-04-20T00:00:00Z,1527
2022-04-19T00:00:00Z,2179
2022-04-18T00:00:00Z,140
2022-04-17T00:00:00Z,84
2022-04-16T00:00:00Z,1126
2022-04-15T00:00:00Z,2237
2022-04-14T00:00:00Z,742
2022-04-13T00:00:00Z,2252
2022-04-12T00:00:00Z,898
2022-04-11T00:00:00Z,552
2022-04-10T00:00:00Z,936
2022-04-09T00:00:00Z,600
2022-04-08T00:00:00Z,1269
2022-04-07T00:00:00Z,1530
2022-04-06T00:00:00Z,1023
2022-04-05T00:00:00Z,2113
2022-04-04T00:00:00Z,509
2022-04-03T00:00:00Z,1264
2022-04-02T00:00:00Z,825
2022-04-01T00:00:00Z,1295
2022-03-31T00:00:00Z,3791
2022-03-30T00:00:00Z,2065
2022-03-29T00:00:00Z,736
2022-03-28T00:00:00Z,383
2022-03-27T00:00:00Z,276
2022-03-26T00:00:00Z,428
2022-03-25T00:00:00Z,724
2022-03-24T00:00:00Z,654
2022-03-23T00:00:00Z,1194
2022-03-22T00:00:00Z,931
2022-03-21T00:00:00Z,315
2022-03-20T00:00:00Z,565
2022-03-19T00:00:00Z,3689
2022-03-18T00:00:00Z,1653
2022-03-17T00:00:00Z,1602
2022-03-16T00:00:00Z,2040
2022-03-15T00:00:00Z,6346
2022-03-14T00:00:00Z,1254
2022-03-13T00:00:00Z,386
2022-03-12T00:00:00Z,850
2022-03-11T00:00:00Z,1366
2022-03-10T00:00:00Z,1347
2022-03-09T00:00:00Z,1770
2022-03-08T00:00:00Z,1399
2022-03-07T00:00:00Z,1865
2022-03-06T00:00:00Z,436
2022-03-05T00:00:00Z,764
2022-03-04T00:00:00Z,970
2022-03-03T00:00:00Z,1407
2022-03-02T00:00:00Z,797
2022-03-01T00:00:00Z,1337
2022-02-28T00:00:00Z,742
2022-02-27T00:00:00Z,515
2022-02-26T00:00:00Z,517
2022-02-25T00:00:00Z,516
2022-02-24T00:00:00Z,386
2022-02-23T00:00:00Z,1674
2022-02-22T00:00:00Z,511
2022-02-21T00:00:00Z,124
2022-02-20T00:00:00Z,240
2022-02-19T00:00:00Z,212
2022-02-18T00:00:00Z,433
2022-02-17T00:00:00Z,217
2022-02-16T00:00:00Z,474
2022-02-15T00:00:00Z,712
2022-02-14T00:00:00Z,229
2022-02-13T00:00:00Z,680
2022-02-12T00:00:00Z,196
2022-02-11T00:00:00Z,553
2022-02-10T00:00:00Z,605
2022-02-09T00:00:00Z,266
2022-02-08T00:00:00Z,543
2022-02-07T00:00:00Z,346
2022-02-06T00:00:00Z,226
2022-02-05T00:00:00Z,326
2022-02-04T00:00:00Z,594
2022-02-03T00:00:00Z,268
2022-02-02T00:00:00Z,194
2022-02-01T00:00:00Z,318
2022-01-31T00:00:00Z,247
2022-01-30T00:00:00Z,182
2022-01-29T00:00:00Z,446
2022-01-28T00:00:00Z,333
2022-01-27T00:00:00Z,491
2022-01-26T00:00:00Z,222
2022-01-25T00:00:00Z,607
2022-01-24T00:00:00Z,346
2022-01-23T00:00:00Z,1531
2022-01-22T00:00:00Z,742
2022-01-21T00:00:00Z,281
2022-01-20T00:00:00Z,129
2022-01-19T00:00:00Z,965
2022-01-18T00:00:00Z,243
2022-01-17T00:00:00Z,270
2022-01-16T00:00:00Z,251
2022-01-15T00:00:00Z,373
2022-01-14T00:00:00Z,421
2022-01-13T00:00:00Z,291
2022-01-12T00:00:00Z,223
2022-01-11T00:00:00Z,289
2022-01-10T00:00:00Z,383
2022-01-09T00:00:00Z,184
2022-01-08T00:00:00Z,524
2022-01-07T00:00:00Z,505
2022-01-06T00:00:00Z,509
2022-01-05T00:00:00Z,493
2022-01-04T00:00:00Z,919
2022-01-03T00:00:00Z,649
2022-01-02T00:00:00Z,462
2022-01-01T00:00:00Z,464
2021-12-31T00:00:00Z,282
2021-12-30T00:00:00Z,382
2021-12-29T00:00:00Z,240
2021-12-28T00:00:00Z,182
2021-12-27T00:00:00Z,325
2021-12-26T00:00:00Z,200
2021-12-25T00:00:00Z,196
2021-12-24T00:00:00Z,452
2021-12-23T00:00:00Z,178
2021-12-22T00:00:00Z,331
2021-12-21T00:00:00Z,391
2021-12-20T00:00:00Z,535
2021-12-19T00:00:00Z,744
2021-12-18T00:00:00Z,444
2021-12-17T00:00:00Z,568
2021-12-16T00:00:00Z,378
2021-12-15T00:00:00Z,547
2021-12-14T00:00:00Z,725
2021-12-13T00:00:00Z,354
2021-12-12T00:00:00Z,352
2021-12-11T00:00:00Z,446
2021-12-10T00:00:00Z,360
2021-12-09T00:00:00Z,369
2021-12-08T00:00:00Z,466
2021-12-07T00:00:00Z,866
2021-12-06T00:00:00Z,320
2021-12-05T00:00:00Z,463
2021-12-04T00:00:00Z,276
2021-12-03T00:00:00Z,769
2021-12-02T00:00:00Z,453
2021-12-01T00:00:00Z,882
2021-11-30T00:00:00Z,546
2021-11-29T00:00:00Z,206
2021-11-28T00:00:00Z,418
2021-11-27T00:00:00Z,252
2021-11-26T00:00:00Z,430
2021-11-25T00:00:00Z,353
2021-11-24T00:00:00Z,401
2021-11-23T00:00:00Z,806
2021-11-22T00:00:00Z,642
